,human,explain,create,continue
dependency_distance_mean,2.6281919640146407,2.805435733379194,2.9579206599027565,2.5789473684210527
dependency_distance_std,0.6415759119089302,0.7611791385105212,0.8439846652225585,
prop_adjacent_dependency_relation_mean,0.45497217442656496,0.4477186108557135,0.4562172122658055,0.47368421052631576
prop_adjacent_dependency_relation_std,0.04645267822250165,0.07459803100488321,0.08279443702002894,
flesch_reading_ease,51.32448617176129,39.754476744186064,20.72278947368423,33.465
flesch_kincaid_grade,9.893257641921398,11.52951827242525,14.145017543859652,13.063333333333333
smog,12.10132525352546,13.25671669890799,15.021129683784007,
gunning_fog,12.569548762736538,14.32890365448505,17.483508771929827,16.08888888888889
automated_readability_index,10.04128093158661,11.441594684385379,14.801842105263155,12.689999999999998
coleman_liau_index,12.02061135371179,13.72372093023256,17.996842105263152,13.91555555555555
lix,36.664046579330424,45.12458471760797,52.48070175438596,45.77777777777778
rix,3.2666666666666666,4.571428571428571,5.666666666666667,5.0
token_length_mean,5.06113537117904,5.348837209302325,6.078947368421052,5.333333333333333
token_length_median,4.0,5.0,5.0,4.0
token_length_std,3.093269284775822,2.9149472126556524,3.7066671482758076,2.8674417556808756
sentence_length_mean,15.266666666666667,15.357142857142858,15.2,18.0
sentence_length_median,16.0,13.5,16.0,18.0
sentence_length_std,4.836895239257881,7.1774163960612585,5.022615520489964,
syllables_per_token_mean,1.6550218340611353,1.7906976744186047,2.017543859649123,1.8333333333333333
syllables_per_token_median,1.0,1.0,2.0,1.5
syllables_per_token_std,1.0484897120998227,1.0423171756455683,1.165907944820529,1.0137937550497034
n_tokens,229,215,228,18
n_unique_tokens,144,150,154,17
proportion_unique_tokens,0.62882096069869,0.6976744186046512,0.6754385964912281,0.9444444444444444
n_characters,1183,1174,1411,97
n_sentences,15,14,15,1
first_order_coherence,0.6405934521130153,0.6557734700349661,0.6960956794875008,
second_order_coherence,0.593445917734733,0.6411925777792931,0.7089355817207923,
entropy,4.372327643177268,3.5777092086816755,3.918477200461302,0.37461751788716935
perplexity,79.22783136197522,35.79145610653474,50.32375341161608,1.4544350128414345
per_word_perplexity,0.31315348364417084,0.14975504647085663,0.19890811625144697,0.07654921120218076
passed_quality_check,True,True,True,True
n_stop_words,123.0,125.0,120.0,10.0
alpha_ratio,0.8972332015810277,0.895397489539749,0.9011857707509882,0.9473684210526315
mean_word_length,4.675889328063241,4.912133891213389,5.5770750988142295,5.105263157894737
doc_length,253.0,239.0,253.0,19.0
top_ngram_chr_fraction_2,0.012756909992912827,0.018011527377521614,0.012195121951219513,
oov_ratio,0.011857707509881422,0.0041841004184100415,0.007905138339920948,0.05263157894736842
pos_prop_NOUN,0.20948616600790515,0.21338912133891214,0.2134387351778656,0.21052631578947367
pos_prop_VERB,0.1225296442687747,0.100418410041841,0.1225296442687747,0.05263157894736842
pos_prop_NUM,0.011857707509881422,0.008368200836820083,,
pos_prop_DET,0.1422924901185771,0.1506276150627615,0.16600790513833993,0.2631578947368421
pos_prop_ADP,0.11857707509881422,0.12552301255230125,0.10276679841897234,0.15789473684210525
pos_prop_ADJ,0.015810276679841896,0.03765690376569038,0.02766798418972332,
pos_prop_PRON,0.07509881422924901,0.058577405857740586,0.02766798418972332,
pos_prop_PUNCT,0.09486166007905138,0.100418410041841,0.09881422924901186,0.05263157894736842
pos_prop_ADV,0.07905138339920949,0.06276150627615062,0.08695652173913043,0.05263157894736842
pos_prop_SCONJ,0.03162055335968379,0.016736401673640166,0.02766798418972332,
pos_prop_PART,0.007905138339920948,0.008368200836820083,0.03162055335968379,
pos_prop_AUX,0.03162055335968379,0.06276150627615062,0.05533596837944664,0.05263157894736842
pos_prop_PROPN,0.023715415019762844,0.012552301255230125,0.011857707509881422,0.10526315789473684
pos_prop_CCONJ,0.03162055335968379,0.03765690376569038,0.02766798418972332,0.05263157894736842
pos_prop_X,0.003952569169960474,0.0041841004184100415,,
connectives,10,11,5,0
