,create,human,explain,continue
passed_quality_check,True,True,True,True
n_stop_words,147.0,152.0,76.0,58.0
alpha_ratio,0.8716417910447761,0.8382352941176471,0.8602150537634409,0.8805970149253731
mean_word_length,5.197014925373134,4.7823529411764705,5.134408602150538,4.791044776119403
doc_length,335.0,340.0,186.0,134.0
top_ngram_chr_fraction_2,0.011776251226692836,0.02870563674321503,0.017937219730941704,0.019736842105263157
oov_ratio,0.008955223880597015,0.014705882352941176,0.016129032258064516,
first_order_coherence,0.4877475538979406,0.3028602429072965,0.766108546938215,0.6520614743232727
second_order_coherence,0.4623001586984504,0.35550060319448157,0.7476674318313599,0.6544977277517319
pos_prop_NUM,0.008955223880597015,0.011764705882352941,0.005376344086021506,0.007462686567164179
pos_prop_NOUN,0.1761194029850746,0.17647058823529413,0.10752688172043011,0.16417910447761194
pos_prop_VERB,0.1044776119402985,0.08529411764705883,0.0967741935483871,0.11194029850746269
pos_prop_PUNCT,0.11343283582089553,0.15,0.13440860215053763,0.11194029850746269
pos_prop_AUX,0.04776119402985075,0.041176470588235294,0.06989247311827956,0.06716417910447761
pos_prop_ADP,0.13134328358208955,0.09705882352941177,0.10752688172043011,0.1044776119402985
pos_prop_DET,0.11343283582089553,0.12352941176470589,0.053763440860215055,0.1044776119402985
pos_prop_ADJ,0.050746268656716415,0.041176470588235294,0.026881720430107527,0.05970149253731343
pos_prop_PRON,0.029850746268656716,0.058823529411764705,0.043010752688172046,0.05970149253731343
pos_prop_ADV,0.05970149253731343,0.08823529411764706,0.06451612903225806,0.04477611940298507
pos_prop_PROPN,0.10149253731343283,0.08529411764705883,0.20430107526881722,0.09701492537313433
pos_prop_CCONJ,0.023880597014925373,0.01764705882352941,0.03225806451612903,0.022388059701492536
pos_prop_SCONJ,0.020895522388059702,0.011764705882352941,0.03763440860215054,0.03731343283582089
pos_prop_PART,0.01791044776119403,0.011764705882352941,0.016129032258064516,0.007462686567164179
flesch_reading_ease,27.638011363636394,35.71244621633821,17.208125000000024,34.56635154061627
flesch_kincaid_grade,12.478674242424244,11.39970813901008,15.85875,13.365168067226893
smog,13.295006501635747,12.432590859559816,16.678067442207542,14.314028922438442
gunning_fog,15.185690235690238,13.468993530916203,19.230124223602488,15.664425770308123
automated_readability_index,11.764671717171716,10.521293816759439,15.839332298136647,13.303221288515402
coleman_liau_index,15.524040404040402,13.889273356401382,16.694409937888192,13.68873949579832
lix,47.72853535353536,39.90085752971265,53.66537267080746,47.56442577030812
rix,4.375,3.4347826086956523,6.75,5.5
token_length_mean,5.734006734006734,5.449826989619377,5.77639751552795,5.26890756302521
token_length_median,5.0,5.0,5.0,5.0
token_length_std,3.02402642150072,3.0267106698060733,3.106745126812818,2.696706609491269
sentence_length_mean,12.375,12.565217391304348,20.125,19.833333333333332
sentence_length_median,13.0,13.0,20.5,19.5
sentence_length_std,5.186621411542071,9.277490697833828,3.179524335494226,5.367080729368206
syllables_per_token_mean,1.9696969696969697,1.8719723183391004,2.0,1.7983193277310925
syllables_per_token_median,2.0,1.0,2.0,1.0
syllables_per_token_std,1.1759762370868032,1.3209294407609438,1.2411175088634652,1.0337159203147415
n_tokens,297,289,161,119
n_unique_tokens,183,179,101,79
proportion_unique_tokens,0.6161616161616161,0.6193771626297578,0.6273291925465838,0.6638655462184874
n_characters,1741,1626,955,642
n_sentences,24,23,8,6
entropy,4.041668140133025,4.0619949559500625,2.204954853387046,1.6710377442329896
perplexity,56.92121621758872,58.09008271706004,9.069842085962913,5.317683330038593
per_word_perplexity,0.16991407826145888,0.1708531844619413,0.04876259186001566,0.039684203955511886
dependency_distance_mean,2.74061511566349,2.548510409943476,3.646875,3.5753769245280282
dependency_distance_std,0.953516433322692,1.2167421216109902,0.6570258310814981,1.0467384185410609
prop_adjacent_dependency_relation_mean,0.45802615105053185,0.4042609869154491,0.4478174603174603,0.4211400952063092
prop_adjacent_dependency_relation_std,0.12270176270068785,0.1430955985952384,0.08059146709113338,0.03430050100471786
connectives,10,9,4,5
top_ngram_chr_fraction_3,,,0.04035874439461883,
