,human,continue,explain,create
entropy,5.94435515338395,6.42737128652339,4.904137498594594,6.767574010049586
perplexity,381.59321285018564,618.5458292641206,134.84655449286228,869.2006620414791
per_word_perplexity,0.7647158574152016,1.2546568544911167,0.3388104384242771,1.7884787284804096
dependency_distance_mean,2.712114416335727,2.950544133282911,3.57930101367302,2.7390328859018664
dependency_distance_std,1.0853670519529288,0.7591068471662341,0.8584866284014928,0.9357873528875512
prop_adjacent_dependency_relation_mean,0.42881868959421304,0.4544920789982083,0.4481019192639259,0.46540137227384365
prop_adjacent_dependency_relation_std,0.10828722848355285,0.0718366721552839,0.06294860660253361,0.11046115865179841
pos_prop_CCONJ,0.02004008016032064,0.036511156186612576,0.032663316582914576,0.04526748971193416
pos_prop_PRON,0.05410821643286573,0.05070993914807302,0.03768844221105527,0.03497942386831276
pos_prop_AUX,0.04609218436873747,0.06693711967545639,0.05025125628140704,0.07613168724279835
pos_prop_ADP,0.09819639278557114,0.09127789046653144,0.10804020100502512,0.09053497942386832
pos_prop_DET,0.11222444889779559,0.12778904665314403,0.09045226130653267,0.12757201646090535
pos_prop_ADJ,0.04809619238476954,0.04056795131845842,0.07537688442211055,0.04938271604938271
pos_prop_NOUN,0.17034068136272545,0.16835699797160245,0.17336683417085427,0.16872427983539096
pos_prop_ADV,0.09218436873747494,0.07707910750507099,0.05025125628140704,0.07407407407407407
pos_prop_VERB,0.08216432865731463,0.11764705882352941,0.10552763819095477,0.10905349794238683
pos_prop_PUNCT,0.1402805611222445,0.10344827586206896,0.09296482412060302,0.09670781893004116
pos_prop_PROPN,0.09819639278557114,0.056795131845841784,0.12562814070351758,0.08024691358024691
pos_prop_NUM,0.012024048096192385,0.004056795131845842,0.005025125628140704,0.00411522633744856
pos_prop_SCONJ,0.01002004008016032,0.036511156186612576,0.035175879396984924,0.030864197530864196
pos_prop_PART,0.01603206412825651,0.02231237322515213,0.017587939698492462,0.012345679012345678
flesch_reading_ease,31.73650349650353,28.28988687782808,14.44073325729184,32.896825630097766
flesch_kincaid_grade,12.062284382284382,13.099839288500547,16.520573570148283,12.188939672275701
smog,12.973766391688262,13.895352205467052,16.63371718428618,13.939097120348158
gunning_fog,14.33752913752914,15.417818692463724,19.020433436532507,15.77841134543317
automated_readability_index,11.112237762237761,13.161300514900923,17.578117972950956,12.526613270629731
coleman_liau_index,14.434405594405593,15.928235294117652,18.24897506925208,15.661958997722099
lix,42.603729603729604,46.689343111249805,58.63141600130356,49.01322654125946
rix,3.8484848484848486,4.793103448275862,7.9411764705882355,4.935483870967742
passed_quality_check,True,True,True,True
n_stop_words,217.0,230.0,165.0,234.0
alpha_ratio,0.8476953907815631,0.8924949290060852,0.9020100502512562,0.8991769547325102
mean_word_length,4.8937875751503,5.237322515212981,5.560301507537688,5.251028806584362
doc_length,499.0,493.0,398.0,486.0
top_ngram_chr_fraction_2,0.019143752175426385,0.013893483294740324,0.018655266226195105,0.014042126379137413
oov_ratio,0.018036072144288578,0.02636916835699797,0.01507537688442211,0.00823045267489712
first_order_coherence,0.3658379459520802,0.6602434494665691,0.6919131297618151,0.5530269771814347
second_order_coherence,0.38936826839832767,0.6350887771005984,0.7136625587940216,0.5653136582595522
token_length_mean,5.529137529137529,5.726244343891403,6.027700831024931,5.70615034168565
token_length_median,5.0,5.0,5.0,5.0
token_length_std,3.0239470728669597,3.078856359637859,3.345200800853747,3.014427492449922
sentence_length_mean,13.0,15.241379310344827,21.235294117647058,14.161290322580646
sentence_length_median,13.0,15.0,23.0,15.0
sentence_length_std,8.06413684347575,5.40533052620309,5.946124904850473,5.957358010401917
syllables_per_token_mean,1.9137529137529137,1.9276018099547512,2.0193905817174516,1.8861047835990887
syllables_per_token_median,1.0,2.0,2.0,2.0
syllables_per_token_std,1.3202818603224988,1.2455198063664112,1.224025720231978,1.061122068232539
n_tokens,429,442,361,439
n_unique_tokens,257,259,211,242
proportion_unique_tokens,0.5990675990675991,0.5859728506787331,0.5844875346260388,0.55125284738041
n_characters,2442,2582,2213,2552
n_sentences,33,29,17,31
connectives,13,24,19,22
connectives_cap,4,5,3,8
duplicate_ngram_chr_fraction_5,,0.016539861065167052,,0.018722835172183216
duplicate_ngram_chr_fraction_6,,0.016539861065167052,,
duplicate_ngram_chr_fraction_7,,0.016539861065167052,,
top_ngram_chr_fraction_3,,0.012901091630830301,0.01748931208705791,0.014042126379137413
top_ngram_chr_fraction_4,,,,0.02106318956870612
