,continue,human-cont,create,explain,human-full
passed_quality_check,True,True,True,True,True
n_stop_words,138.0,196.0,182.0,234.0,244.0
alpha_ratio,0.8628428927680798,0.9230769230769231,0.8471337579617835,0.8509316770186336,0.9148211243611585
mean_word_length,5.476309226932669,4.948717948717949,4.887473460721869,4.781055900621118,4.885860306643952
doc_length,401.0,468.0,471.0,644.0,587.0
top_ngram_chr_fraction_2,0.011853022520742789,0.012727272727272728,0.013025679196129512,0.009681881051175657,0.007342143906020558
top_ngram_chr_fraction_3,0.017779533781114184,0.009818181818181818,0.024190547078526237,0.014384508990318118,0.007929515418502203
top_ngram_chr_fraction_4,0.024891347293559858,,0.018980275400074433,,
oov_ratio,0.007481296758104738,0.017094017094017096,,0.009316770186335404,0.013628620102214651
first_order_coherence,0.8475538877879872,0.7994919283823534,0.802269818990127,0.8189360430607429,0.7976052284240722
second_order_coherence,0.8413486890494823,0.7615506138120379,0.763924552635713,0.7986806583404541,0.7591285212286587
dependency_distance_mean,2.577105780185023,2.5836353926576487,2.6506063387862038,2.8840874849836347,2.5023238904694356
dependency_distance_std,0.529057536604219,0.5360999723482944,0.48856887448301567,0.7165475905862637,0.6362324304350659
prop_adjacent_dependency_relation_mean,0.49961999135162494,0.4592047696167487,0.4694733371248625,0.45201922497301256,0.4719656237483654
prop_adjacent_dependency_relation_std,0.06410640426454896,0.08634546867930762,0.06084340874467424,0.08645890813905555,0.09185500299618148
token_length_mean,6.212209302325581,5.224256292906179,5.543424317617866,5.428051001821494,5.195211786372007
token_length_median,6.0,4.0,4.0,5.0,4.0
token_length_std,3.513060648349703,2.9827969317646503,3.3371322715202725,3.067666745511218,2.9530729852876423
sentence_length_mean,19.11111111111111,19.0,16.791666666666668,20.333333333333332,17.516129032258064
sentence_length_median,19.0,19.0,17.0,18.0,17.0
sentence_length_std,6.999118110232721,8.622518546628735,5.649330097945734,8.576453553512405,8.605590709952551
syllables_per_token_mean,1.9186046511627908,1.562929061784897,1.7320099255583126,1.633879781420765,1.561694290976059
syllables_per_token_median,1.0,1.0,1.0,1.0,1.0
syllables_per_token_std,1.1955840868862282,0.9561548791187057,1.0437775829080562,0.9948957493285469,0.9339940189060666
n_tokens,344,437,403,549,543
n_unique_tokens,191,222,196,274,267
proportion_unique_tokens,0.5552325581395349,0.5080091533180778,0.48635235732009924,0.4990892531876138,0.49171270718232046
n_characters,2196,2316,2302,3079,2868
n_sentences,18,23,24,27,31
pos_prop_SCONJ,0.0024937655860349127,0.010683760683760684,,0.009316770186335404,0.010221465076660987
pos_prop_ADJ,0.14713216957605985,0.15598290598290598,0.11889596602972399,0.14285714285714285,0.15502555366269166
pos_prop_NOUN,0.26932668329177056,0.23931623931623933,0.2611464968152866,0.2593167701863354,0.2402044293015332
pos_prop_PUNCT,0.1371571072319202,0.06196581196581197,0.14225053078556263,0.13664596273291926,0.06473594548551959
pos_prop_DET,0.08728179551122195,0.06623931623931624,0.0870488322717622,0.09316770186335403,0.06814310051107325
pos_prop_VERB,0.09725685785536159,0.0876068376068376,0.08492569002123142,0.07608695652173914,0.0919931856899489
pos_prop_ADP,0.1172069825436409,0.1282051282051282,0.12526539278131635,0.11024844720496894,0.131175468483816
pos_prop_CCONJ,0.04488778054862843,0.038461538461538464,0.040339702760084924,0.034161490683229816,0.03747870528109029
pos_prop_AUX,0.032418952618453865,0.03632478632478633,0.044585987261146494,0.03571428571428571,0.04088586030664395
pos_prop_ADV,0.012468827930174564,0.038461538461538464,0.008492569002123142,0.027950310559006212,0.030664395229982964
pos_prop_PRON,0.00997506234413965,0.07692307692307693,0.040339702760084924,0.026397515527950312,0.07325383304940375
pos_prop_PART,0.012468827930174564,0.008547008547008548,0.012738853503184714,0.010869565217391304,0.008517887563884156
pos_prop_PROPN,0.029925187032418952,0.03632478632478633,0.025477707006369428,0.026397515527950312,0.03236797274275979
flesch_reading_ease,25.123268733850153,55.32620137299773,43.26341863110011,47.97043715846996,56.936792015683494
flesch_kincaid_grade,14.502868217054267,10.262562929061787,11.396467121588092,11.61978142076503,9.669282956098144
smog,15.688483145680365,12.200932325342574,13.227904075235838,13.08475824599816,11.77466266942573
gunning_fog,17.760723514211886,12.908924485125858,14.160835401157982,14.10783242258652,12.236654191172102
automated_readability_index,17.385061369509046,12.676247139588106,13.075361869313483,14.3027868852459,11.797512029941181
coleman_liau_index,19.178953488372084,13.360732265446224,15.032555831265512,14.661202185792352,13.05797421731123
lix,63.58785529715762,50.121281464530895,55.25320512820514,56.58105646630237,49.19200380205549
rix,8.5,5.913043478260869,6.458333333333333,7.37037037037037,5.548387096774194
entropy,11.341927018502577,10.914833549318022,13.051010179103468,18.84580551130652,14.064108680104653
perplexity,84282.28828232158,54985.98146753006,465566.4797313123,152978127.45189592,1282226.631018388
per_word_perplexity,210.18027003072712,117.49141339215825,988.4638635484338,237543.67616754025,2184.3724548865216
connectives,8,13,5,19,15
duplicate_ngram_chr_fraction_5,,0.06254545454545454,0.037960550800148866,0.06417704011065006,0.059324522760646106
duplicate_ngram_chr_fraction_6,,0.06254545454545454,0.037960550800148866,0.03153526970954357,0.05051395007342144
duplicate_ngram_chr_fraction_7,,0.06254545454545454,0.024562709341272793,0.03153526970954357,0.05051395007342144
duplicate_ngram_chr_fraction_8,,0.06254545454545454,,0.03153526970954357,0.05051395007342144
duplicate_ngram_chr_fraction_9,,0.06254545454545454,,0.03153526970954357,0.05051395007342144
duplicate_ngram_chr_fraction_10,,0.06254545454545454,,0.03153526970954357,0.05051395007342144
pos_prop_NUM,,0.014957264957264958,0.008492569002123142,0.010869565217391304,0.015332197614991482
