feature,human-cont,human-full,create,continue,explain
dependency_distance_mean,2.6132781039646518,2.62953712495458,2.6955589534871525,2.640767825520263,2.7110012756009962
dependency_distance_std,0.7065888655883917,0.7626821857031245,0.7686781686935124,0.45349974731691745,0.6184796100486913
prop_adjacent_dependency_relation_mean,0.4609573641905748,0.46387422589782945,0.46067803088373244,0.4432470751992404,0.4533740232558577
prop_adjacent_dependency_relation_std,0.0789245459413449,0.08022839369171306,0.07110731248309979,0.056271267894988375,0.06962621279658457
pos_prop_DET,0.07135930622520523,0.07069360820942987,0.07904524647689107,0.09400059747525133,0.08280469176911873
pos_prop_NUM,0.03493227460615203,0.037255016889878714,0.028080945595096996,0.013673359064703712,0.017250658280948423
pos_prop_NOUN,0.262011337013806,0.26357895114563423,0.2608224938077436,0.27293675295216346,0.2711252185243763
pos_prop_ADJ,0.1157373950177663,0.1184146632125446,0.11427789539026104,0.11418488805094448,0.1135864695000109
pos_prop_ADP,0.10240758493687581,0.10468855658511038,0.0938376563548861,0.08682631093487939,0.08672953695444563
pos_prop_PROPN,0.049281718393992466,0.046204781749419194,0.035510220784593594,0.023442766028363617,0.03151455912889665
pos_prop_VERB,0.07990628559397929,0.07804564046664157,0.09483391344067085,0.1161498841810527,0.08261669558456676
pos_prop_PRON,0.02821693435946341,0.028901611669807693,0.02861755948698656,0.03519977324878547,0.029274556827652908
pos_prop_PUNCT,0.11194903066791513,0.1150132899818084,0.15004138130015093,0.11268382688126619,0.1562914975507014
pos_prop_AUX,0.04490848985912985,0.043675330659520416,0.035305800882995,0.033392880066653315,0.04073380783588558
pos_prop_CCONJ,0.04405549809078648,0.04447068029814935,0.04364085175470148,0.04947490070518864,0.04304368004740403
pos_prop_PART,0.013915608043668043,0.011982547243469865,0.01569232877498698,0.027183012920108107,0.014540541271040217
pos_prop_SCONJ,0.005056142262115102,0.004928427274358739,0.004647345661853759,0.004351085795034582,0.006748178123579739
pos_prop_ADV,0.029441629608198395,0.02621670011243445,0.016595408312673133,0.017303955762677736,0.0206041413778779
token_length_mean,5.192488368287437,5.164609322461341,5.451364111967001,5.749693736334046,5.266652347913662
token_length_median,4.4,4.3,4.6,5.0,4.4
token_length_std,3.0255642883542224,3.016769778916288,3.215142240652335,3.18233127317641,3.0163766607312295
sentence_length_mean,17.528181818181817,17.786440911499735,16.377632754342432,17.650468914221037,17.22402766798419
sentence_length_median,16.0,16.2,15.3,16.8,16.1
sentence_length_std,9.316440051222063,9.658256934783914,6.603031309380084,5.89110311329365,6.9756438097066695
syllables_per_token_mean,1.5920187217821862,1.5850659052261473,1.6809674428233823,1.764015163407376,1.6107126515551602
syllables_per_token_median,1.0,1.0,1.0,1.2,1.0
syllables_per_token_std,0.9453993354739112,0.9336820855559216,1.0088834098351942,1.0397806184635467,0.9573385913393139
n_tokens,615.0,698.8,437.0,384.6,428.6
n_unique_tokens,317.8,354.6,242.2,208.2,232.2
proportion_unique_tokens,0.5261531581966009,0.5154188102021711,0.5602830448105406,0.5425045180053278,0.5446790160171174
n_characters,3317.6,3744.8,2467.6,2262.2,2336.4
n_sentences,35.0,39.2,26.4,22.6,25.0
first_order_coherence,0.7277512274990954,0.7258468392204938,0.7176664298829153,0.8177364149770175,0.76347921649024
second_order_coherence,0.7038824158062829,0.7037731310702015,0.7048904933561231,0.8221151592434914,0.7782962420261919
flesch_reading_ease,54.359111591772525,54.68518689269574,48.001857091484325,39.68409122780167,53.08632159542951
flesch_kincaid_grade,10.031811826120707,10.050489637153436,10.63269259950946,12.109061804753242,10.133780078864726
smog,12.57175232786581,12.61836601358136,13.144549847903201,14.19626355913375,12.495848073379594
gunning_fog,13.332055887031554,13.377445896466957,14.108145058207722,15.582800304043346,13.158736755468656
automated_readability_index,11.790711123724737,11.788530364542783,12.43474134453579,14.476291955243875,11.987946392665444
coleman_liau_index,13.009770804220228,12.881091693673966,14.410744645599303,16.294734625649152,13.435288091741759
lix,48.27262638214256,48.51796693734217,52.433627224279725,58.69832539192087,50.28343815181974
rix,5.389638998682477,5.462080096903626,5.893990074441687,7.324347966690921,5.7048646245059285
entropy,17.738623023836475,20.171205681141544,13.955720656748564,12.9240198993255,14.733868599650668
perplexity,480510677342.34784,2898385063214.1357,44035916.70393938,7983977.57090777,6194463.082084025
per_word_perplexity,409825487.6984886,2354367170.5423136,57126.4983338054,14619.921772352027,10473.761738502862
n_stop_words,240.8,272.6,164.2,157.0,173.6
alpha_ratio,0.8493134697469715,0.8423526478523335,0.8154249255104181,0.8688374743654276,0.8207724078063942
mean_word_length,4.67468152363434,4.632753395688501,4.728600634076171,5.152702121546453,4.559362382200322
doc_length,708.0,806.6,524.0,441.2,514.8
duplicate_ngram_chr_fraction_5,0.03262798973247509,0.03502425282688551,0.11348393339507168,0.036802401311429964,0.019834100694490042
duplicate_ngram_chr_fraction_6,0.027339010835125133,0.029759965807841765,0.12191772152112937,0.02783521458846252,0.03471749489448604
duplicate_ngram_chr_fraction_7,0.03294398105035557,0.027408479329063252,0.1032926486281223,0.02783521458846252,
duplicate_ngram_chr_fraction_8,0.0338812894946085,0.02776697101097539,0.1760113555713272,0.019582801191996593,
duplicate_ngram_chr_fraction_9,0.06254545454545454,0.05052878965922444,0.1469127040454222,0.019582801191996593,
duplicate_ngram_chr_fraction_10,0.06254545454545454,0.05052878965922444,0.1469127040454222,0.019582801191996593,
top_ngram_chr_fraction_2,0.011263907987809027,0.00890269631794608,0.01919362982141072,0.024280133995629786,0.02398245116498847
top_ngram_chr_fraction_3,0.01383122743314818,0.012070768525094661,0.015991484996603057,0.023059454331722313,0.021250129681465925
oov_ratio,0.015479236819393222,0.014992514844178451,0.006548141646410342,0.003489599831063246,0.0031657418000817492
connectives,12.4,13.4,5.2,4.6,8.8
top_ngram_chr_fraction_4,0.017650528090830894,0.01657148147059962,0.009623146114646139,0.016378624080016443,0.01627790396091555
pos_prop_SYM,0.008525956651183102,0.007209821049318561,0.008905954408194208,0.016548077378851958,0.011213507120526968
pos_prop_INTJ,,,0.0018018018018018018,,
pos_prop_X,,0.0008116883116883117,,,
