feature,human-cont,human-full,create,continue,explain
first_order_coherence,0.489536258804632,0.48779905583875377,0.4851145748339908,0.5536286648788622,0.5894347514461528
second_order_coherence,0.487517693562348,0.48250720029226973,0.4741489186775489,0.5444903457921649,0.594839208120277
dependency_distance_mean,3.154386337245007,3.0749469322535257,2.6832818056818084,3.0663169677240374,2.966960423310778
dependency_distance_std,1.1724125802075238,1.1367146280590419,0.8393500663460832,0.7942910545212138,0.9439902106774198
prop_adjacent_dependency_relation_mean,0.45223201064338997,0.454023934261612,0.4537978366183994,0.4556408785020585,0.44647594191866513
prop_adjacent_dependency_relation_std,0.0894580466317285,0.09263889732864747,0.09374889740011612,0.07967216272442179,0.09456355905251315
n_stop_words,345.6,324.6,167.8,58.2,131.8
alpha_ratio,0.8026019430187228,0.806571196677352,0.8608648352481681,0.8519578364498548,0.8678953744638512
mean_word_length,5.79036671853486,5.85508470272268,6.058749697229109,5.9268034705027866,6.02334036608831
doc_length,989.0,915.2,427.2,147.4,311.8
duplicate_ngram_chr_fraction_5,0.027089975517673753,0.021806267011684567,0.052449422672141276,0.10060975609756098,0.06173961832857602
duplicate_ngram_chr_fraction_6,0.03249415565120166,0.016997525909824212,0.05063340874668086,,0.05533382893774613
duplicate_ngram_chr_fraction_7,0.019667748884007838,0.014254041684858505,0.06260575296108291,,0.08723747980613894
duplicate_ngram_chr_fraction_8,0.016274365575579257,0.008093278463648833,0.06260575296108291,,0.08723747980613894
duplicate_ngram_chr_fraction_9,0.002114748069143067,0.0031550068587105624,0.06260575296108291,,0.08723747980613894
top_ngram_chr_fraction_2,0.009524284180514991,0.009390967205906875,0.01450781959552643,0.030331714266794124,0.014247302802057531
top_ngram_chr_fraction_3,0.008743599966848491,0.008162596505032222,0.01250505750656058,0.051587479288880925,0.019100946115264673
top_ngram_chr_fraction_4,0.0062738184123234,0.006273644927100183,0.019101123595505618,,0.030290791599353797
oov_ratio,0.08240154733198857,0.08911073936266001,0.04822793233135704,0.08678437727583459,0.06172721743398465
token_length_mean,6.735701035121299,6.791219077698978,6.775209870882373,6.570678287670472,6.7236450026392065
token_length_median,5.4,5.4,5.4,5.2,5.8
token_length_std,4.397318139192054,4.481510280112849,4.449946599019758,4.2510466493059385,4.120748022545596
sentence_length_mean,17.84814965346111,17.57389142389142,14.442843962634067,18.582575757575757,16.02182051282051
sentence_length_median,15.9,15.5,14.8,19.7,14.7
sentence_length_std,9.510750986047794,9.64688190248033,5.81980420402476,4.872781041159186,5.844866731020375
syllables_per_token_mean,2.414637216400117,2.4393755387828557,2.3574048598385793,2.325807182607055,2.3704294556520056
syllables_per_token_median,2.0,2.0,2.0,1.6,2.0
syllables_per_token_std,1.7118751990120393,1.7563845227122257,1.6350565279676144,1.6621696191093327,1.583107159838112
n_tokens,814.8,762.2,374.0,130.4,272.8
n_unique_tokens,403.4,384.8,218.4,89.4,166.6
proportion_unique_tokens,0.5164416447493835,0.5132131754658212,0.5858598669074149,0.702741419487999,0.6144813703614944
n_characters,5591.4,5302.2,2585.6,892.4,1864.2
n_sentences,49.0,45.6,26.0,7.2,17.4
pos_prop_ADJ,0.08310294652307353,0.08589660535686358,0.09243825758549905,0.09855044192817386,0.09293570935037188
pos_prop_NOUN,0.21383153645222736,0.21339461917166544,0.2453364467865244,0.21159857211174163,0.2285606726828179
pos_prop_PUNCT,0.14121483373603608,0.1388997081673728,0.12454778684021912,0.11344483599507127,0.12168938257570905
pos_prop_VERB,0.05864533885286336,0.05744658158794552,0.0778042551326839,0.06997868172211265,0.07818302326976848
pos_prop_ADP,0.1026795510795993,0.10304469460454424,0.09989163304429657,0.0844068608145564,0.10035823672444939
pos_prop_DET,0.11942151473781186,0.1189581335156128,0.14205796830784667,0.1254593620422068,0.1410090650820215
pos_prop_PRON,0.015728174860812873,0.01642691115985421,0.025022551063876918,0.02258655021501422,0.028100179681062227
pos_prop_ADV,0.06722155006711797,0.06781269442286911,0.04860292321391332,0.0695487521936818,0.06334101300907062
pos_prop_AUX,0.05025360576319789,0.04775614336327923,0.038711181825103094,0.049115487687227274,0.058972398268375324
pos_prop_CCONJ,0.024784042146280744,0.026611330666391812,0.03583882117604341,0.04749944725765113,0.029533622491524254
pos_prop_PROPN,0.0626684810083168,0.06522876552513575,0.026680694158125396,0.09533773235050667,0.02318700195643541
pos_prop_X,0.013251782300623075,0.013001515355274607,0.004973190462016145,0.03545202840977489,0.007953679843114373
pos_prop_NUM,0.026435480622696066,0.02597689570906282,0.01244258833364888,0.03695678343565668,0.014172708484597068
pos_prop_PART,0.011537339519406883,0.010779422110681374,0.012209494921511512,0.01618159030775658,0.009892532186796841
pos_prop_SCONJ,0.009223822329936248,0.008765979283446742,0.014436845241094842,0.020566499678044033,0.017189466084880235
flesch_reading_ease,-15.559180405712862,-17.373670376279335,-7.260937764417378,-8.78960204249625,-9.965479768672463
flesch_kincaid_grade,19.86349751837121,20.048449012955352,17.86008649152253,19.101729300217798,18.629577576693666
smog,17.861727441715004,17.832317751046144,16.284461920548956,17.768868685420667,17.072315841498863
gunning_fog,22.086384487193698,22.197504629925515,20.526573439826628,21.751567870858793,21.34688128527366
automated_readability_index,19.21922670215188,19.343587567907896,17.702660473173005,18.80918261371581,18.249278218840917
coleman_liau_index,22.119099413285326,22.398471683844935,21.97232216539707,21.23364862090393,21.868566925151985
lix,59.81923914872978,59.97301625822733,56.82352848815979,59.631263435816265,58.536572975749394
rix,7.525483239415385,7.463016263016263,6.10864952139315,7.568838383838383,6.83092735042735
entropy,13.608802468849342,12.85037540083629,5.934959070017172,2.2427088678438065,4.5688732931503875
perplexity,2583394881.269155,49567487.76821594,526.4598975945403,14.046229470806978,125.60362469324279
per_word_perplexity,1390513.9184543113,44911.92650447047,1.1324548158782064,0.08237296313609063,0.3735353769503371
connectives,18.8,17.8,6.4,3.6,7.2
