feature,human-cont,human-full,create,continue,explain
flesch_reading_ease,-26.71292388169407,-31.479965893442312,-38.666012180663756,-26.322503692029876,-34.49379655849797
flesch_kincaid_grade,23.100214353333428,23.25982319902721,23.220218877838843,21.04045343128525,23.193348290869885
smog,20.185390237679577,19.832856261523865,18.87568215217125,17.718646058637482,19.61491208516398
gunning_fog,24.631270172060926,24.363332192179804,23.963541797394765,22.462896717101177,24.43948749067703
automated_readability_index,24.020705857706655,23.957496546965977,23.367660540825423,21.115193719300088,23.37309875713809
coleman_liau_index,24.290584194803053,25.406069132083015,27.02444253492842,25.18388925832169,25.816115628100015
lix,68.17406222227365,67.19973028972663,65.4369946938675,61.33512314588866,66.43238585553016
rix,10.694013263425028,10.075731843733628,8.657222222222222,7.407900432900433,9.457792207792208
pos_prop_PROPN,0.06922109284947772,0.06348272769937,0.03154315470740971,0.04866865979303315,0.04122259154970164
pos_prop_ADP,0.10645957510447993,0.10825125495664445,0.10798057448533094,0.09745399299291317,0.11686953078896714
pos_prop_ADJ,0.09033673842093601,0.09341236107781538,0.09989782379403843,0.08706503005021889,0.09085029234611441
pos_prop_NOUN,0.22084709820899984,0.23045865959786135,0.2502276022543922,0.2270067463473719,0.24873326215741454
pos_prop_PUNCT,0.12849658068188588,0.1237256789889107,0.10051055968854956,0.1073772752875128,0.09981428137921687
pos_prop_DET,0.1096563437472718,0.11301540899869893,0.13419906250531938,0.12229118041219725,0.1282507222326365
pos_prop_X,0.0141081238877514,0.013614974673571676,0.013295732729358047,0.008695254486754296,0.01155597863477706
pos_prop_ADV,0.07008867020116305,0.0660681908413421,0.05774937568832232,0.06766223407356216,0.053485880918679354
pos_prop_NUM,0.011818030321720569,0.009922324256360228,0.004050509673997544,0.004842615012106538,
pos_prop_AUX,0.034724507645918376,0.03364439497202828,0.03939925833424289,0.0645342698668844,0.02761621624365974
pos_prop_CCONJ,0.047472146795154754,0.04822317142430677,0.0538390610603961,0.04680036794146373,0.052720729528997756
pos_prop_VERB,0.055147731180522595,0.05581806763763132,0.07010655335620829,0.08502911386939505,0.07515999667854475
pos_prop_SCONJ,0.013170998120048644,0.013107697501112292,0.011975843329839414,0.017887154934237655,0.015260601213076425
pos_prop_PART,0.010409797977164903,0.009994023702455198,0.013516773621522543,0.016208746583663964,0.016341163565282115
pos_prop_PRON,0.022769776986192806,0.021229993374435145,0.016797567121342696,0.029447456466168087,0.02538698547598811
entropy,11.000840058815562,14.035653919843313,5.648252221742636,4.358336861745355,5.449895108369427
perplexity,609668.4531189763,5155557.210332939,402.61597762783293,138.97951120501654,323.066144129028
per_word_perplexity,566.7803410018305,4555.042105435791,1.1001331057027948,0.4147122894791422,0.9227840386198393
token_length_mean,7.0368085280413695,7.239309886133455,7.559305139594923,7.2768251203190415,7.323269834743155
