feature,human-cont,human-full,create,continue,explain
first_order_coherence,0.699184052701176,0.691734142128047,0.8031856691872971,0.7973413920686359,0.7929832018040991
second_order_coherence,0.6931388570265795,0.6814316966897481,0.7914840836748721,0.7837610975216412,0.7720531623867842
flesch_reading_ease,68.95860717208396,68.1560081793657,48.43023298146093,56.80480045017831,56.006206572762935
flesch_kincaid_grade,8.037546123346115,8.186931444483577,11.580842582815425,10.2793324354438,10.472679930713563
smog,10.765889230074105,10.861049718966111,14.034673426282879,12.55011637529156,12.537530549688388
gunning_fog,11.127776759452725,11.249921234950937,15.416335019102714,13.471864828077793,13.464659961571257
automated_readability_index,9.8120472068555,10.027710214027111,15.219452791664185,13.450844838482464,13.352866647751881
coleman_liau_index,10.458347018803874,10.657270992568948,15.744729988661254,13.822561472692001,13.514122513968227
lix,42.62443319612216,43.29921766317547,56.63341219525769,52.296967671887,52.86702140754075
rix,4.411282280937454,4.53817615742525,7.38567032967033,6.52439393939394,6.637575757575758
n_stop_words,400.8,371.8,219.8,184.4,131.4
alpha_ratio,0.8367601354356179,0.8378930259336304,0.8968663702422066,0.8902921428196887,0.8970441672156412
mean_word_length,4.151827797788807,4.18770409941085,5.13644341168399,4.79712606195801,4.812438226328936
doc_length,971.0,924.0,577.6,429.2,316.8
duplicate_ngram_chr_fraction_5,0.033756158323884615,0.035571820410565363,,0.02091671304474073,0.03613707165109034
duplicate_ngram_chr_fraction_6,0.02396042535845775,0.02297768159140232,,0.028546712802768166,0.03613707165109034
top_ngram_chr_fraction_2,0.014536669071123911,0.012563397692281713,0.008680167436984573,0.013635023841486533,0.017604873437400973
top_ngram_chr_fraction_3,0.015789394337336445,0.010246042996860459,0.01615418830726866,0.009209264399575819,
top_ngram_chr_fraction_4,0.019347298853212683,0.014121832638541363,,,
oov_ratio,0.007990883345335868,0.0063314972143929575,,0.020202020202020204,0.014294484635295679
entropy,29.360051410553563,27.305917778086666,13.65708136127397,11.041219776571285,8.119238299325337
perplexity,3.791158480217688e+19,133227262302141.66,1172296.1013334845,167168.66562482773,60323.5298505524
