,continue,human,create,explain
entropy,5.696791790279931,4.996309885452219,5.182182518198393,5.741955443696636
perplexity,297.9101080855165,147.86650677026321,178.07103045581667,311.67327502876344
per_word_perplexity,0.7485178595113481,0.3554483335823635,0.4112494929695535,0.7620373472585903
dependency_distance_mean,3.3015330634567652,3.4333173581331855,2.2528746012441663,3.2814700442789686
dependency_distance_std,0.9120971390376026,0.897099237106052,1.0118804414676204,0.8590102774477506
prop_adjacent_dependency_relation_mean,0.4322951817565211,0.4343699293777427,0.481495909809374,0.43218293918451245
prop_adjacent_dependency_relation_std,0.10064303912388166,0.07887204811972938,0.0995392900709799,0.0864940759745003
first_order_coherence,0.5701631752567159,0.5249615656211972,0.16231205935279527,0.6051319100354847
second_order_coherence,0.5563672304372577,0.4357590439418952,0.3742261741567275,0.6302415430545807
flesch_reading_ease,-13.939636309875766,-14.01676470588231,-8.480262149970173,-15.696784818941467
flesch_kincaid_grade,19.858379657007685,20.182941176470596,17.47938377734275,19.907993036211703
smog,18.35682480154468,18.557870451564142,15.484251922670076,18.40468871205951
gunning_fog,22.66327616794796,22.58823529411765,20.193752659800836,23.11314763231198
automated_readability_index,19.51923565937315,19.78067647058824,16.907256787811725,19.859011142061284
coleman_liau_index,22.045955056179775,21.683647058823535,22.008021108179417,22.89203342618384
lix,61.15257244234181,60.588235294117645,53.38675631968678,62.239693593314755
rix,7.947368421052632,8.117647058823529,5.032258064516129,7.95
passed_quality_check,True,True,True,True
n_stop_words,164.0,141.0,158.0,175.0
alpha_ratio,0.8768844221105527,0.7740384615384616,0.8452655889145496,0.8777506112469438
mean_word_length,6.103015075376884,5.5985576923076925,6.113163972286374,6.1442542787286065
doc_length,398.0,416.0,433.0,409.0
duplicate_ngram_chr_fraction_5,0.06315034086831718,0.015677491601343786,0.05818181818181818,0.036211699164345405
duplicate_ngram_chr_fraction_6,0.06315034086831718,,0.023801652892561982,0.036211699164345405
top_ngram_chr_fraction_2,0.010764262648008612,0.00933184023889511,0.019834710743801654,0.016713091922005572
oov_ratio,0.052763819095477386,0.07451923076923077,0.053117782909930716,0.05623471882640587
token_length_mean,6.705056179775281,6.626470588235295,6.841688654353562,6.860724233983287
token_length_median,6.0,5.0,6.0,6.0
token_length_std,4.376915599527042,4.181036236848568,4.388910623654877,4.0659727365572245
sentence_length_mean,18.736842105263158,20.0,12.225806451612904,17.95
sentence_length_median,18.0,17.0,12.0,17.5
sentence_length_std,7.0996078858598946,9.081331853604631,7.921834576618804,6.844523358130937
syllables_per_token_mean,2.384831460674157,2.3705882352941177,2.3984168865435356,2.415041782729805
syllables_per_token_median,2.0,2.0,2.0,2.0
syllables_per_token_std,1.6812566276446288,1.5879193585548848,1.6524061372932652,1.5252368868239117
n_tokens,356,340,379,359
n_unique_tokens,205,210,242,212
proportion_unique_tokens,0.5758426966292135,0.6176470588235294,0.6385224274406333,0.5905292479108635
n_characters,2429,2329,2647,2513
n_sentences,19,17,31,20
pos_prop_ADP,0.11809045226130653,0.10336538461538461,0.11316397228637413,0.11246943765281174
pos_prop_ADJ,0.09547738693467336,0.09134615384615384,0.10161662817551963,0.097799511002445
pos_prop_NOUN,0.228643216080402,0.19951923076923078,0.2678983833718245,0.2176039119804401
pos_prop_AUX,0.032663316582914576,0.055288461538461536,0.02771362586605081,0.061124694376528114
pos_prop_PRON,0.020100502512562814,0.014423076923076924,0.03695150115473441,0.022004889975550123
pos_prop_DET,0.14321608040201006,0.10817307692307693,0.11778290993071594,0.13202933985330073
pos_prop_VERB,0.07035175879396985,0.04807692307692308,0.06928406466512702,0.09046454767726161
pos_prop_PUNCT,0.09798994974874371,0.15865384615384615,0.12471131639722864,0.12224938875305623
pos_prop_ADV,0.08793969849246232,0.06009615384615385,0.050808314087759814,0.06601466992665037
pos_prop_SCONJ,0.020100502512562814,0.009615384615384616,0.006928406466512702,0.02689486552567237
pos_prop_CCONJ,0.017587939698492462,0.009615384615384616,0.02771362586605081,0.012224938875305624
pos_prop_PROPN,0.04271356783919598,0.05048076923076923,0.02771362586605081,0.007334963325183374
pos_prop_NUM,0.017587939698492462,0.040865384615384616,0.016166281755196306,0.004889975550122249
pos_prop_PART,0.007537688442211055,0.01201923076923077,0.011547344110854504,0.012224938875305624
connectives,12,7,8,13
connectives_cap,3,0,2,4
top_ngram_chr_fraction_3,,0.008958566629339306,0.012892561983471074,0.010445682451253482
top_ngram_chr_fraction_4,,0.014557670772676373,,
pos_prop_X,,0.038461538461538464,,0.014669926650366748
duplicate_ngram_chr_fraction_7,,,0.023801652892561982,
duplicate_ngram_chr_fraction_8,,,0.023801652892561982,
