,human,continue,explain,create
dependency_distance_mean,3.382139609938815,3.3469758667258667,3.9173830099492086,2.7976870189339293
dependency_distance_std,0.8919237714166457,0.6498568605109479,1.1890190369055678,0.8971364699551281
prop_adjacent_dependency_relation_mean,0.4340816204011622,0.45529544187696364,0.4250356182459984,0.4421970053706608
prop_adjacent_dependency_relation_std,0.07627390855216318,0.06757683216708722,0.09668069700911418,0.0649670294134677
pos_prop_DET,0.10609480812641084,0.15935334872979215,0.1383219954648526,0.1590909090909091
pos_prop_NOUN,0.1986455981941309,0.24480369515011546,0.2108843537414966,0.26136363636363635
pos_prop_AUX,0.05417607223476298,0.04849884526558892,0.06349206349206349,0.031818181818181815
pos_prop_ADV,0.056433408577878104,0.050808314087759814,0.049886621315192746,0.04318181818181818
pos_prop_ADP,0.10609480812641084,0.12009237875288684,0.11564625850340136,0.08863636363636364
pos_prop_PROPN,0.05869074492099323,0.023094688221709007,0.011337868480725623,0.02727272727272727
pos_prop_PUNCT,0.15575620767494355,0.10854503464203233,0.12244897959183673,0.12272727272727273
pos_prop_ADJ,0.09255079006772009,0.08545034642032333,0.10204081632653061,0.10681818181818181
pos_prop_PART,0.011286681715575621,0.009237875288683603,0.009070294784580499,0.013636363636363636
pos_prop_VERB,0.04740406320541761,0.07390300230946882,0.08616780045351474,0.07272727272727272
pos_prop_PRON,0.013544018058690745,0.018475750577367205,0.022675736961451247,0.015909090909090907
pos_prop_NUM,0.040632054176072234,0.009237875288683603,0.013605442176870748,0.011363636363636364
pos_prop_X,0.03837471783295711,0.004618937644341801,0.011337868480725623,
pos_prop_SCONJ,0.011286681715575621,0.023094688221709007,0.034013605442176874,0.011363636363636364
pos_prop_CCONJ,0.009029345372460496,0.020785219399538105,0.009070294784580499,0.03409090909090909
first_order_coherence,0.5220561947892693,0.6559713953419736,0.6966417808281747,0.5442109645708747
second_order_coherence,0.4436748286243528,0.6727524896462759,0.6820644487937292,0.546842981299216
flesch_reading_ease,-13.597803030303027,-21.405277202072483,-15.48766062176162,-23.83880613126078
flesch_kincaid_grade,20.165909090909093,21.03959067357513,20.214202072538864,20.579909326424872
smog,18.599290044081553,19.083932058031824,19.083932058031824,17.879347455551382
gunning_fog,22.612121212121213,23.88580310880829,23.88580310880829,23.01364421416235
automated_readability_index,19.690027548209365,19.884378238341966,20.262642487046634,20.75306563039723
coleman_liau_index,21.478677685950412,22.19637305699482,22.668601036269433,24.981968911917097
lix,60.387052341597794,60.75077720207254,62.564248704663214,61.420120898100166
rix,8.11111111111111,8.0,8.35,7.291666666666667
entropy,5.251608620462998,7.074228597694065,6.654880278437931,5.925804351742121
perplexity,190.8730639502258,1181.1320213262388,776.5649459527624,374.5796079799152
per_word_perplexity,0.43086470417658196,2.727787578120644,1.7609182447908445,0.8513172908634435
token_length_mean,6.589531680440771,6.72279792746114,6.803108808290156,7.248704663212435
token_length_median,5.0,6.0,6.0,6.0
token_length_std,4.186374402113514,4.36167344953863,4.053092042151325,4.646611209411545
sentence_length_mean,20.166666666666668,19.3,19.3,16.083333333333332
sentence_length_median,17.5,20.5,18.5,14.5
sentence_length_std,8.719390906352219,3.7960505792204615,6.3332456134276045,7.325279668532951
syllables_per_token_mean,2.3636363636363638,2.466321243523316,2.3963730569948187,2.533678756476684
syllables_per_token_median,2.0,2.0,2.0,2.0
syllables_per_token_std,1.5937204596732977,1.67738861947386,1.505047571485598,1.6912317124193106
n_tokens,363,386,386,386
n_unique_tokens,219,189,200,217
proportion_unique_tokens,0.6033057851239669,0.4896373056994819,0.5181347150259067,0.5621761658031088
n_characters,2472,2642,2681,2852
n_sentences,18,20,20,24
passed_quality_check,True,True,True,True
n_stop_words,148.0,183.0,183.0,161.0
alpha_ratio,0.7742663656884876,0.8822170900692841,0.8639455782312925,0.865909090909091
mean_word_length,5.5801354401805865,6.1016166281755195,6.079365079365079,6.4818181818181815
doc_length,443.0,433.0,441.0,440.0
duplicate_ngram_chr_fraction_5,0.024587284861257466,0.12132231404958678,0.08548123980424144,0.017299969107198023
top_ngram_chr_fraction_2,0.01053740779768177,0.009917355371900827,0.023491027732463296,0.05004633920296571
top_ngram_chr_fraction_3,0.008429926238145416,0.01652892561983471,0.017618270799347472,0.028730305838739572
top_ngram_chr_fraction_4,0.012644889357218124,0.031735537190082645,0.03132137030995106,
oov_ratio,0.0744920993227991,0.050808314087759814,0.04081632653061224,0.04090909090909091
connectives,8,11,11,5
connectives_cap,0,3,3,3
duplicate_ngram_chr_fraction_6,,0.044297520661157025,0.066557911908646,0.017299969107198023
duplicate_ngram_chr_fraction_7,,0.027107438016528925,0.066557911908646,
duplicate_ngram_chr_fraction_8,,0.027107438016528925,0.066557911908646,
