,explain,human,create,continue
dependency_distance_mean,3.317409168547226,3.408276412752219,2.367847792868281,2.883527985698636
dependency_distance_std,0.8327068181233129,0.9962010403061224,0.8163291948554583,1.0074769925097853
prop_adjacent_dependency_relation_mean,0.43785264315880074,0.4266032468451823,0.44146327065421953,0.5024543908825592
prop_adjacent_dependency_relation_std,0.0751953672135532,0.07461728933351429,0.10002566163966864,0.08512965662852111
first_order_coherence,0.6281294226646423,0.535981925694566,0.41193330096024455,0.5800373386591673
second_order_coherence,0.6501077902317047,0.42874941788613796,0.35146341015934013,0.5213824018188145
entropy,6.370525866889784,5.703124799759442,5.941944835268068,6.753734542766514
perplexity,584.365046335889,299.8027623971916,380.6745593846538,857.2542446182904
per_word_perplexity,1.2276576603695148,0.6245890883274825,0.7613491187693076,1.8356621940434483
passed_quality_check,True,True,True,True
n_stop_words,213.0,154.0,178.0,183.0
alpha_ratio,0.8718487394957983,0.7625,0.852,0.8715203426124197
mean_word_length,6.052521008403361,5.4875,6.29,6.044967880085653
doc_length,476.0,480.0,500.0,467.0
duplicate_ngram_chr_fraction_5,0.06306852637962401,0.02304147465437788,0.0637405647190383,0.13226205191594562
duplicate_ngram_chr_fraction_6,0.0272892662219527,,0.02516074923119933,0.05995055624227441
top_ngram_chr_fraction_2,0.021831412977562158,0.009874917709019092,0.00698909700866648,0.012978986402966625
top_ngram_chr_fraction_3,0.01212856276531231,0.007899934167215274,0.01453732177802628,0.024721878862793572
top_ngram_chr_fraction_4,0.01910248635536689,0.01184990125082291,,0.02595797280593325
oov_ratio,0.05672268907563025,0.07708333333333334,0.048,0.07066381156316917
flesch_reading_ease,-10.663871167818513,-11.008269230769201,-15.930584499388658,-13.216619230769197
flesch_kincaid_grade,18.592753854332802,19.63910256410257,18.645124983018615,19.236619230769232
smog,17.079157307727765,18.35118385865746,15.903189008614273,17.671377868339608
gunning_fog,21.599291157185895,22.364102564102566,20.798505637820952,22.23292307692308
automated_readability_index,18.120142654616338,19.043692307692304,18.418894171987503,18.274903846153848
coleman_liau_index,21.999138755980862,21.03774358974358,23.67399538106235,21.602307692307686
lix,57.82597908913698,59.5,57.76993614997962,57.74576923076923
rix,6.555555555555555,7.8,5.735294117647059,6.84
token_length_mean,6.753588516746412,6.523076923076923,7.108545034642033,6.663461538461538
token_length_median,6.0,5.0,6.0,5.0
token_length_std,3.9535640807667933,4.1476877425220255,4.532637197217283,4.301968639076491
sentence_length_mean,15.481481481481481,19.5,12.735294117647058,16.64
sentence_length_median,16.0,16.5,14.0,16.0
sentence_length_std,5.1162078720862985,9.233092656309694,6.718319220518548,6.104948812234219
syllables_per_token_mean,2.3851674641148324,2.341025641025641,2.4803695150115472,2.4014423076923075
syllables_per_token_median,2.0,2.0,2.0,2.0
syllables_per_token_std,1.5241187258924607,1.5848995679121687,1.6991256689775145,1.5871775373703902
n_tokens,418,390,433,416
n_unique_tokens,232,236,244,205
proportion_unique_tokens,0.5550239234449761,0.6051282051282051,0.5635103926096998,0.49278846153846156
n_characters,2881,2634,3145,2823
n_sentences,27,20,34,25
pos_prop_ADP,0.10294117647058823,0.10208333333333333,0.11,0.1349036402569593
pos_prop_DET,0.1092436974789916,0.10833333333333334,0.144,0.12419700214132762
pos_prop_NOUN,0.20378151260504201,0.19583333333333333,0.264,0.2334047109207709
pos_prop_AUX,0.09243697478991597,0.05,0.032,0.044967880085653104
pos_prop_VERB,0.0861344537815126,0.05,0.076,0.06852248394004283
pos_prop_PUNCT,0.12184873949579832,0.16041666666666668,0.132,0.09850107066381156
pos_prop_ADJ,0.10504201680672269,0.08958333333333333,0.1,0.10278372591006424
pos_prop_PRON,0.029411764705882353,0.0125,0.016,0.023554603854389723
pos_prop_CCONJ,0.01050420168067227,0.008333333333333333,0.032,0.034261241970021415
pos_prop_ADV,0.06512605042016807,0.05416666666666667,0.034,0.047109207708779445
pos_prop_SCONJ,0.037815126050420166,0.010416666666666666,0.008,0.017130620985010708
pos_prop_NUM,0.0063025210084033615,0.04375,0.014,0.019271948608137045
pos_prop_PART,0.01680672268907563,0.010416666666666666,0.006,0.004282655246252677
pos_prop_X,0.01050420168067227,0.0375,0.004,0.008565310492505354
pos_prop_PROPN,0.0021008403361344537,0.06666666666666667,0.028,0.03854389721627409
connectives,15,8,7,10
connectives_cap,5,0,1,1
duplicate_ngram_chr_fraction_7,,,,0.032138442521631644
duplicate_ngram_chr_fraction_8,,,,0.032138442521631644
