human,continue,create,explain
142.97,198.7,268.47,262.76
195.38,227.52,304.27,262.32
146.39,203.85,251.41,259.65
152.03,232.71,273.07,281.83
132.22,146.9,246.74,181.66
156.95,264.97,290.42,201.61
205.4,256.59,265.84,231.89
106.31,297.9,242.93,195.91
106.31,264.24,223.92,180.33
123.04,256.94,280.59,193.25
122.1,224.54,240.53,219.78
204.1,184.45,234.43,253.58
115.44,183.47,245.86,218.21
131.57,225.52,300.27,216.67
160.43,196.79,311.25,255.29
187.57,231.5,337.82,235.82
174.89,227.33,230.94,212.61
122.28,268.71,285.87,288.86
139.45,189.27,224.71,271.07
119.52,227.04,229.19,189.92
158.5,261.83,256.53,226.81
209.33,232.57,268.49,224.42
161.69,217.07,228.22,291.57
181.87,227.26,248.04,253.47
171.85,245.38,346.65,263.69
212.95,220.48,231.54,249.14
172.46,223.6,229.01,245.3
194.45,244.9,262.03,288.17
185.52,208.78,244.19,213.0
131.34,244.34,206.68,154.0
121.41,176.64,311.69,231.88
147.97,242.31,314.5,227.81
110.55,179.29,248.83,220.07
178.2,280.06,220.75,295.61
133.16,208.94,268.82,250.5
163.16,266.23,216.54,235.66
171.9,292.76,234.99,223.12
142.27,222.13,214.2,218.01
149.17,186.33,221.64,232.45
145.31,221.04,195.23,233.03
189.42,261.0,320.5,232.92
157.56,248.43,251.29,217.48
127.69,220.12,272.98,226.1
143.67,188.57,208.41,211.87
141.48,210.75,363.83,210.59
153.12,242.23,258.08,245.65
166.45,237.34,221.31,204.75
128.0,198.57,245.4,253.9
111.75,204.93,223.96,239.84
157.67,204.38,239.65,208.37
154.39,246.77,244.47,217.43
112.05,206.33,212.02,257.0
121.93,204.69,253.86,223.39
199.63,262.22,254.6,240.29
152.45,289.5,259.68,221.25
127.02,189.3,227.68,215.46
192.59,279.95,249.96,239.58
112.35,250.14,273.71,264.5
146.14,238.57,277.5,251.76
134.61,256.04,306.42,219.08
142.0,246.7,294.32,230.72
182.0,226.27,232.6,198.07
192.63,259.79,292.44,231.78
144.42,270.8,221.69,208.12
118.37,205.5,227.9,254.35
209.16,272.23,236.28,244.68
131.15,208.51,230.35,275.55
61.07,200.34,220.4,220.72
114.34,232.21,215.81,192.9
120.09,209.36,205.76,208.36
128.89,188.96,211.03,212.46
195.0,226.0,280.22,225.0
151.67,186.02,214.19,218.21
120.99,294.14,216.49,163.34
113.07,235.06,212.88,193.4
141.88,205.27,261.22,230.51
123.94,234.31,235.51,245.5
226.11,315.13,253.74,304.61
115.87,238.25,241.81,222.83
143.63,220.43,267.22,230.06
123.42,230.14,240.72,200.8
117.45,175.66,216.81,229.55
182.1,168.96,239.72,252.15
135.54,197.81,234.91,220.85
176.43,280.4,276.8,252.15
121.36,172.52,229.38,182.65
135.8,235.22,243.62,225.12
163.19,199.66,196.74,206.44
85.52,198.44,266.75,191.0
133.74,218.53,221.66,216.07
233.9,239.72,210.72,208.81
135.0,221.86,264.99,245.39
135.78,212.15,287.92,198.42
225.08,343.92,347.87,252.86
120.31,212.01,238.12,183.98
131.44,225.34,283.63,185.42
125.33,270.03,238.75,314.22
122.36,199.77,203.36,219.08
159.01,201.61,234.65,288.74
277.54,237.55,278.39,244.15
104.79,203.67,229.3,220.95
160.36,224.67,264.93,222.69
258.47,291.06,309.86,225.6
257.77,269.5,261.25,321.71
199.6,242.96,260.3,232.3
151.27,199.11,337.75,203.11
