,human,continue,create,explain
pos_prop_NOUN,0.18336886993603413,0.26867119301648884,0.3126984126984127,0.22393364928909953
pos_prop_ADP,0.11194029850746269,0.10475266731328807,0.10158730158730159,0.1018957345971564
pos_prop_PROPN,0.1140724946695096,0.016488845780795344,0.047619047619047616,0.035545023696682464
pos_prop_PUNCT,0.1396588486140725,0.0979631425800194,0.09206349206349207,0.10071090047393365
pos_prop_PART,0.02771855010660981,0.02230843840931135,0.025396825396825397,0.016587677725118485
pos_prop_ADJ,0.09701492537313433,0.12027158098933075,0.11904761904761904,0.1066350710900474
pos_prop_AUX,0.04477611940298507,0.04364694471387003,0.03968253968253968,0.05687203791469194
pos_prop_VERB,0.0767590618336887,0.13579049466537343,0.11428571428571428,0.11374407582938388
pos_prop_SCONJ,0.009594882729211088,0.016488845780795344,0.025396825396825397,0.026066350710900472
pos_prop_DET,0.07036247334754797,0.04655674102812803,0.04126984126984127,0.07227488151658767
pos_prop_NUM,0.029850746268656716,0.0038797284190106693,0.0031746031746031746,0.013033175355450236
pos_prop_CCONJ,0.026652452025586353,0.03394762366634336,0.022222222222222223,0.035545023696682464
pos_prop_PRON,0.021321961620469083,0.03297769156159069,0.020634920634920634,0.026066350710900472
pos_prop_ADV,0.04477611940298507,0.041707080504364696,0.015873015873015872,0.041469194312796206
pos_prop_SYM,0.0010660980810234541,,0.0015873015873015873,0.004739336492890996
pos_prop_X,0.0010660980810234541,,,0.004739336492890996
token_length_mean,4.994904458598726,5.944625407166124,6.326785714285714,5.441489361702128
token_length_median,4.0,6.0,6.0,5.0
token_length_std,2.7387243340893197,2.878686494670577,3.1365353423932008,2.8776989024724395
sentence_length_mean,21.216216216216218,20.02173913043478,23.333333333333332,19.789473684210527
sentence_length_median,20.0,20.0,22.5,19.0
sentence_length_std,10.818240690099579,7.152041759053943,7.487025815072068,7.712457096142174
syllables_per_token_mean,1.481528662420382,1.728555917480999,1.85,1.5824468085106382
syllables_per_token_median,1.0,1.0,2.0,1.0
syllables_per_token_std,0.8154418642011467,0.9144389945037938,0.9958843880118387,0.8306690281963738
n_tokens,785,921,560,752
n_unique_tokens,375,434,321,329
proportion_unique_tokens,0.47770700636942676,0.47122692725298587,0.5732142857142857,0.4375
n_characters,4107,5586,3619,4184
n_sentences,37,46,24,38
flesch_reading_ease,59.96321569977623,40.27710416371622,26.64166666666668,52.873684210526335
flesch_kincaid_grade,10.166362540884837,12.615438087145353,15.34,10.800767077267636
smog,11.736732502453698,14.461067162969044,16.218646115125612,11.871851629357405
gunning_fog,12.766741263556552,15.869716281924184,18.333333333333332,12.6498320268757
automated_readability_index,12.704108108108109,16.580055232969833,20.035827380952384,14.094151735722285
coleman_liau_index,12.17487898089172,17.676004343105323,20.132928571428575,14.700212765957446
lix,48.222585642967815,61.60697257234575,70.6547619047619,55.826707726763715
rix,5.72972972972973,8.326086956521738,11.041666666666666,7.131578947368421
dependency_distance_mean,2.7744552118092045,2.704594351908801,2.69693876186787,2.936641198353159
dependency_distance_std,0.8996386698711111,0.5488724980528744,0.4363786065145373,0.8024210868413433
prop_adjacent_dependency_relation_mean,0.4282098431208875,0.46186878163177403,0.470287473719701,0.4566483481651251
prop_adjacent_dependency_relation_std,0.13103289522717723,0.054657822812360764,0.06082605044837867,0.07409127364538083
passed_quality_check,True,True,True,True
n_stop_words,344.0,353.0,187.0,317.0
alpha_ratio,0.8304904051172708,0.8777885548011639,0.8809523809523809,0.8613744075829384
mean_word_length,4.378464818763327,5.419010669253153,5.7444444444444445,4.960900473933649
doc_length,938.0,1031.0,630.0,844.0
duplicate_ngram_chr_fraction_5,0.01909307875894988,0.013605442176870748,0.020742884708152436,0.08496732026143791
duplicate_ngram_chr_fraction_6,0.01909307875894988,0.013605442176870748,0.020742884708152436,0.04738562091503268
duplicate_ngram_chr_fraction_7,0.01909307875894988,0.013605442176870748,,0.0392156862745098
top_ngram_chr_fraction_2,0.0059665871121718375,0.006493506493506494,0.00723589001447178,0.006740196078431373
top_ngram_chr_fraction_3,0.005568814638027049,0.013141620284477427,0.006512301013024602,0.004901960784313725
top_ngram_chr_fraction_4,0.011933174224343675,,,0.016544117647058824
oov_ratio,0.009594882729211088,0.015518913676042677,0.01904761904761905,0.02014218009478673
first_order_coherence,0.6856027523883514,0.8641902910338508,0.8485688541246497,0.8097338330101322
second_order_coherence,0.6739373247538294,0.8611035970124331,0.8559165271845731,0.8057233749164475
entropy,25.471051604405027,23.9724780689644,12.861685419507765,20.7408001659049
perplexity,115328637178.90327,25770031113.524002,385264.511225152,1017688957.7530929
per_word_perplexity,122951638.78347898,24995180.517482057,611.530970198654,1205792.603972859
connectives,23,30,14,30
connectives_cap,2,9,6,4
pos_prop_SPACE,,0.014548981571290009,0.01746031746031746,0.02014218009478673
duplicate_ngram_chr_fraction_8,,,,0.027777777777777776
duplicate_ngram_chr_fraction_9,,,,0.027777777777777776
duplicate_ngram_chr_fraction_10,,,,0.027777777777777776
