,human,continue,create,explain
pos_prop_DET,0.12439261418853255,0.12179487179487179,0.11586638830897704,0.10804597701149425
pos_prop_ADJ,0.08649173955296405,0.11378205128205128,0.14613778705636743,0.09080459770114943
pos_prop_NOUN,0.24586977648202138,0.23076923076923078,0.24739039665970772,0.23448275862068965
pos_prop_AUX,0.0369290573372206,0.07051282051282051,0.04801670146137787,0.04827586206896552
pos_prop_PUNCT,0.12633624878522837,0.09775641025641026,0.08350730688935282,0.10574712643678161
pos_prop_PART,0.008746355685131196,0.01282051282051282,0.018789144050104383,0.008045977011494253
pos_prop_VERB,0.06997084548104957,0.09134615384615384,0.08037578288100208,0.0839080459770115
pos_prop_CCONJ,0.03498542274052478,0.04326923076923077,0.03549060542797495,0.03333333333333333
pos_prop_ADP,0.12050534499514091,0.07371794871794872,0.11377870563674322,0.12183908045977011
pos_prop_PRON,0.023323615160349854,0.02403846153846154,0.019832985386221295,0.03908045977011494
pos_prop_ADV,0.056365403304178816,0.08493589743589744,0.07306889352818371,0.052873563218390804
pos_prop_X,0.004859086491739553,,,0.008045977011494253
pos_prop_PROPN,0.05442176870748299,0.003205128205128205,0.006263048016701462,0.021839080459770115
pos_prop_SCONJ,0.004859086491739553,0.014423076923076924,0.011482254697286013,0.02528735632183908
pos_prop_NUM,0.001943634596695821,,,
passed_quality_check,True,True,False,True
n_stop_words,391.0,259.0,389.0,354.0
alpha_ratio,0.8542274052478134,0.8846153846153846,0.9123173277661796,0.8758620689655172
mean_word_length,6.391642371234208,6.548076923076923,7.109603340292275,6.464367816091954
doc_length,1029.0,624.0,958.0,870.0
symbol_to_word_ratio_#,0.0,0.0,0.0,0.0
proportion_ellipsis,0.0,0.0,0.0,0.0
proportion_bullet_points,0.0,0.0,0.0,0.0
contains_lorem ipsum,0.0,0.0,0.0,0.0
duplicate_line_chr_fraction,0.0,0.0,0.0,0.0
duplicate_paragraph_chr_fraction,0.0,0.0,0.0,0.0
duplicate_ngram_chr_fraction_5,0.006707807888382077,0.04236921746649373,0.15699791883454733,0.06268703732871318
duplicate_ngram_chr_fraction_6,0.0,0.029399048854301772,0.12382934443288242,0.016695542605134665
duplicate_ngram_chr_fraction_7,0.0,0.029399048854301772,0.056711758584807495,0.00756024570798551
duplicate_ngram_chr_fraction_8,0.0,0.0,0.040062434963579606,0.0
duplicate_ngram_chr_fraction_9,0.0,0.0,0.040062434963579606,0.0
duplicate_ngram_chr_fraction_10,0.0,0.0,0.023413111342351717,0.0
top_ngram_chr_fraction_2,0.012342366514623022,0.007133592736705577,0.02497398543184183,0.0061426996377382265
top_ngram_chr_fraction_3,0.015427958143278776,0.005836575875486381,0.0345993756503642,0.0039376279729091196
top_ngram_chr_fraction_4,0.015293801985511135,0.033073929961089495,0.037460978147762745,0.007875255945818239
oov_ratio,0.1360544217687075,0.052884615384615384,0.025052192066805846,0.12183908045977011
first_order_coherence,0.5550871488451957,0.6860006162614534,0.6763787748331719,0.7606582183104295
second_order_coherence,0.5895447776598228,0.6897283405996859,0.6706536070484183,0.7626128016333831
entropy,16.662422753161927,9.238624391765384,13.557401354832805,12.2404976723498
perplexity,17234482.875526924,10286.878106297785,772510.8668947807,207004.8852788212
per_word_perplexity,16748.768586517905,16.485381580605424,806.3787754642805,237.9366497457715
dependency_distance_mean,3.3526618283459846,2.928623069500193,3.077692707802255,3.2883087948906784
dependency_distance_std,1.3539856194311044,0.7263105047927958,0.9163760319678397,0.9763084957956092
prop_adjacent_dependency_relation_mean,0.45761481654057173,0.46584372308349653,0.46999320547858003,0.501742852406632
prop_adjacent_dependency_relation_std,0.06096170996349718,0.08617427260171365,0.09070307693273946,0.06732919228266214
flesch_reading_ease,4.267423273657272,15.481819192705416,1.4044277295285212,9.257008368200815
flesch_kincaid_grade,22.515503772451094,20.608971371852473,23.718237471526198,22.40552570694088
smog,18.094690926011104,18.338567127224334,19.579098138297766,19.007040853586776
gunning_fog,22.800836838708243,23.74608713823007,25.448785117691724,23.666889460154245
automated_readability_index,21.577958647704257,20.522147111064676,23.82404517843584,21.785642673521856
coleman_liau_index,25.395141884222472,24.449733570159854,27.659544419134395,24.488123393316197
lix,60.97485032605551,65.04905443527322,67.94998101746394,63.40886889460154
rix,7.549019607843137,8.029411764705882,9.083333333333334,8.55
token_length_mean,7.29738933030647,7.149200710479573,7.66628701594533,7.110539845758355
token_length_median,6.0,6.0,6.0,6.0
token_length_std,5.2792704922315945,4.202567755276581,4.685462188260818,4.727333086925039
sentence_length_mean,17.274509803921568,16.558823529411764,18.291666666666668,19.45
sentence_length_median,16.0,16.5,17.5,18.0
sentence_length_std,7.687724953182589,4.532180208183074,7.222529373810504,6.391204894227692
syllables_per_token_mean,2.6583427922814984,2.520426287744227,2.726651480637813,2.577120822622108
syllables_per_token_median,2.0,2.0,2.0,2.0
syllables_per_token_std,2.302385177023777,1.60179467381776,1.7833692471556586,1.9825306302942334
n_tokens,881,563,878,778
n_unique_tokens,445,286,366,366
proportion_unique_tokens,0.5051078320090806,0.5079928952042628,0.4168564920273349,0.4704370179948586
n_characters,6577,4086,6811,5624
n_sentences,51,34,48,40
connectives,18,14,33,35
connectives_cap,6,2,13,7
pos_prop_SPACE,,0.017628205128205128,,0.01839080459770115
