,human,continue,create,explain
first_order_coherence,0.4686780192423612,0.6531029505034288,0.6210818386077881,0.6619539966708735
second_order_coherence,0.4516659344155942,0.6382428187391033,0.6065574207653602,0.6058164354827669
pos_prop_ADV,0.05761316872427984,0.06875,0.08644859813084112,0.056338028169014086
pos_prop_NUM,0.012345679012345678,0.0020833333333333333,0.002336448598130841,0.004694835680751174
pos_prop_NOUN,0.2366255144032922,0.22083333333333333,0.24766355140186916,0.2136150234741784
pos_prop_VERB,0.09465020576131687,0.08958333333333333,0.08411214953271028,0.1056338028169014
pos_prop_ADP,0.12345679012345678,0.09791666666666667,0.09813084112149532,0.09624413145539906
pos_prop_DET,0.14609053497942387,0.14791666666666667,0.1588785046728972,0.17136150234741784
pos_prop_ADJ,0.043209876543209874,0.0875,0.07710280373831775,0.046948356807511735
pos_prop_PUNCT,0.12757201646090535,0.09791666666666667,0.0911214953271028,0.09859154929577464
pos_prop_PRON,0.03909465020576132,0.0375,0.02336448598130841,0.046948356807511735
pos_prop_PART,0.01440329218106996,0.010416666666666666,0.007009345794392523,0.014084507042253521
pos_prop_AUX,0.047325102880658436,0.06666666666666667,0.0514018691588785,0.056338028169014086
pos_prop_SCONJ,0.00823045267489712,0.020833333333333332,0.014018691588785047,0.025821596244131457
pos_prop_CCONJ,0.01646090534979424,0.03958333333333333,0.0397196261682243,0.03286384976525822
pos_prop_X,0.006172839506172839,,,0.004694835680751174
pos_prop_PROPN,0.026748971193415638,0.0125,0.018691588785046728,0.025821596244131457
flesch_reading_ease,19.605580331618086,21.42286743648964,8.965233834289137,22.773562500000025
flesch_kincaid_grade,13.716663807890228,14.574037875288685,15.725719794344474,14.852687500000002
smog,13.839777934574535,15.748969000904882,15.75493537221018,15.710118619332857
gunning_fog,16.082790165809033,18.198207852194,19.04374134862567,17.784166666666668
automated_readability_index,13.809666952544312,15.131039260969978,15.981668973699819,16.135624999999997
coleman_liau_index,17.869622641509434,17.322863741339493,19.587557840616963,17.570833333333336
lix,47.51829616923956,54.04055427251732,59.948684991101445,54.616666666666674
rix,4.454545454545454,6.36,6.730769230769231,6.8
passed_quality_check,True,True,True,True
n_stop_words,223.0,225.0,186.0,209.0
alpha_ratio,0.8641975308641975,0.8958333333333334,0.9042056074766355,0.8967136150234741
mean_word_length,5.465020576131687,5.441666666666666,5.866822429906542,5.450704225352113
doc_length,486.0,480.0,428.0,426.0
top_ngram_chr_fraction_2,0.01136732705423839,0.013140604467805518,0.013797861331493619,0.011090573012939002
oov_ratio,0.04938271604938271,,0.009345794392523364,0.01643192488262911
token_length_mean,6.117924528301887,5.923787528868361,6.354755784061696,5.9375
token_length_median,5.0,5.0,6.0,5.0
token_length_std,3.6928359294519426,3.26379997450253,3.5211603098275868,3.607897875956765
sentence_length_mean,12.848484848484848,17.32,14.961538461538462,19.2
sentence_length_median,12.0,17.0,16.0,18.0
sentence_length_std,7.954877337953844,4.969667996959153,5.01904656308017,5.723635208501674
syllables_per_token_mean,2.0589622641509435,1.9838337182448036,2.159383033419023,1.9453125
syllables_per_token_median,2.0,2.0,2.0,2.0
syllables_per_token_std,1.322453001800908,1.1799781146713122,1.2947573264976466,1.1567865449931043
n_tokens,424,433,389,384
n_unique_tokens,250,249,219,224
proportion_unique_tokens,0.589622641509434,0.5750577367205543,0.5629820051413882,0.5833333333333334
n_characters,2656,2612,2511,2322
n_sentences,33,25,26,20
entropy,6.794146433250559,7.118155682230592,6.893311949128767,7.2780192139949635
perplexity,892.6070346577604,1234.1721275660343,985.6604746733126,1448.1167729476724
per_word_perplexity,1.8366399890077376,2.571191932429238,2.3029450342834408,3.3993351477644893
dependency_distance_mean,2.5183842345912173,2.84011911679696,2.809697413902285,3.2287549154277095
dependency_distance_std,0.8842870990932679,0.6099458183392987,0.5844049196163287,0.6966971095862922
prop_adjacent_dependency_relation_mean,0.4555423407709756,0.45986836846713003,0.466732840140199,0.44039453730947137
prop_adjacent_dependency_relation_std,0.10834138235861061,0.062199129594517566,0.07285187044137059,0.08715624820123408
connectives,9,10,12,15
connectives_cap,2,0,2,1
duplicate_ngram_chr_fraction_5,,0.04402102496714849,0.08830631252155915,
duplicate_ngram_chr_fraction_6,,0.018396846254927726,0.06347016212487064,
duplicate_ngram_chr_fraction_7,,0.018396846254927726,0.06347016212487064,
top_ngram_chr_fraction_3,,0.022339027595269383,0.02173163159710245,
duplicate_ngram_chr_fraction_8,,,0.03725422559503277,
duplicate_ngram_chr_fraction_9,,,0.03725422559503277,
duplicate_ngram_chr_fraction_10,,,0.03725422559503277,
top_ngram_chr_fraction_4,,,0.026905829596412557,
