,create,human,explain,continue
first_order_coherence,0.6635642659205657,0.36040401307400316,0.6631691839013781,0.7151678638024763
second_order_coherence,0.6474937319755554,0.38430249415368084,0.64101770061713,0.7534564577397846
pos_prop_NUM,0.008350730688935281,0.012295081967213115,0.008902077151335312,0.006224066390041493
pos_prop_NOUN,0.1732776617954071,0.17418032786885246,0.1513353115727003,0.15975103734439833
pos_prop_VERB,0.09603340292275574,0.07991803278688525,0.10682492581602374,0.10580912863070539
pos_prop_PUNCT,0.10020876826722339,0.13934426229508196,0.13056379821958458,0.1037344398340249
pos_prop_ADJ,0.07933194154488518,0.04918032786885246,0.06231454005934718,0.05394190871369295
pos_prop_ADP,0.10647181628392484,0.09836065573770492,0.09198813056379822,0.1037344398340249
pos_prop_DET,0.12943632567849686,0.11475409836065574,0.08011869436201781,0.12240663900414937
pos_prop_AUX,0.05010438413361169,0.045081967213114756,0.06231454005934718,0.05394190871369295
pos_prop_ADV,0.060542797494780795,0.0942622950819672,0.05637982195845697,0.07468879668049792
pos_prop_CCONJ,0.033402922755741124,0.018442622950819672,0.020771513353115726,0.03319502074688797
pos_prop_PROPN,0.08350730688935282,0.09836065573770492,0.13353115727002968,0.07676348547717843
pos_prop_PRON,0.04175365344467641,0.05122950819672131,0.04747774480712166,0.058091286307053944
pos_prop_SCONJ,0.016701461377870562,0.010245901639344262,0.03857566765578635,0.02074688796680498
pos_prop_PART,0.020876826722338204,0.014344262295081968,0.008902077151335312,0.022821576763485476
passed_quality_check,True,True,True,True
n_stop_words,218.0,211.0,133.0,232.0
alpha_ratio,0.8914405010438413,0.8483606557377049,0.8605341246290801,0.8900414937759336
mean_word_length,5.317327766179541,4.905737704918033,5.5044510385756675,5.0062240663900415
doc_length,479.0,488.0,337.0,482.0
duplicate_ngram_chr_fraction_5,0.022834116856950974,,0.09594783418723801,0.03727144866385373
top_ngram_chr_fraction_2,0.029550033579583614,0.01953125,0.019562179785747556,0.014767932489451477
top_ngram_chr_fraction_3,0.020147750167897917,,0.025151374010246856,0.012658227848101266
oov_ratio,0.016701461377870562,0.018442622950819672,0.017804154302670624,0.006224066390041493
entropy,7.203154595581671,5.753880362324816,3.4329601525821603,7.349344331242515
perplexity,1343.6627984340912,315.41220236685973,30.968177735363433,1555.1765128258735
per_word_perplexity,2.8051415416160568,0.6463364802599585,0.09189370247882324,3.2265072880204846
token_length_mean,5.7981438515081205,5.538095238095238,6.180887372013652,5.469907407407407
token_length_median,5.0,5.0,6.0,5.0
token_length_std,3.2837356758100196,3.029376203347134,3.521466577666485,3.018311704741935
sentence_length_mean,15.962962962962964,12.727272727272727,19.533333333333335,18.782608695652176
sentence_length_median,16.0,12.0,17.0,18.0
sentence_length_std,5.763753159193213,8.143682166480353,5.3274968064018795,6.453556631401556
syllables_per_token_mean,1.9907192575406032,1.9190476190476191,2.0750853242320817,1.7893518518518519
syllables_per_token_median,2.0,1.5,2.0,1.0
syllables_per_token_std,1.2725578285422379,1.3284860870354314,1.2561767158824575,1.0990642258287595
n_tokens,431,420,293,432
n_unique_tokens,219,251,163,215
proportion_unique_tokens,0.5081206496519721,0.5976190476190476,0.5563139931740614,0.4976851851851852
n_characters,2547,2394,1855,2413
n_sentences,27,33,15,23
dependency_distance_mean,2.929216186830353,2.6425956997581865,3.6917024119644415,3.132437204369108
dependency_distance_std,0.7823452848419307,1.1188175296821712,0.6255640804764598,0.7530491021966619
prop_adjacent_dependency_relation_mean,0.4200504013066772,0.4365429914361619,0.44777384463212716,0.4453263993412456
prop_adjacent_dependency_relation_std,0.08578068371960294,0.11563709812733164,0.06129986136556008,0.05492946451731342
flesch_reading_ease,22.217743404657597,31.565389610389644,11.456448236632582,36.39148550724639
flesch_kincaid_grade,14.126042794534676,12.018398268398272,16.51400682593857,12.849569243156203
smog,14.178119514066495,12.872792785125622,16.567214971974305,13.849809479280296
gunning_fog,15.758735069175906,14.233766233766232,19.144391353811148,15.013043478260869
automated_readability_index,13.86073902208473,11.018064935064935,17.448646188850972,13.72456823671498
coleman_liau_index,16.43879350348028,14.438285714285715,19.02825938566553,14.787129629629632
lix,47.51748732491192,42.25108225108225,58.09988623435723,47.71779388083736
rix,5.037037037037037,3.757575757575758,7.533333333333333,5.434782608695652
connectives,13,13,14,11
connectives_cap,4,4,1,2
duplicate_ngram_chr_fraction_6,,,0.09594783418723801,0.020393811533052038
duplicate_ngram_chr_fraction_7,,,0.09594783418723801,
duplicate_ngram_chr_fraction_8,,,0.05496040987424313,
duplicate_ngram_chr_fraction_9,,,0.05496040987424313,
duplicate_ngram_chr_fraction_10,,,0.05496040987424313,
pos_prop_X,,,,0.004149377593360996
