,human,explain,create,continue
entropy,6.163533702150579,6.196257276975054,6.966776173524341,5.57726750955303
perplexity,475.1039879860422,490.9082648183056,1060.7974053847547,264.34828883403804
per_word_perplexity,0.9101608965249851,0.9917338683198094,2.2618281564706924,0.6527118242815754
dependency_distance_mean,2.693665308371191,3.3155596741102746,2.5453966477810575,2.853982691893876
dependency_distance_std,0.9709003684529002,0.7471567246201792,0.872376822902064,0.7960981262173231
prop_adjacent_dependency_relation_mean,0.3799232729379788,0.4355779274016794,0.44236595615463914,0.4395672523139628
prop_adjacent_dependency_relation_std,0.13998130056497327,0.10913529374621542,0.12127980242734235,0.08410027047066206
pos_prop_SCONJ,0.03639846743295019,0.04242424242424243,0.017057569296375266,0.01728395061728395
pos_prop_DET,0.1206896551724138,0.11515151515151516,0.1300639658848614,0.12098765432098765
pos_prop_NOUN,0.17624521072796934,0.18181818181818182,0.21321961620469082,0.18518518518518517
pos_prop_PART,0.0210727969348659,0.01616161616161616,0.014925373134328358,0.01728395061728395
pos_prop_VERB,0.10153256704980843,0.11515151515151516,0.11727078891257996,0.1111111111111111
pos_prop_AUX,0.06513409961685823,0.06060606060606061,0.04904051172707889,0.05925925925925926
pos_prop_PUNCT,0.1685823754789272,0.11515151515151516,0.12366737739872068,0.11604938271604938
pos_prop_ADP,0.09578544061302682,0.09494949494949495,0.09381663113006397,0.09876543209876543
pos_prop_ADV,0.06896551724137931,0.07272727272727272,0.04904051172707889,0.07901234567901234
pos_prop_PRON,0.05363984674329502,0.04242424242424243,0.04051172707889126,0.05432098765432099
pos_prop_PROPN,0.05172413793103448,0.0707070707070707,0.031982942430703626,0.037037037037037035
pos_prop_CCONJ,0.009578544061302681,0.026262626262626262,0.04051172707889126,0.05432098765432099
pos_prop_ADJ,0.0210727969348659,0.03838383838383838,0.07462686567164178,0.04938271604938271
pos_prop_NUM,0.009578544061302681,0.00808080808080808,0.0042643923240938165,
flesch_reading_ease,43.341052368766015,34.46154509283821,23.157717837591264,32.65603584729985
flesch_kincaid_grade,10.121398164908559,12.609022988505746,13.22003573600973,12.41018156424581
smog,11.153369453992074,13.81666964889586,14.554592549557764,14.06817628641468
gunning_fog,11.424730041820112,15.060123784261714,17.59492092457421,15.799068901303537
automated_readability_index,10.19038137444604,13.636212201591512,13.939466240875909,13.156880819366854
coleman_liau_index,13.840923787528865,15.764321839080452,18.033771289537714,16.083128491620105
lix,39.41632856875351,47.07559681697613,53.23304440389295,47.31890130353817
rix,3.2432432432432434,5.076923076923077,5.1875,4.833333333333333
passed_quality_check,True,True,True,True
n_stop_words,239.0,226.0,199.0,198.0
alpha_ratio,0.8256704980842912,0.8747474747474747,0.8699360341151386,0.8839506172839506
mean_word_length,4.708812260536399,5.1030303030303035,5.509594882729211,5.207407407407407
doc_length,522.0,495.0,469.0,405.0
duplicate_ngram_chr_fraction_5,0.01384083044982699,0.01891891891891892,0.03473613894455578,
top_ngram_chr_fraction_2,0.008304498269896194,0.02027027027027027,0.01002004008016032,0.022690437601296597
oov_ratio,0.013409961685823755,0.01818181818181818,0.0042643923240938165,
first_order_coherence,0.34290858887187725,0.5570540024340153,0.4542120394837712,0.6680862359378649
second_order_coherence,0.35401963884277005,0.5110820531845093,0.48982247232149045,0.6584119850938971
token_length_mean,5.471131639722864,5.6689655172413795,6.145985401459854,5.759776536312849
token_length_median,5.0,5.0,5.0,5.0
token_length_std,3.0286885192510753,3.1812420889797113,3.444110907243366,3.264563751311472
sentence_length_mean,11.702702702702704,16.73076923076923,12.84375,14.916666666666666
sentence_length_median,11.0,17.0,12.5,13.5
sentence_length_std,6.097695022489234,5.619729615092311,5.5851889795690886,4.499228328897696
syllables_per_token_mean,1.792147806004619,1.8367816091954023,2.017031630170316,1.8798882681564246
syllables_per_token_median,2.0,2.0,2.0,2.0
syllables_per_token_std,1.0930108664303888,1.067181801888726,1.153520770026593,1.0777526736245298
n_tokens,433,435,411,358
n_unique_tokens,242,245,253,223
proportion_unique_tokens,0.558891454965358,0.5632183908045977,0.6155717761557178,0.6229050279329609
n_characters,2458,2526,2584,2109
n_sentences,37,26,32,24
connectives,20,21,11,9
connectives_cap,8,5,3,2
top_ngram_chr_fraction_3,,0.02702702702702703,0.023046092184368736,
duplicate_ngram_chr_fraction_6,,,0.015364061456245824,
