,human,create,explain,continue
dependency_distance_mean,2.6423285697041354,2.856715670971749,3.0873466615793976,2.9212107383844303
dependency_distance_std,0.7503765077069061,0.9086839696531179,0.8992624157034786,0.8088479240838647
prop_adjacent_dependency_relation_mean,0.4210903684885585,0.44506894803191116,0.4709531020272708,0.4271948410050279
prop_adjacent_dependency_relation_std,0.07233784306765212,0.11071397143583013,0.09191624734719613,0.08378425757027994
pos_prop_PUNCT,0.1497005988023952,0.10882956878850103,0.10096153846153846,0.13737373737373737
pos_prop_VERB,0.10978043912175649,0.1026694045174538,0.10096153846153846,0.1111111111111111
pos_prop_ADV,0.13373253493013973,0.055441478439425054,0.052884615384615384,0.09292929292929293
pos_prop_PRON,0.15169660678642716,0.028747433264887063,0.07211538461538461,0.10909090909090909
pos_prop_AUX,0.0998003992015968,0.06365503080082136,0.038461538461538464,0.06868686868686869
pos_prop_ADP,0.07584830339321358,0.09650924024640657,0.12980769230769232,0.06464646464646465
pos_prop_DET,0.07784431137724551,0.17659137577002054,0.14423076923076922,0.11313131313131314
pos_prop_NOUN,0.10179640718562874,0.21971252566735114,0.20192307692307693,0.1414141414141414
pos_prop_CCONJ,0.013972055888223553,0.030800821355236138,0.038461538461538464,0.048484848484848485
pos_prop_PART,0.015968063872255488,0.014373716632443531,0.028846153846153848,0.03838383838383838
pos_prop_SCONJ,0.03592814371257485,0.026694045174537988,0.019230769230769232,0.03636363636363636
pos_prop_PROPN,0.007984031936127744,0.02053388090349076,0.028846153846153848,
pos_prop_ADJ,0.01996007984031936,0.053388090349075976,0.02403846153846154,0.03838383838383838
pos_prop_NUM,0.005988023952095809,0.002053388090349076,0.019230769230769232,
flesch_reading_ease,54.74807692307692,25.17571783055655,41.64310160427809,50.50942666319719
flesch_kincaid_grade,8.33666666666667,13.894654377880187,11.674224598930483,10.143117356232114
smog,10.616827548873145,14.985893962826673,13.747043046817236,11.645159339076184
gunning_fog,10.660310581437344,16.999503722084366,14.928342245989306,11.94653482522335
automated_readability_index,7.5815384615384644,15.306384260900394,12.156417112299465,10.578929655650967
coleman_liau_index,10.89014084507042,17.86930875576037,13.776898395721922,12.41686182669789
lix,32.75406283856988,54.480326125487416,45.87700534759358,37.36048226212161
rix,2.3846153846153846,6.3076923076923075,4.909090909090909,3.4074074074074074
entropy,6.301662266277552,8.93223623168603,3.937513375279548,7.898937062106571
perplexity,545.4778864261489,7572.179605099865,51.29090137214192,2694.4168078774164
per_word_perplexity,1.0887782164194588,15.54862341909623,0.24659087198145152,5.443266278540235
token_length_mean,5.0,6.027649769585254,5.32620320855615,5.117096018735363
token_length_median,4.0,5.0,4.0,4.0
token_length_std,2.6590266142352297,3.3668443712467315,3.0284759092714992,2.753811579964519
sentence_length_mean,10.923076923076923,16.692307692307693,17.0,15.814814814814815
sentence_length_median,11.0,17.0,14.0,15.0
sentence_length_std,4.773777815850721,6.359542985329097,6.252272314199781,6.412008624084662
syllables_per_token_mean,1.6666666666666667,1.9470046082949308,1.7486631016042782,1.6580796252927401
syllables_per_token_median,1.0,2.0,1.0,1.0
syllables_per_token_std,0.9327966263692661,1.125511768891933,1.0475006305446548,0.8576418097046631
n_tokens,426,434,187,427
n_unique_tokens,229,236,112,217
proportion_unique_tokens,0.5375586854460094,0.543778801843318,0.5989304812834224,0.5081967213114754
n_characters,2205,2669,1017,2253
n_sentences,39,26,11,27
first_order_coherence,0.5853852074789373,0.6939660298824311,0.724270361661911,0.7328194563205426
second_order_coherence,0.5663630058233803,0.6712325153251489,0.7909411191940308,0.7372626912593842
passed_quality_check,True,True,True,True
n_stop_words,297.0,226.0,112.0,278.0
alpha_ratio,0.8483033932135728,0.8891170431211499,0.8942307692307693,0.8626262626262626
mean_word_length,4.401197604790419,5.480492813141684,4.889423076923077,4.551515151515152
doc_length,501.0,487.0,208.0,495.0
duplicate_ngram_chr_fraction_5,0.015209125475285171,,,0.022396416573348264
duplicate_ngram_chr_fraction_6,0.015209125475285171,,,
top_ngram_chr_fraction_2,0.013307984790874524,0.019336126329358685,0.020781379883624274,0.01791713325867861
top_ngram_chr_fraction_3,0.007984790874524715,0.014502094747019014,0.034912718204488775,0.022396416573348264
oov_ratio,0.005988023952095809,0.004106776180698152,0.004807692307692308,0.00404040404040404
connectives,37,10,5,19
connectives_cap,12,2,0,3
top_ngram_chr_fraction_4,,,,0.01791713325867861
