,human,continue,create,explain
token_length_mean,5.139817629179332,8.071736011477762,7.7975376196990425,6.759136212624584
token_length_median,4.0,8.0,8.0,7.0
token_length_std,2.908727246007246,3.28301860944991,3.08919735716452,3.09110683195557
sentence_length_mean,21.225806451612904,69.7,45.6875,33.44444444444444
sentence_length_median,20.0,49.0,21.0,21.5
sentence_length_std,8.768380427272628,52.88865662880841,103.16959263150166,42.482966811838864
syllables_per_token_mean,1.5182370820668694,2.400286944045911,2.27359781121751,1.995016611295681
syllables_per_token_median,1.0,2.0,2.0,2.0
syllables_per_token_std,0.8702104303168373,1.2021739887797838,1.139563622624419,1.0729109732567264
n_tokens,658,697,731,602
n_unique_tokens,324,592,620,469
proportion_unique_tokens,0.49240121580547114,0.8493543758967002,0.8481532147742818,0.7790697674418605
n_characters,3455,5701,5762,4129
n_sentences,31,10,16,18
first_order_coherence,0.7683493825296561,0.8767837087313334,0.6830030711988608,0.7636741224457236
second_order_coherence,0.7478729720259535,0.8838661164045334,0.6857330788459096,0.8078284300863743
passed_quality_check,True,True,False,True
n_stop_words,309.0,90.0,110.0,135.0
alpha_ratio,0.8982118294360385,0.8929503916449086,0.9242424242424242,0.8851963746223565
mean_word_length,4.752407152682256,7.442558746736292,7.275252525252525,6.237160120845921
doc_length,727.0,766.0,792.0,662.0
symbol_to_word_ratio_#,0.0,0.017543859649122806,0.0,0.0
proportion_ellipsis,0.0,0.1111111111111111,0.0,0.0
proportion_bullet_points,0.0,0.037037037037037035,1.0,0.0
contains_lorem ipsum,0.0,0.0,0.0,0.0
duplicate_line_chr_fraction,0.0,0.0,0.0,0.0
duplicate_paragraph_chr_fraction,0.0,0.0,0.0,0.0
duplicate_ngram_chr_fraction_5,0.028084493518963034,0.004405979543666404,0.0,0.0
duplicate_ngram_chr_fraction_6,0.0,0.0,0.0,0.0
duplicate_ngram_chr_fraction_7,0.0,0.0,0.0,0.0
duplicate_ngram_chr_fraction_8,0.0,0.0,0.0,0.0
duplicate_ngram_chr_fraction_9,0.0,0.0,0.0,0.0
duplicate_ngram_chr_fraction_10,0.0,0.0,0.0,0.0
top_ngram_chr_fraction_2,0.01200192030724916,0.0025177025963808025,0.0018538544724239147,0.0032023911187019642
top_ngram_chr_fraction_3,0.009601536245799328,0.0025177025963808025,0.0,0.0
top_ngram_chr_fraction_4,0.009361497839654344,0.003147128245476003,0.0,0.0
oov_ratio,0.0,0.03263707571801567,0.016414141414141416,0.01661631419939577
pos_prop_ADP,0.12929848693259974,0.04699738903394256,0.06060606060606061,0.09214501510574018
pos_prop_NOUN,0.2585969738651995,0.2963446475195822,0.34595959595959597,0.3293051359516616
pos_prop_CCONJ,0.04126547455295736,0.01174934725848564,0.011363636363636364,0.02416918429003021
pos_prop_PUNCT,0.08940852819807428,0.06657963446475196,0.06944444444444445,0.07401812688821752
pos_prop_DET,0.07290233837689133,0.013054830287206266,0.022727272727272728,0.02416918429003021
pos_prop_VERB,0.1155433287482806,0.17232375979112272,0.16414141414141414,0.1419939577039275
pos_prop_PROPN,0.03576341127922971,0.024804177545691905,0.03409090909090909,0.028700906344410877
pos_prop_PRON,0.02888583218707015,0.009138381201044387,0.011363636363636364,0.00906344410876133
pos_prop_ADJ,0.07290233837689133,0.19451697127937337,0.1553030303030303,0.1661631419939577
pos_prop_AUX,0.05639614855570839,0.01174934725848564,0.006313131313131313,0.013595166163141994
pos_prop_ADV,0.04126547455295736,0.10704960835509138,0.09848484848484848,0.04833836858006042
pos_prop_SCONJ,0.012379642365887207,0.007832898172323759,0.007575757575757576,0.00906344410876133
pos_prop_PART,0.027510316368638238,0.0026109660574412533,0.011363636363636364,0.00906344410876133
pos_prop_NUM,0.017881705639614855,0.005221932114882507,0.0012626262626262627,0.013595166163141994
dependency_distance_mean,2.7694331934493794,3.386319286655632,2.9152303779274438,2.842508081788027
dependency_distance_std,0.8047897054117125,1.1635838758859771,0.8928073188392375,0.850126490276515
prop_adjacent_dependency_relation_mean,0.4852325061975875,0.48840855368873426,0.46322962242343474,0.48527842310156466
prop_adjacent_dependency_relation_std,0.07646456830308974,0.06356128079525437,0.07720144053295912,0.064452481152236
flesch_reading_ease,56.84794930875577,-66.97477546628406,-31.88418732900132,4.110483573274308
flesch_kincaid_grade,10.603262084518096,39.91638593974176,29.05657917236663,20.994529346622375
smog,12.862965558434503,34.88498170717355,26.8559172644373,21.493009986710348
gunning_fog,13.961447200705955,45.61314203730273,33.37759917920657,25.736581764488747
automated_readability_index,13.391444259241105,51.437876614060265,38.14015218878249,27.127753783684014
coleman_liau_index,13.027598784194524,31.23713055954089,29.401641586867296,23.05867109634551
lix,49.94921070693206,137.4187948350072,112.99256155950752,84.77334809892949
rix,6.096774193548387,47.2,30.75,17.166666666666668
entropy,20.077658428219703,6.087346408080398,7.275676137412172,8.579674681806654
perplexity,524343954.2662527,440.25161162792216,1444.7276964312473,5322.373778616858
per_word_perplexity,721243.4033923696,0.5747410073471568,1.8241511318576356,8.039839544738456
connectives,21,6,9,16
connectives_cap,4,0,1,3
pos_prop_SPACE,,0.016971279373368148,,0.013595166163141994
pos_prop_X,,0.0026109660574412533,,
pos_prop_SYM,,0.010443864229765013,,0.0030211480362537764
