lemma,shannon
der,1.6097603226396702
werden,0.9644859921168094
differenzialdiagnostisch,0.5623351446188083
pathologisch,1.0397207708399179
radiologisch,1.0986122886681096
klinisch,0.9502705392332347
von,0.17884491271684755
sein,1.023398142201583
ein,1.675707198675625
lobulär,1.2790075192745578
mikroskopisch,1.0986122886681096
gering,1.2148896539491203
dies,1.3396584155921454
ausreichend,1.3321790402101223
auffällig,0.6931471805599453
ausgeprägt,1.0114042647073516
apokrin,1.0789922078775833
abgrenzen,0.6931471805599453
groß,1.8200759753606213
betreffen,0.6931471805599453
subareolär,0.6931471805599453
häufig,1.1786549963416462
können,0.6931471805599453
aufweisen,0.47413931305783735
möglich,0.6365141682948128
epithelial,0.6615632381579821
sklerosierend,1.0361987848192837
zellreich,1.0986122886681096
nehmen,0.6931471805599453
empfohlen,0.5004024235381879
prominent,0.6365141682948128
tubulär,1.2202821662722372
mikroglandulär,0.6931471805599453
radiär,1.1490596969706204
mammographisch,0.6365141682948128
einnehmen,0.6931471805599453
zeigen,0.6931471805599453
kein,0.9830877585747855
rund,0.6931471805599453
glandulär,0.6931471805599453
einreihig,0.6931471805599453
fehlen,0.6730116670092565
bestehen,0.6365141682948128
zentral,1.0397207708399179
selten,0.9556998911125343
weisen,0.410116318288409
duktal,1.2634794940650305
wichtig,0.6931471805599453
beide,0.6365141682948128
klein,1.1490596969706202
vollständig,0.45056120886630463
erfassen,0.6365141682948128
histologisch,0.6869615765973234
klassifizieren,0.410116318288409
komplexer,0.6931471805599453
relativ,0.45056120886630463
atypisch,1.2123138802671547
invasiv,0.9649629230074277
liegen,0.410116318288409
haben,0.6931471805599453
gut,0.8675632284814612
intraduktal,1.0114042647073518
ander,0.5004024235381879
gutartig,0.6931471805599453
gewöhnlich,1.0397207708399179
multipl,0.6931471805599453
terminal,0.6931471805599453
sondern,0.6365141682948128
sollen,0.922980661086409
vermeiden,0.6365141682948128
zytologisch,0.6730116670092565
basal,1.0549201679861442
positiv,1.1490596969706202
hoch,1.3296613488547582
papillär,0.9502705392332347
heterogen,0.6931471805599453
ausbilden,0.5004024235381879
sicher,0.6931471805599453
multifokal,0.6931471805599453
ihr,0.6931471805599453
biphasisch,0.6365141682948128
zellulär,0.6365141682948128
luminal,0.6931471805599453
verschieden,0.45056120886630463
fließend,0.6931471805599453
sie,0.6365141682948128
empfehlen,0.6730116670092565
diagnostizieren,0.34883209584303193
charakteristisch,1.0042424730540764
mitotisch,0.6365141682948128
repräsentativ,1.3862943611198906
erhöht,0.5623351446188083
proliferativ,0.6931471805599453
gemeinsam,0.6931471805599453
unterschiedlich,0.6931471805599453
mosaikartig,0.6931471805599453
neoplastisch,1.351783994289646
immunhistochemisch,0.6365141682948128
welch,0.6365141682948128
entsprechen,0.6365141682948128
begrenzt,0.6365141682948128
helfen,0.6931471805599453
erst,0.6365141682948128
jen,0.6931471805599453
sehen,0.6931471805599453
ergeben,0.6931471805599453
diagnostisch,1.0397207708399179
erfolgen,1.060944240790747
gesamt,0.6931471805599453
klassisch,0.8599672810355049
bilateral,0.6931471805599453
entscheiden,0.6931471805599453
subtil,0.6931471805599453
zusätzlich,0.6365141682948128
weit,1.0986122886681096
Histologisch,0.6931471805599453
alle,0.6931471805599453
präoperativ,0.6365141682948128
geben,0.6365141682948128
einige,0.6365141682948128
speziell,1.0888999753452238
günstig,1.6094379124341005
zählen,0.6365141682948128
differenziert,0.6931471805599453
bestimmt,0.5623351446188083
triple-negativ,0.6931471805599453
ähnlich,0.6365141682948128
systemisch,0.6931471805599453
relevant,0.5623351446188083
rein,0.9002560512685369
gemischt,1.0397207708399179
muzinös,1.0986122886681096
schlecht,0.6365141682948128
machen,0.6365141682948128
alveolär,0.6365141682948128
medullär,0.7595473914748635
folgend,0.6931471805599453
primär,0.6365141682948128
berücksichtigen,0.6931471805599453
bestimmen,0.6365141682948128
eindeutig,1.0986122886681096
verfügbar,0.6931471805599453
entnehmen,0.6931471805599453
pathomorphologisch,0.6931471805599453
international,0.6931471805599453
prätherapeutisch,0.45056120886630463
posttherapeutisch,0.6365141682948128
abgrenzbar,0.6931471805599453
systematisch,0.6931471805599453
fibrosiert,0.6931471805599453
zusammenhängend,0.6931471805599453
