lemma,shannon
klinisch,0.6931471805599453
gezielt,0.45056120886630463
photodynamisch,0.5004024235381879
der,1.6921418575127902
Herr,0.6365141682948128
ein,1.4681626582624647
erhöht,0.6931471805599453
weit,0.6730116670092565
lokalisiert,1.0114042647073518
werden,1.3337360272028098
er,0.7356219397587946
behandelnd,0.6365141682948128
sein,1.8576597663535839
invasiv,0.6931471805599453
spezifisch,0.6931471805599453
führen,0.5623351446188083
lokal,0.6365141682948128
regelmäßig,1.0986122886681096
können,0.6931471805599453
signifikant,0.6931471805599453
haben,0.8486855577264172
bestätigen,0.6931471805599453
dies,1.0114042647073518
erfolgreich,1.0986122886681096
geeignet,0.6931471805599453
individuell,0.6931471805599453
teilen,0.6931471805599453
zufrieden,0.6931471805599453
