lemma,shannon
der,1.4525509305312114
sein,1.0114042647073516
groß,0.6931471805599453
ein,1.1822230016451067
alle,1.0397207708399179
erheblich,0.6931471805599453
können,0.8675632284814612
verlaufen,0.6931471805599453
operativ,0.6931471805599453
solch,0.6365141682948128
chirurgisch,1.0397207708399179
endovaskulär,1.310783678099714
erfolgen,0.6931471805599453
dies,1.1209503926735833
hoch,0.6931471805599453
werden,1.242453324894
entsprechend,0.6365141682948128
bestmöglich,0.6931471805599453
abdominal,0.5623351446188083
thorakal,1.0397207708399179
bleiben,0.6365141682948128
zeigen,1.0397207708399179
deutlich,0.6931471805599453
verschieden,1.0986122886681096
offen,0.6365141682948128
erreichen,1.0986122886681096
aortal,0.6931471805599453
aneurysmatisch,0.6931471805599453
liegen,0.6931471805599453
rupturiert,0.6365141682948128
elektiv,0.6931471805599453
Intervention,0.5623351446188083
lassen,0.6931471805599453
künftig,0.6931471805599453
klar,0.6931471805599453
bestimmt,0.6931471805599453
zukünftig,0.6931471805599453
nachhaltig,0.6931471805599453
