lemma,shannon
der,1.5554852635671146
werden,1.329661348854758
öffentlich,0.6365141682948128
ein,1.6957425341696346
effektiv,0.6931471805599453
politisch,0.6931471805599453
gesellschaftlich,1.0549201679861442
sein,0.9502705392332347
transparent,0.6931471805599453
dies,1.277034259466139
zeigen,0.6931471805599453
zunehmend,0.6931471805599453
verschieden,0.6931471805599453
wesentlich,0.6931471805599453
müssen,0.6365141682948128
wirksam,0.6931471805599453
bleiben,0.6931471805599453
entstehen,0.6931471805599453
praktisch,0.6931471805599453
führen,0.6931471805599453
vermitteln,0.6931471805599453
