gpt,human
0.1121323529411764,0.074487895716946
0.0866935483870967,0.1292929292929293
0.0595009596928982,0.0828402366863905
0.0853858784893267,0.1129568106312292
0.1075837742504409,0.0789946140035906
0.06187624750499,0.107070707070707
0.0654867256637168,0.1164874551971326
0.111954459203036,0.0910852713178294
0.0488721804511278,0.0733590733590733
0.0562180579216354,0.1091854419410745
0.0697211155378486,0.108
0.0785854616895874,0.1314741035856573
0.1079545454545454,0.0947775628626692
0.0547945205479452,0.139763779527559
0.0835913312693498,0.034375
0.0688468158347676,0.1180555555555555
0.1078610603290676,0.1292134831460674
0.0361635220125786,0.0721153846153846
0.0642361111111111,0.0684684684684684
0.067064083457526,0.0977443609022556
0.053231939163498,0.0998080614203454
0.1237458193979933,0.1224489795918367
0.0535117056856187,0.1088082901554404
0.0818713450292397,0.1091269841269841
0.0864197530864197,0.1077199281867145
0.1146025878003696,0.1082089552238805
0.0766208251473477,0.0541082164328657
0.0330882352941176,0.052930056710775
0.029296875,0.0934393638170974
0.0761904761904762,0.1271676300578034
0.0557491289198606,0.073345259391771
0.0993150684931506,0.1155866900175131
0.0942028985507246,0.1086556169429097
0.0294117647058823,0.0642570281124498
0.0602782071097372,0.0627871362940275
0.0661625708884688,0.1147227533460803
0.0608856088560885,0.0859813084112149
0.0434782608695652,0.066
0.0854870775347912,0.0763052208835341
0.0893371757925072,0.1156661786237188
0.0562613430127041,0.073394495412844
0.0731225296442687,0.1272365805168986
0.1094017094017094,0.1015490533562822
0.0563106796116504,0.0870406189555125
0.1328545780969479,0.1256830601092896
0.072356215213358,0.0467289719626168
0.0684410646387832,0.0726577437858508
0.0839936608557844,0.1223491027732463
0.0665557404326123,0.0777027027027027
0.038152610441767,0.0992217898832684
0.0892531876138433,0.1059479553903345
0.0254403131115459,0.075098814229249
0.0407079646017699,0.0809859154929577
0.0858505564387917,0.1525974025974026
0.0842911877394636,0.1218074656188605
0.0446601941747572,0.0831683168316831
0.0803059273422562,0.1199226305609284
0.0793838862559241,0.0719424460431654
0.0740103270223752,0.0807017543859649
0.084375,0.0957613814756671
0.0513274336283185,0.0519713261648745
0.097165991902834,0.0965092402464065
0.0518394648829431,0.072790294627383
0.0914285714285714,0.0656370656370656
0.0423572744014733,0.0620300751879699
0.1029702970297029,0.088
0.0582089552238805,0.0593607305936073
0.0858676207513416,0.1192660550458715
0.094,0.1469387755102041
0.0717781402936378,0.069078947368421
0.0455259026687598,0.0701754385964912
0.0934579439252336,0.1726078799249531
0.0632183908045977,0.0994152046783625
0.0514705882352941,0.077634011090573
0.0830618892508143,0.0723905723905724
0.0738137082601054,0.1209964412811387
0.0947546531302876,0.0840480274442538
0.0678642714570858,0.1012145748987854
0.0811320754716981,0.0900383141762452
0.0872600349040139,0.1336898395721925
0.0787992495309568,0.0884615384615384
0.0910714285714285,0.0403669724770642
0.0807754442649434,0.130718954248366
0.106060606060606,0.1007751937984496
0.0659971305595408,0.0861313868613138
0.0461254612546125,0.0702087286527514
0.0796296296296296,0.0779467680608365
0.103019538188277,0.087114337568058
0.0946969696969697,0.0842911877394636
0.0894632206759443,0.0811359026369168
0.062,0.0585858585858585
0.0623781676413255,0.1007905138339921
0.1209677419354838,0.1419878296146044
0.0445151033386327,0.0504065040650406
0.0509355509355509,0.123469387755102
0.078853046594982,0.1050724637681159
0.1024667931688804,0.1378640776699029
0.0776699029126213,0.0778443113772455
0.0766208251473477,0.1244979919678714
0.0833333333333333,0.1163636363636363
