,human,continue,create,explain
token_length_mean,5.172357723577235,7.606201550387597,7.878923766816143,8.288154897494305
token_length_median,4.0,8.0,8.0,9.0
token_length_std,3.080948560855158,3.309365426372391,3.444020147437051,3.042241862140608
sentence_length_mean,19.21875,53.75,51.46153846153846,73.16666666666667
sentence_length_median,17.0,27.5,26.0,29.0
sentence_length_std,8.601360266696192,70.48773533979747,95.9211337783569,96.67629262417728
syllables_per_token_mean,1.5658536585365854,2.3333333333333335,2.376681614349776,2.5045558086560367
syllables_per_token_median,1.0,2.0,2.0,2.5
syllables_per_token_std,0.9753739552437904,1.191268839107455,1.253441440880179,1.1521406128420737
n_tokens,615,645,669,878
n_unique_tokens,310,537,583,772
proportion_unique_tokens,0.5040650406504065,0.8325581395348837,0.8714499252615845,0.8792710706150342
n_characters,3250,4955,5308,7313
n_sentences,32,12,13,12
first_order_coherence,0.7672773638079243,0.726587867194956,0.8061032344897588,0.8715515624393116
second_order_coherence,0.7491664737462997,0.6811991274356842,0.7842306765643033,0.829723447561264
passed_quality_check,True,True,True,True
n_stop_words,286.0,93.0,110.0,104.0
alpha_ratio,0.8914956011730205,0.9164265129682997,0.9446022727272727,0.9583789704271632
mean_word_length,4.765395894428153,7.139769452449568,7.5397727272727275,8.00985761226725
doc_length,682.0,694.0,704.0,913.0
symbol_to_word_ratio_#,0.0,0.0,0.0,0.0
proportion_ellipsis,0.0,0.0,0.0,0.0
proportion_bullet_points,0.0,0.0,0.0,0.0
contains_lorem ipsum,0.0,0.0,0.0,0.0
duplicate_line_chr_fraction,0.0,0.0,0.0,0.0
duplicate_paragraph_chr_fraction,0.0,0.0,0.0,0.0
duplicate_ngram_chr_fraction_5,0.02127659574468085,0.0,0.0,0.0
duplicate_ngram_chr_fraction_6,0.0,0.0,0.0,0.0
duplicate_ngram_chr_fraction_7,0.0,0.0,0.0,0.0
duplicate_ngram_chr_fraction_8,0.0,0.0,0.0,0.0
duplicate_ngram_chr_fraction_9,0.0,0.0,0.0,0.0
duplicate_ngram_chr_fraction_10,0.0,0.0,0.0,0.0
top_ngram_chr_fraction_2,0.015568240788790867,0.006457399103139014,0.0020147750167897917,0.0
top_ngram_chr_fraction_3,0.008562532433834976,0.0,0.0,0.0
top_ngram_chr_fraction_4,0.0,0.0,0.0,0.0
oov_ratio,0.017595307917888565,0.023054755043227664,0.032670454545454544,0.05585980284775466
pos_prop_PRON,0.03812316715542522,0.012968299711815562,0.01278409090909091,0.0065717415115005475
pos_prop_VERB,0.09237536656891496,0.1628242074927954,0.1690340909090909,0.15991237677984665
pos_prop_NOUN,0.2653958944281525,0.3112391930835735,0.3181818181818182,0.28148959474260676
pos_prop_SCONJ,0.011730205278592375,0.005763688760806916,0.008522727272727272,0.013143483023001095
pos_prop_DET,0.093841642228739,0.03170028818443804,0.03409090909090909,0.0208105147864184
pos_prop_AUX,0.05718475073313783,0.011527377521613832,0.014204545454545454,0.009857612267250822
pos_prop_PART,0.021994134897360705,0.002881844380403458,0.005681818181818182,0.0032858707557502738
pos_prop_PUNCT,0.09090909090909091,0.05043227665706052,0.04403409090909091,0.03723986856516977
pos_prop_ADP,0.11436950146627566,0.04755043227665706,0.05539772727272727,0.04819277108433735
pos_prop_CCONJ,0.02932551319648094,0.010086455331412104,0.015625,0.0065717415115005475
pos_prop_ADV,0.021994134897360705,0.05475504322766571,0.03551136363636364,0.10952902519167579
pos_prop_ADJ,0.11730205278592376,0.24495677233429394,0.234375,0.2683461117196057
pos_prop_NUM,0.016129032258064516,0.010086455331412104,0.009943181818181818,0.007667031763417305
pos_prop_PROPN,0.026392961876832845,0.021613832853025938,0.036931818181818184,0.027382256297918947
pos_prop_X,0.002932551319648094,0.005763688760806916,,
dependency_distance_mean,2.564291020125788,3.6785939507185446,3.633577974126534,3.4120311833563353
dependency_distance_std,0.4598336149920474,1.611966724925553,1.7312793731649234,0.9808345937875149
prop_adjacent_dependency_relation_mean,0.453388629086587,0.4586868825109956,0.4631145654363703,0.46861050947032695
prop_adjacent_dependency_relation_std,0.06996561025619748,0.06749717937473058,0.06302452069739432,0.0581525013058296
flesch_reading_ease,54.856749237804905,-45.12125,-46.46572611245256,-79.31458807896738
flesch_kincaid_grade,10.382385670731711,32.905833333333334,32.52484304932736,42.49875854214123
smog,12.709666756460706,30.12648561416642,30.157463691613923,37.68216466147395
gunning_fog,13.541158536585366,38.12015503875969,37.98371852362884,49.26666666666667
automated_readability_index,12.54117987804878,41.27020930232558,41.41050017247327,54.19054290053152
coleman_liau_index,13.073300813008132,28.373767441860462,29.952884902840058,32.529794988610476
lix,47.023628048780495,119.9515503875969,118.72611245256985,147.084662110858
rix,5.34375,35.583333333333336,34.61538461538461,54.083333333333336
entropy,18.303860054891864,6.488306845744739,6.233730675243023,5.545920823802438
perplexity,88974471.98221713,657.4093249660459,509.65329216034957,256.1903758586275
per_word_perplexity,130461.1026132216,0.9472756843891151,0.723939335455042,0.280602821312845
connectives,22,3,9,9
connectives_cap,1,0,0,1
pos_prop_SPACE,,0.007204610951008645,0.005681818181818182,
pos_prop_SYM,,0.008645533141210375,,
