lemma,shannon
der,1.6300031774123298
beschreiben,0.6931471805599453
sein,1.0027182645175161
geben,0.6931471805599453
verschieden,0.6365141682948128
einige,0.5623351446188083
lückenlos,0.6931471805599453
ein,1.2440166957928942
gut,0.6931471805599453
gefäßchirurgisch,0.6931471805599453
werden,1.1682824501765625
neu,1.0986122886681096
sämtlich,0.6931471805599453
erfassen,0.6365141682948128
können,0.5623351446188083
ermöglichen,0.6365141682948128
einzeln,0.6931471805599453
verbessern,0.6931471805599453
fordern,0.6931471805599453
alle,0.6365141682948128
bestimmt,0.6365141682948128
haben,0.6931471805599453
dies,1.2798542258336676
wichtig,0.6365141682948128
groß,0.6931471805599453
