,continue,human-full,create,human-cont,explain
passed_quality_check,True,True,True,True,True
n_stop_words,199.0,393.0,183.0,2251.0,169.0
alpha_ratio,0.8597972972972973,0.8504201680672269,0.8904109589041096,0.8449579232634432,0.9102564102564102
mean_word_length,5.14527027027027,4.929411764705883,5.268101761252447,5.011125374411638,5.435897435897436
doc_length,592.0,1190.0,511.0,7011.0,468.0
duplicate_ngram_chr_fraction_5,0.08749647191645499,0.08493589743589744,0.042105263157894736,0.08861285668875468,0.10408921933085502
duplicate_ngram_chr_fraction_6,0.02935365509455264,0.05521561771561771,,0.045993593662126804,0.07705305846569788
duplicate_ngram_chr_fraction_7,0.02935365509455264,0.038607226107226104,,0.02528302809497029,0.07705305846569788
duplicate_ngram_chr_fraction_8,0.02935365509455264,0.038607226107226104,,0.013472870870724013,0.03987833727610679
top_ngram_chr_fraction_2,0.007056167090036692,0.008012820512820512,0.009569377990430622,0.008900408342910239,0.013518080432578574
top_ngram_chr_fraction_3,0.021168501270110076,0.016025641025641024,0.01594896331738437,0.011125510428637797,0.013518080432578574
top_ngram_chr_fraction_4,0.02540220152413209,0.023310023310023312,0.025518341307814992,0.01012299190649681,0.027036160865157147
token_length_mean,5.811764705882353,5.54863813229572,5.780701754385965,5.701889316167865,5.861826697892272
token_length_median,5.0,5.0,5.0,5.0,5.0
token_length_std,3.267165651695223,3.1829079180172735,3.3495450645005107,3.2534746939445602,3.085376771930345
sentence_length_mean,24.285714285714285,32.125,24.0,26.232456140350877,22.473684210526315
sentence_length_median,22.0,27.5,24.0,25.0,20.0
sentence_length_std,7.38172039015075,16.360680762119895,7.298161268068611,12.94568271606092,6.777427093340081
syllables_per_token_mean,1.8372549019607842,1.706225680933852,1.8267543859649122,1.743186758067213,1.775175644028103
syllables_per_token_median,1.0,1.0,1.0,1.0,1.0
syllables_per_token_std,1.091403267306698,1.0406523674341621,1.1153962364268355,1.0348819168909633,1.0428937199300559
n_tokens,510,1028,456,5981,427
n_unique_tokens,226,433,207,1408,195
proportion_unique_tokens,0.44313725490196076,0.42120622568093385,0.45394736842105265,0.23541213843838824,0.4566744730679157
n_characters,3046,5866,2692,35133,2544
n_sentences,21,32,19,228,19
dependency_distance_mean,3.0170367026481646,3.3810857977080326,2.9078250039198252,3.396977703875757,3.1951089527744796
dependency_distance_std,0.6840087134121758,1.1144050520002933,0.4826166518500312,1.2733601355853503,0.8089672906003613
prop_adjacent_dependency_relation_mean,0.4605557573443858,0.4521232435029995,0.45641010020344375,0.4538859994293735,0.47304268742532946
prop_adjacent_dependency_relation_std,0.055005386153675236,0.0641988631509083,0.06067244224336433,0.06271929079437044,0.05372258376790654
entropy,16.99978842514163,29.70327067394987,14.184557035497813,168.62856993333872,12.398155427486776
perplexity,24149842.713464618,7942670534134.613,1446354.825117477,1.7157634549072632e+73,242354.1651145732
per_word_perplexity,40793.653232203746,6674513053.894633,2830.4399708756887,2.447244979185941e+69,517.8507801593445
pos_prop_DET,0.07263513513513513,0.06722689075630252,0.08414872798434442,0.05548423905291684,0.09829059829059829
pos_prop_ADJ,0.14695945945945946,0.13865546218487396,0.14285714285714285,0.11938382541720154,0.14316239316239315
pos_prop_NOUN,0.23986486486486486,0.22941176470588234,0.22896281800391388,0.24989302524604193,0.25427350427350426
pos_prop_VERB,0.09121621621621621,0.08907563025210084,0.09393346379647749,0.09128512337754957,0.1111111111111111
pos_prop_ADP,0.10810810810810811,0.11932773109243698,0.12133072407045009,0.11054057909000142,0.10897435897435898
pos_prop_NUM,0.0016891891891891893,0.01764705882352941,0.003913894324853229,0.007416916274425902,0.002136752136752137
pos_prop_PUNCT,0.13344594594594594,0.12184873949579832,0.09980430528375733,0.12166595350164028,0.08333333333333333
pos_prop_PROPN,0.04560810810810811,0.06554621848739496,0.0684931506849315,0.06946227357010412,0.04700854700854701
pos_prop_AUX,0.04222972972972973,0.03529411764705882,0.03913894324853229,0.04336043360433604,0.017094017094017096
pos_prop_CCONJ,0.04560810810810811,0.03361344537815126,0.0410958904109589,0.038796177435458566,0.057692307692307696
pos_prop_ADV,0.04054054054054054,0.030252100840336135,0.019569471624266144,0.028954500071316502,0.023504273504273504
pos_prop_SCONJ,0.011824324324324325,0.008403361344537815,0.005870841487279843,0.012551704464413066,0.010683760683760684
pos_prop_PRON,0.006756756756756757,0.02100840336134454,0.029354207436399216,0.017686492654400227,0.02564102564102564
pos_prop_PART,0.013513513513513514,0.011764705882352941,0.021526418786692758,0.009841677364142062,0.017094017094017096
first_order_coherence,0.8411605834960938,0.8131150161066363,0.8568503028816647,0.7586536743485324,0.876851393116845
second_order_coherence,0.8384889583838614,0.79018830905358,0.8475576323621413,0.7613207503032368,0.8739365584710065
flesch_reading_ease,26.753235294117673,29.881432392996118,27.93157894736845,32.73545728505766,33.84435104153832
flesch_kincaid_grade,15.561036414565827,17.072213035019455,15.325701754385964,15.210261639929957,14.12180944163688
smog,17.39735742688994,17.446625831563914,17.060904035522842,16.90073334061799,15.631368783578527
gunning_fog,19.988795518207283,20.671011673151753,19.51228070175439,19.35437687178991,17.514063848144954
automated_readability_index,18.086268907563024,20.766585603112837,17.797105263157896,18.54212674932608,17.416045852335756
coleman_liau_index,17.154352941176466,15.904591439688716,16.95719298245614,16.598735997324862,17.35044496487119
lix,62.128851540616246,67.63083657587549,62.81578947368421,63.701106867654005,63.69148280537409
rix,9.19047619047619,11.40625,9.31578947368421,9.828947368421053,9.263157894736842
connectives,19,37,10,176,13
duplicate_ngram_chr_fraction_9,,0.038607226107226104,,0.00635743453065017,0.03987833727610679
duplicate_ngram_chr_fraction_10,,0.038607226107226104,,,
oov_ratio,,0.004201680672268907,,0.008700613321922693,
pos_prop_X,,0.010924369747899159,,0.022536014833832548,
pos_prop_SYM,,,,0.0011410640422193695,
