,create,human-full,explain,continue,human-cont
passed_quality_check,True,True,True,True,True
n_stop_words,277.0,393.0,159.0,147.0,2251.0
alpha_ratio,0.895040369088812,0.8504201680672269,0.8849056603773585,0.9013452914798207,0.8449579232634432
mean_word_length,5.64475201845444,4.929411764705883,5.452830188679245,5.621076233183857,5.011125374411638
doc_length,867.0,1190.0,530.0,446.0,7011.0
duplicate_ngram_chr_fraction_5,0.03215547703180212,0.08493589743589744,0.04783258594917788,,0.08861285668875468
top_ngram_chr_fraction_2,0.00530035335689046,0.008012820512820512,0.014947683109118086,0.027548209366391185,0.008900408342910239
top_ngram_chr_fraction_3,0.01060070671378092,0.016025641025641024,0.017937219730941704,0.023760330578512397,0.011125510428637797
top_ngram_chr_fraction_4,0.0176678445229682,0.023310023310023312,0.03587443946188341,,0.01012299190649681
oov_ratio,0.002306805074971165,0.004201680672268907,,0.002242152466367713,0.008700613321922693
first_order_coherence,0.8567660297116926,0.8131150161066363,0.8677396906746758,0.8478761210161097,0.7586536743485324
second_order_coherence,0.839041135708491,0.79018830905358,0.859887512291179,0.8656064979732037,0.7613207503032368
entropy,19.020825976710064,29.70327067394987,11.605357835758479,10.095677893590269,168.62856993333872
perplexity,182238345.09462443,7942670534134.613,109683.89606976075,24238.023391180068,1.7157634549072632e+73
per_word_perplexity,210194.16965931308,6674513053.894633,206.9507473014354,54.34534392641271,2.447244979185941e+69
flesch_reading_ease,20.853949975930675,29.881432392996118,23.78960777740531,23.59502487562193,32.73545728505766
flesch_kincaid_grade,16.398285863286265,17.072213035019455,16.099550787797522,15.516517412935325,15.210261639929957
smog,17.517680986758215,17.446625831563914,17.545632669491866,16.04434344847333,16.90073334061799
gunning_fog,20.16112002567394,20.671011673151753,20.191797966253215,18.08756218905473,19.35437687178991
automated_readability_index,19.799975128369702,20.766585603112837,19.274736842105263,18.58248756218906,18.54212674932608
coleman_liau_index,19.26043645699615,15.904591439688716,18.348365180467088,18.885970149253733,16.598735997324862
lix,68.75966784338897,67.63083657587549,67.6769471449324,67.1094527363184,63.701106867654005
rix,10.8125,11.40625,10.631578947368421,10.0,9.828947368421053
token_length_mean,6.169448010269576,5.54863813229572,6.010615711252654,6.124378109452737,5.701889316167865
token_length_median,6.0,5.0,5.0,6.0,5.0
token_length_std,3.2558100259519303,3.1829079180172735,3.083738226049998,3.2582772874494372,3.2534746939445602
sentence_length_mean,24.34375,32.125,24.789473684210527,22.333333333333332,26.232456140350877
sentence_length_median,22.5,27.5,26.0,22.5,25.0
sentence_length_std,6.065318288226925,16.360680762119895,5.969915342504942,5.773502691896258,12.94568271606092
syllables_per_token_mean,1.9062901155327343,1.706225680933852,1.8662420382165605,1.8980099502487562,1.743186758067213
syllables_per_token_median,2.0,1.0,2.0,2.0,1.0
syllables_per_token_std,1.1421210693890331,1.0406523674341621,1.051309211502651,1.1832353066680223,1.0348819168909633
n_tokens,779,1028,471,402,5981
n_unique_tokens,372,433,224,233,1408
proportion_unique_tokens,0.47753530166880614,0.42120622568093385,0.47558386411889597,0.5796019900497512,0.23541213843838824
n_characters,4894,5866,2890,2507,35133
n_sentences,32,32,19,18,228
dependency_distance_mean,2.773611614411039,3.3810857977080326,3.0014485802295403,2.7289810681684514,3.396977703875757
dependency_distance_std,0.5320589051048672,1.1144050520002933,0.648501468550723,0.2853135705539724,1.2733601355853503
prop_adjacent_dependency_relation_mean,0.48398043952135805,0.4521232435029995,0.4982732387423197,0.4712359474194995,0.4538859994293735
prop_adjacent_dependency_relation_std,0.07008519424991298,0.0641988631509083,0.05590485474605354,0.06810005376374462,0.06271929079437044
pos_prop_NOUN,0.24567474048442905,0.22941176470588234,0.27547169811320754,0.25112107623318386,0.24989302524604193
pos_prop_PUNCT,0.09573241061130335,0.12184873949579832,0.10566037735849057,0.09417040358744394,0.12166595350164028
pos_prop_DET,0.05190311418685121,0.06722689075630252,0.062264150943396226,0.053811659192825115,0.05548423905291684
pos_prop_ADJ,0.15340253748558247,0.13865546218487396,0.14528301886792452,0.16367713004484305,0.11938382541720154
pos_prop_ADP,0.12110726643598616,0.11932773109243698,0.11132075471698114,0.10538116591928251,0.11054057909000142
pos_prop_NUM,0.008073817762399077,0.01764705882352941,0.005660377358490566,0.002242152466367713,0.007416916274425902
pos_prop_PROPN,0.05997693194925029,0.06554621848739496,0.05471698113207547,0.03811659192825112,0.06946227357010412
pos_prop_AUX,0.03690888119953864,0.03529411764705882,0.01509433962264151,0.04484304932735426,0.04336043360433604
pos_prop_VERB,0.11764705882352941,0.08907563025210084,0.11886792452830189,0.1367713004484305,0.09128512337754957
pos_prop_ADV,0.0265282583621684,0.030252100840336135,0.016981132075471698,0.020179372197309416,0.028954500071316502
pos_prop_PRON,0.02422145328719723,0.02100840336134454,0.01509433962264151,0.02914798206278027,0.017686492654400227
pos_prop_CCONJ,0.029988465974625143,0.03361344537815126,0.04716981132075472,0.03587443946188341,0.038796177435458566
pos_prop_SCONJ,0.00922722029988466,0.008403361344537815,0.009433962264150943,0.011210762331838564,0.012551704464413066
pos_prop_PART,0.0196078431372549,0.011764705882352941,0.01509433962264151,0.013452914798206279,0.009841677364142062
connectives,26,37,11,7,176
duplicate_ngram_chr_fraction_6,,0.05521561771561771,0.02571001494768311,,0.045993593662126804
duplicate_ngram_chr_fraction_7,,0.038607226107226104,0.02571001494768311,,0.02528302809497029
duplicate_ngram_chr_fraction_8,,0.038607226107226104,0.02571001494768311,,0.013472870870724013
duplicate_ngram_chr_fraction_9,,0.038607226107226104,0.02571001494768311,,0.00635743453065017
duplicate_ngram_chr_fraction_10,,0.038607226107226104,,,
pos_prop_X,,0.010924369747899159,,,0.022536014833832548
pos_prop_SYM,,,0.0018867924528301887,,0.0011410640422193695
