,create,human-full,explain,continue,human-cont
dependency_distance_mean,2.7819498382535106,3.1950334096405646,2.9363146638371886,2.844234752927724,3.3226092425403655
dependency_distance_std,0.540939028224619,1.3676503704846141,0.4830380902559693,0.7065980099699116,1.4970565954287318
prop_adjacent_dependency_relation_mean,0.4659359444927397,0.43911668733059644,0.47681693553704535,0.45628167971124156,0.4447203910890953
prop_adjacent_dependency_relation_std,0.04970912248254644,0.06008429538616517,0.06139052848247978,0.08298330674150904,0.06026999253396509
pos_prop_NOUN,0.2638190954773869,0.22942643391521197,0.27978339350180503,0.2505854800936768,0.22950819672131148
pos_prop_PROPN,0.04522613065326633,0.09975062344139651,0.032490974729241874,0.04215456674473068,0.10553278688524591
pos_prop_AUX,0.02763819095477387,0.03657522859517872,0.030685920577617327,0.03278688524590164,0.036885245901639344
pos_prop_DET,0.08542713567839195,0.0457190357439734,0.0812274368231047,0.09133489461358314,0.042008196721311473
pos_prop_ADJ,0.11557788944723618,0.1055694098088113,0.12454873646209386,0.1405152224824356,0.10040983606557377
pos_prop_CCONJ,0.04020100502512563,0.034912718204488775,0.048736462093862815,0.03278688524590164,0.03381147540983607
pos_prop_VERB,0.09547738693467336,0.0831255195344971,0.09025270758122744,0.11241217798594848,0.08196721311475409
pos_prop_ADP,0.1407035175879397,0.11055694098088113,0.1407942238267148,0.11943793911007025,0.10860655737704918
pos_prop_PUNCT,0.1306532663316583,0.15793848711554448,0.10830324909747292,0.1288056206088993,0.15881147540983606
pos_prop_ADV,0.03015075376884422,0.032418952618453865,0.02707581227436823,0.02107728337236534,0.031762295081967214
pos_prop_SCONJ,0.002512562814070352,0.005818786367414797,0.01263537906137184,,0.006147540983606557
pos_prop_PART,0.010050251256281407,0.012468827930174564,0.009025270758122744,0.01639344262295082,0.012295081967213115
pos_prop_INTJ,0.002512562814070352,,0.0018050541516245488,,
pos_prop_PRON,0.010050251256281407,0.006650041562759767,0.01263537906137184,0.0117096018735363,0.006147540983606557
token_length_mean,5.791304347826087,5.688728024819028,5.639511201629328,5.8590785907859075,5.698841698841699
token_length_median,5.0,4.0,4.0,5.0,4.0
token_length_std,3.482866515995404,3.50023003165935,3.359999964445856,3.3667721494868963,3.482541298596998
sentence_length_mean,23.0,23.585365853658537,28.88235294117647,21.705882352941178,24.28125
sentence_length_median,24.0,23.0,25.0,24.0,24.0
sentence_length_std,6.723094525588644,12.658701065710856,11.524308594502097,6.238068195338087,13.210399253523718
syllables_per_token_mean,1.8347826086956522,1.7849017580144777,1.7474541751527495,1.8563685636856369,1.7734877734877734
syllables_per_token_median,1.0,1.0,1.0,1.0,1.0
syllables_per_token_std,1.156685179690193,1.1293121725677224,1.0818671324609455,1.1133429894368982,1.1150854254108824
n_tokens,345,967,491,369,777
n_unique_tokens,180,399,213,175,343
proportion_unique_tokens,0.5217391304347826,0.4126163391933816,0.43380855397148677,0.4742547425474255,0.44144144144144143
n_characters,2051,5737,2832,2220,4627
n_sentences,15,41,17,17,32
first_order_coherence,0.8809605751718793,0.6818119078874588,0.8632170744240284,0.839650996029377,0.649654223553596
second_order_coherence,0.8708158272963303,0.6985196016537838,0.8725009481112163,0.8191726009051005,0.698622805128495
entropy,11.821210686530632,28.856106699440268,15.656022624839345,12.714714101792389,23.091025180844724
perplexity,136108.91455491434,3404457435745.9883,6299763.335354139,332606.07201812905,10673449940.11406
per_word_perplexity,341.98219737415667,2829972930.79467,11371.413962733102,778.9369368106067,10935911.823887356
flesch_reading_ease,28.267391304347854,31.8931649305118,29.684788546783295,27.754748923959852,32.15246561293441
flesch_kincaid_grade,15.030434782608697,14.670133427497667,16.29407691386127,14.780443169137573,14.806843227155728
smog,16.567214971974305,16.689078388715778,17.52810070062053,16.3463520281816,16.753131548150495
gunning_fog,18.8231884057971,18.989472091204885,20.35131184856835,18.546851586162923,19.081869369369368
automated_readability_index,17.347043478260872,17.156591923726886,19.57327423026237,17.01920133907221,17.552169401544404
coleman_liau_index,16.965913043478263,16.394705274043428,16.335478615071285,17.287696476964765,16.490141570141564
lix,60.971014492753625,59.055893258001866,65.13489876602372,61.814283436952024,60.05988577863578
rix,8.733333333333333,8.365853658536585,10.470588235294118,8.705882352941176,8.6875
passed_quality_check,True,True,True,True,True
n_stop_words,136.0,335.0,200.0,144.0,267.0
alpha_ratio,0.8668341708542714,0.800498753117207,0.8862815884476535,0.8641686182669789,0.7930327868852459
mean_word_length,5.153266331658291,4.768911055694098,5.111913357400722,5.1990632318501175,4.74077868852459
