,human-full,continue,human-cont,explain,create
dependency_distance_mean,2.7148407530141747,2.662782451540348,2.6703498100278207,2.686224620073858,3.008147932057013
dependency_distance_std,0.939334198701865,0.2693322354101373,1.0284680521924228,0.32545657380655424,0.5322054683746564
prop_adjacent_dependency_relation_mean,0.4749176115575285,0.46407169900264134,0.4696536829149029,0.5022416990921401,0.4605155043684081
prop_adjacent_dependency_relation_std,0.06590485885938951,0.05329919819369957,0.06438630515129264,0.06493870546933417,0.07111283803794924
pos_prop_ADJ,0.09896432681242807,0.0975609756097561,0.09666666666666666,0.0804953560371517,0.10231660231660232
pos_prop_NOUN,0.3003452243958573,0.3170731707317073,0.28,0.3126934984520124,0.3185328185328185
pos_prop_ADP,0.11852704257767549,0.10643015521064302,0.12,0.14241486068111456,0.12548262548262548
pos_prop_DET,0.05063291139240506,0.09090909090909091,0.045,0.08359133126934984,0.0694980694980695
pos_prop_PUNCT,0.1334867663981588,0.13082039911308205,0.13,0.10835913312693499,0.13706563706563707
pos_prop_VERB,0.08745684695051784,0.11086474501108648,0.085,0.08978328173374613,0.0888030888030888
pos_prop_CCONJ,0.0379746835443038,0.037694013303769404,0.03333333333333333,0.043343653250773995,0.03667953667953668
pos_prop_PROPN,0.05523590333716916,0.019955654101995565,0.06333333333333334,0.04643962848297214,0.025096525096525095
pos_prop_PART,0.011507479861910242,0.024390243902439025,0.011666666666666667,0.015479876160990712,0.007722007722007722
pos_prop_AUX,0.0379746835443038,0.031042128603104215,0.043333333333333335,0.030959752321981424,0.017374517374517374
pos_prop_ADV,0.02186421173762946,0.013303769401330377,0.03,0.018575851393188854,0.03474903474903475
pos_prop_PRON,0.006904487917146145,0.015521064301552107,0.008333333333333333,0.015479876160990712,0.009652509652509652
pos_prop_X,0.026467203682393557,,0.035,,
pos_prop_NUM,0.009205983889528193,,0.013333333333333334,0.006191950464396285,0.013513513513513514
pos_prop_SCONJ,0.0034522439585730723,0.004434589800443459,0.005,0.006191950464396285,0.011583011583011582
token_length_mean,5.972489683631362,6.020408163265306,5.849094567404427,5.807017543859649,6.087640449438203
token_length_median,6.0,6.0,5.0,5.0,6.0
token_length_std,3.893607393311482,3.3737570404664035,4.073687983613582,3.3384448343462134,3.394503826816808
sentence_length_mean,18.175,20.63157894736842,17.137931034482758,23.75,22.25
sentence_length_median,18.5,20.0,18.0,23.5,22.0
sentence_length_std,8.419879749735147,5.038906797853234,9.069555507228126,5.035292113340264,6.751851597895202
syllables_per_token_mean,1.7909215955983493,1.8239795918367347,1.738430583501006,1.7298245614035088,1.8112359550561798
syllables_per_token_median,1.0,2.0,1.0,1.0,1.0
syllables_per_token_std,1.015844274889914,0.9830899223885241,1.009009690260953,0.9915369802767754,1.025674697345435
n_tokens,727,392,497,285,445
n_unique_tokens,326,199,264,157,253
proportion_unique_tokens,0.4484181568088033,0.5076530612244898,0.5311871227364185,0.5508771929824562,0.5685393258426966
n_characters,4484,2419,3010,1693,2782
n_sentences,40,19,29,12,20
first_order_coherence,0.6382874411841234,0.8263010448879666,0.5562542305727091,0.8749509616331621,0.8592058702519065
second_order_coherence,0.6889605845667814,0.8310284088639652,0.6365716736073848,0.858320164680481,0.8425905671384599
entropy,21.940800240856955,13.132226348930093,14.868888999662046,9.012154255160283,14.966404715200163
perplexity,3378846583.969647,504955.8854665971,2867321.8525660858,8202.171827206115,3161018.093623396
per_word_perplexity,3888200.9021514924,1119.6361096820335,4778.8697542768095,25.393720827263515,6102.3515320914985
flesch_reading_ease,36.875408012379694,31.585273899033325,42.36877263581488,36.385592105263186,31.020688202247186
flesch_kincaid_grade,12.631124828060525,13.979274973147156,11.607273988760152,14.084429824561408,14.460084269662925
smog,14.265292616868656,15.562485235769564,13.304227280403612,15.134931603849854,15.381575749822971
gunning_fog,15.633136176066026,17.436305048335125,14.259598973149242,16.938596491228072,17.169662921348316
automated_readability_index,15.787926409903712,17.241911922663803,14.688200929716231,17.796052631578945,18.367786516853933
coleman_liau_index,17.68962861072902,18.16530612244898,16.86551307847083,17.098947368421054,18.664988764044946
lix,59.715577716643736,65.78464017185821,55.97092902241032,64.10087719298245,66.51966292134831
rix,7.55,9.31578947368421,6.655172413793103,9.583333333333334,9.85
passed_quality_check,True,True,True,True,True
n_stop_words,253.0,153.0,174.0,116.0,161.0
alpha_ratio,0.8273878020713463,0.8691796008869179,0.8166666666666667,0.8761609907120743,0.8474903474903475
mean_word_length,5.159953970080553,5.363636363636363,5.016666666666667,5.241486068111455,5.370656370656371
doc_length,869.0,451.0,600.0,323.0,518.0
duplicate_ngram_chr_fraction_5,0.12158522508657175,0.03136136849607983,,,
duplicate_ngram_chr_fraction_6,0.12158522508657175,,,,
duplicate_ngram_chr_fraction_7,0.10965756060023085,,,,
duplicate_ngram_chr_fraction_8,0.08695652173913043,,,,
duplicate_ngram_chr_fraction_9,0.06656406310119277,,,,
duplicate_ngram_chr_fraction_10,0.016929588303193535,,,,
top_ngram_chr_fraction_2,0.010773374374759523,0.01924447612259444,0.016009148084619784,0.017721518987341773,0.009316770186335404
top_ngram_chr_fraction_3,0.013466717968449404,0.021382751247327157,0.020011435105774727,,0.009316770186335404
top_ngram_chr_fraction_4,0.012697191227395151,,0.018867924528301886,,
oov_ratio,0.01726121979286536,0.0066518847006651885,0.015,0.01238390092879257,0.023166023166023165
connectives,18,10,15,7,19
pos_prop_SYM,,,,,0.0019305019305019305
