,human,continue,create,explain
dependency_distance_mean,3.2115905562074456,2.978714338598995,2.7372115399956947,2.9466126844646583
dependency_distance_std,1.0605286371405171,0.7853828980017438,1.17297052603526,0.8530887460712153
prop_adjacent_dependency_relation_mean,0.4717496837675379,0.48723771805241756,0.46434039750957856,0.479732181195997
prop_adjacent_dependency_relation_std,0.07678343967986066,0.08623889885887823,0.0878290648992717,0.09274366328786547
passed_quality_check,True,True,,True
n_stop_words,240.0,314.0,298.0,327.0
alpha_ratio,0.866231647634584,0.8865710560625815,0.8946666666666667,0.8894736842105263
mean_word_length,6.6150081566068515,6.582790091264668,6.728,6.71578947368421
doc_length,613.0,767.0,750.0,760.0
duplicate_ngram_chr_fraction_5,0.05520401483744272,0.13176265270506107,0.392701239741575,0.12636127917026793
duplicate_ngram_chr_fraction_6,0.05520401483744272,0.09965095986038394,0.3726209184564344,0.10855661192739845
duplicate_ngram_chr_fraction_7,0.04669430504036657,0.08429319371727749,0.3349048367382574,0.09714779602420053
duplicate_ngram_chr_fraction_8,0.027929303949378138,0.05968586387434555,0.32547581630871314,0.0853932584269663
duplicate_ngram_chr_fraction_9,0.027929303949378138,,0.29125196437925616,0.0853932584269663
duplicate_ngram_chr_fraction_10,0.027929303949378138,,0.29125196437925616,0.0853932584269663
top_ngram_chr_fraction_2,0.004363953742090334,0.018150087260034906,0.03177929107735289,0.005185825410544511
top_ngram_chr_fraction_3,0.005454942177612917,0.030541012216404886,0.049938885978697396,0.024200518582541054
top_ngram_chr_fraction_4,0.006545930613135501,0.01099476439790576,0.0749083289680461,0.014520311149524633
oov_ratio,0.04241435562805873,0.01694915254237288,0.010666666666666666,0.02894736842105263
pos_prop_NOUN,0.2936378466557912,0.26727509778357234,0.2813333333333333,0.2710526315789474
pos_prop_CCONJ,0.053833605220228384,0.04563233376792699,0.034666666666666665,0.042105263157894736
pos_prop_ADP,0.13213703099510604,0.09126466753585398,0.11333333333333333,0.11315789473684211
pos_prop_DET,0.12887438825448613,0.11994784876140809,0.11333333333333333,0.14342105263157895
pos_prop_VERB,0.05546492659053834,0.09517601043024772,0.068,0.08157894736842106
pos_prop_ADJ,0.07830342577487764,0.08735332464146023,0.12,0.08289473684210526
pos_prop_PUNCT,0.08809135399673736,0.10951760104302477,0.08933333333333333,0.10263157894736842
pos_prop_AUX,0.02773246329526917,0.03911342894393742,0.04933333333333333,0.035526315789473684
pos_prop_PRON,0.013050570962479609,0.03129074315514994,0.024,0.025
pos_prop_ADV,0.053833605220228384,0.06258148631029987,0.056,0.05263157894736842
pos_prop_PROPN,0.02773246329526917,0.003911342894393742,0.012,0.015789473684210527
pos_prop_SPACE,0.01794453507340946,,,
pos_prop_NUM,0.01468189233278956,0.002607561929595828,0.0026666666666666666,0.007894736842105263
pos_prop_SCONJ,0.0032626427406199023,0.02346805736636245,0.02266666666666667,0.014473684210526316
pos_prop_X,0.0065252854812398045,,0.0013333333333333333,0.0013157894736842105
pos_prop_PART,0.004893964110929853,0.020860495436766623,0.012,0.010526315789473684
first_order_coherence,0.6297331413626671,0.7055756128273714,0.48685955375624007,0.6821556993019886
second_order_coherence,0.611267825588584,0.7160315135199773,0.4781269078927213,0.6721446961164474
flesch_reading_ease,-24.56303259807342,-19.704616947291356,-19.11767082111433,-21.634802312775292
flesch_kincaid_grade,21.950136116152454,20.249630673499272,20.161552785923757,20.506431350954475
smog,19.82211366993436,18.537638030910006,18.903936251131103,18.43137098341942
gunning_fog,24.593075527013823,23.872459736456808,24.70856304985337,23.667562408223205
automated_readability_index,23.29869468099958,21.346372620790632,21.473856304985333,21.836905286343615
coleman_liau_index,25.414591651542647,25.210541727672027,25.382756598240466,25.849045521292215
lix,66.20138210247103,65.09842606149341,68.66290322580645,63.42734948604993
rix,9.538461538461538,8.2,8.8,7.9
entropy,10.828379251888054,13.361332573449625,10.827704298309737,13.35201847009668
perplexity,50431.903103603865,634969.7084125226,50397.875394996416,629082.9922211156
per_word_perplexity,82.27064127830972,827.8614190515287,67.19716719332855,827.74077923831
token_length_mean,7.246823956442832,7.269399707174231,7.299120234604105,7.378854625550661
token_length_median,6.0,6.0,7.0,6.0
token_length_std,5.265446026185351,4.6597919467125415,4.38589104763574,5.1446414399528155
sentence_length_mean,21.192307692307693,17.075,17.05,17.025
sentence_length_median,20.0,16.0,19.0,17.5
sentence_length_std,8.05757756481548,7.215911238367612,8.434897746860955,5.32206491880736
syllables_per_token_mean,2.4809437386569875,2.4729136163982433,2.466275659824047,2.4963289280469896
syllables_per_token_median,2.0,2.0,2.0,2.0
syllables_per_token_std,1.8001562289813315,1.624415156341304,1.4878414072218584,1.7925612412692105
n_tokens,551,683,682.0,681
n_unique_tokens,290,291,303.0,333
proportion_unique_tokens,0.5263157894736842,0.4260614934114202,0.4442815249266862,0.4889867841409692
n_characters,4055,5049,5046.0,5104
n_sentences,26,40,40.0,40
connectives,12,22,16.0,20
connectives_cap,3,8,4.0,4
