,human,continue,create,explain
flesch_reading_ease,57.339500000000015,47.1359992784993,33.45559360730596,35.507888986014024
flesch_kincaid_grade,10.599268996960486,13.087465929132595,15.501604696673194,15.033352272727274
smog,13.16422511132771,14.747713142868488,16.32212239822248,16.146526854915564
gunning_fog,14.338966565349546,16.728843995510665,18.79504240052185,18.501223776223778
automated_readability_index,13.965197568389058,18.021760461760458,20.621850945857794,19.518788243006995
coleman_liau_index,13.598510638297878,16.21594356261023,18.27465753424657,17.326079545454544
lix,50.076139817629176,62.10429693763027,69.07664709719504,64.71896853146853
rix,6.142857142857143,9.363636363636363,11.476190476190476,10.192307692307692
token_length_mean,5.23404255319149,5.64021164021164,5.976027397260274,5.8196022727272725
token_length_median,5.0,5.0,6.0,6.0
token_length_std,2.731516342639033,2.87806371521883,2.8947473638677437,2.881191329671921
sentence_length_mean,21.485714285714284,25.772727272727273,27.80952380952381,27.076923076923077
sentence_length_median,20.0,21.0,26.0,27.5
sentence_length_std,12.067361952381967,17.299321631949034,11.265704583968223,8.366246639935776
syllables_per_token_mean,1.509308510638298,1.5784832451499118,1.7157534246575343,1.7002840909090908
syllables_per_token_median,1.0,1.0,1.0,1.0
syllables_per_token_std,0.8250844898914802,0.8911256535950971,0.969407978929181,0.9636577623454912
n_tokens,752,567,584,704
n_unique_tokens,361,367,394,386
proportion_unique_tokens,0.4800531914893617,0.6472663139329806,0.6746575342465754,0.5482954545454546
n_characters,4095,3278,3579,4180
n_sentences,35,22,21,26
entropy,21.81311145212914,12.136362790924478,11.659701913714072,14.20298792527915
perplexity,2973814925.2474537,186532.8777857503,115809.50404886538,1473259.6094208357
per_word_perplexity,3356450.2542296317,294.2158955611203,174.6749683994953,1888.7943710523534
passed_quality_check,True,True,True,True
n_stop_words,337.0,244.0,203.0,265.0
alpha_ratio,0.8577878103837472,0.8927444794952681,0.8717948717948718,0.8871794871794871
mean_word_length,4.621896162528217,5.173501577287066,5.398190045248869,5.358974358974359
doc_length,886.0,634.0,663.0,780.0
symbol_to_word_ratio_#,0.0,0.0,0.0,0.0
proportion_ellipsis,0.0,0.0,0.0,0.0
proportion_bullet_points,0.0,0.0,0.0,0.0
contains_lorem ipsum,0.0,0.0,0.0,0.0
duplicate_line_chr_fraction,0.0,0.0,0.0,0.0
duplicate_paragraph_chr_fraction,0.0,0.0,0.0,0.0
duplicate_ngram_chr_fraction_5,0.008036266227076035,0.0,0.0,0.03989307012132429
duplicate_ngram_chr_fraction_6,0.0,0.0,0.0,0.012749331688258276
duplicate_ngram_chr_fraction_7,0.0,0.0,0.0,0.012749331688258276
duplicate_ngram_chr_fraction_8,0.0,0.0,0.0,0.0
duplicate_ngram_chr_fraction_9,0.0,0.0,0.0,0.0
duplicate_ngram_chr_fraction_10,0.0,0.0,0.0,0.0
top_ngram_chr_fraction_2,0.006799917576756645,0.00707361802462667,0.006518590053114438,0.004935225169648365
top_ngram_chr_fraction_3,0.017514939212858027,0.00707361802462667,0.0,0.0
top_ngram_chr_fraction_4,0.006799917576756645,0.0,0.0,0.0
oov_ratio,0.001128668171557562,0.01892744479495268,0.0196078431372549,0.015384615384615385
pos_prop_PUNCT,0.13205417607223477,0.08675078864353312,0.10558069381598793,0.08717948717948718
pos_prop_NOUN,0.1873589164785553,0.22082018927444794,0.22473604826546004,0.22692307692307692
pos_prop_ADP,0.10045146726862303,0.11514195583596215,0.11010558069381599,0.10512820512820513
pos_prop_DET,0.062076749435665914,0.0473186119873817,0.04524886877828054,0.04871794871794872
pos_prop_PROPN,0.1309255079006772,0.055205047318611984,0.042232277526395176,0.1064102564102564
pos_prop_PART,0.030474040632054177,0.026813880126182965,0.02564102564102564,0.03205128205128205
pos_prop_VERB,0.11399548532731377,0.12302839116719243,0.14177978883861236,0.13076923076923078
pos_prop_CCONJ,0.020316027088036117,0.022082018927444796,0.013574660633484163,0.023076923076923078
pos_prop_ADJ,0.05756207674943566,0.10725552050473186,0.13725490196078433,0.08333333333333333
pos_prop_PRON,0.055304740406320545,0.05362776025236593,0.0392156862745098,0.029487179487179487
pos_prop_SCONJ,0.02708803611738149,0.02050473186119874,0.010558069381598794,0.023076923076923078
pos_prop_AUX,0.04966139954853273,0.052050473186119876,0.03469079939668175,0.041025641025641026
pos_prop_NUM,0.010158013544018058,0.0015772870662460567,0.0030165912518853697,0.008974358974358974
pos_prop_ADV,0.022573363431151242,0.04574132492113565,0.04675716440422323,0.038461538461538464
first_order_coherence,0.7578734510085162,0.7921753809565589,0.7812497928738594,0.8367268824577332
second_order_coherence,0.7278768379579891,0.7775571405887604,0.7816961909595289,0.8270863071084023
dependency_distance_mean,2.9249346660884745,2.890749439214915,2.8319397950279734,2.9462700468887366
dependency_distance_std,1.0509489831325933,0.689188704586577,0.6121653813019879,0.5980200602799498
prop_adjacent_dependency_relation_mean,0.44176369273353533,0.49667030558865494,0.4764866990500348,0.4892774938655891
prop_adjacent_dependency_relation_std,0.107493814613723,0.08617653764930214,0.05939178665629117,0.0705810121063729
connectives,19,13,7,20
connectives_cap,2,4,2,4
pos_prop_SPACE,,0.01892744479495268,0.0196078431372549,0.015384615384615385
pos_prop_X,,0.0031545741324921135,,
