system,file,shannon,simpson
human,None-Adulte_Weichgewebesarkome-110_709_de,84.11,46.97
human,None-Adulte_Weichgewebesarkome-130_533_de,89.31,45.13
human,None-Adulte_Weichgewebesarkome-64_544_de,81.07,47.6
human,None-Adulte_Weichgewebesarkome-88_614_de,91.57,44.82
human,None-Aktinische_Keratose_und_Plattenepithelkarzinom_der_Haut-66_531_de,85.81,45.29
human,None-Aktinische_Keratose_und_Plattenepithelkarzinom_der_Haut-8_513_de,93.56,42.45
human,None-Analkarzinom-22_501_de,97.48,42.34
human,None-Analkarzinom-55_575_de,80.24,47.98
human,None-Endometriumkarzinom-129_502_de,84.35,46.62
human,None-Endometriumkarzinom-7_570_de,80.9,49.59
human,None-Harnblasenkarzinom-121_574_de,84.32,46.68
human,None-Harnblasenkarzinom-125_573_de,77.79,50.75
human,None-Harnblasenkarzinom-55_536_de,96.04,40.94
human,None-Harnblasenkarzinom-71_530_de,82.46,48.16
human,None-Harnblasenkarzinom-79_586_de,88.72,44.11
human,None-Harnblasenkarzinom-87_546_de,82.98,47.51
human,None-Harnblasenkarzinom-8_526_de,86.15,45.64
human,None-Harnblasenkarzinom-92_587_de,71.13,54.97
human,None-Harnblasenkarzinom-93_591_de,74.1,54.04
human,None-Hautkrebsprävention-105_510_de,93.7,43.05
human,None-Hautkrebsprävention-113_603_de,107.62,39.07
human,None-Hautkrebsprävention-35_540_de,93.84,42.63
human,None-Hautkrebsprävention-62_527_de,94.65,41.86
human,None-Hautkrebsprävention-64_539_de,86.22,45.8
human,None-Hautkrebsprävention-77_567_de,102.83,40.05
human,None-Hautkrebsprävention-81_591_de,80.63,49.94
human,None-Hepatozelluläres_Karzinom_und_biliäre_Karzinome-69_610_de,94.35,42.97
human,None-Hodentumoren-105_566_de,79.57,49.24
human,None-Hodentumoren-3_536_de,90.99,42.63
human,None-Hodgkin_Lymphom-31_530_de,86.86,48.25
human,None-Hodgkin_Lymphom-33_608_de,87.1,47.52
human,None-Hodgkin_Lymphom-35_623_de,86.1,46.14
human,None-Hodgkin_Lymphom-3_611_de,79.13,50.34
human,None-Hodgkin_Lymphom-46_555_de,81.76,46.55
human,None-Hodgkin_Lymphom-69_544_de,88.41,45.86
human,None-Hodgkin_Lymphom-72_565_de,92.15,42.93
human,None-Kolorektales_Karzinom-124_566_de,99.28,39.99
human,None-Kolorektales_Karzinom-26_511_de,90.66,44.33
human,None-Komplementärmedizin-15_532_de,82.65,46.33
human,None-Komplementärmedizin-16_676_de,89.6,44.72
human,None-Komplementärmedizin-21_617_de,84.68,46.13
human,None-Komplementärmedizin-23_580_de,93.63,44.22
human,None-Komplementärmedizin-27_599_de,83.41,47.71
human,None-Komplementärmedizin-33_537_de,77.95,48.81
human,None-Komplementärmedizin-51_602_de,99.46,40.15
human,None-Komplementärmedizin-55_585_de,85.52,46.29
human,None-Komplementärmedizin-57_527_de,110.85,36.16
human,None-Larynxkarzinom-27_531_de,82.36,46.79
human,None-Larynxkarzinom-31_552_de,97.8,40.59
human,None-Larynxkarzinom-53_602_de,85.38,46.91
human,None-Larynxkarzinom-9_558_de,79.06,48.87
human,None-Lungenkarzinom-10_506_de,82.11,46.86
human,None-Lungenkarzinom-187_548_de,85.09,45.9
human,None-Lungenkarzinom-236_510_de,94.74,44.2
human,None-Lungenkarzinom-279_518_de,91.04,43.47
human,None-Magenkarzinom-18_562_de,83.17,48.03
human,None-Magenkarzinom-2_570_de,95.03,42.58
