,human,continue,create,explain
entropy,9.363389364372232,13.105378426859765,11.642256919840886,13.127274758166035
perplexity,11653.820724041932,491579.240261657,113806.7279600235,502461.73068078863
per_word_perplexity,20.48123150095243,621.4655376253565,144.42478167515674,632.0273341896713
dependency_distance_mean,2.985711110337434,2.9015863737633363,2.859872684251198,2.746814983606005
dependency_distance_std,0.5704126265210258,0.6512931656218468,0.7540497368541249,1.0469170233915106
prop_adjacent_dependency_relation_mean,0.4171094033899425,0.4461432581810495,0.44467956832936245,0.4108242466511816
prop_adjacent_dependency_relation_std,0.08337688336956967,0.0774179070365566,0.09228301486395811,0.13356289134959365
pos_prop_NOUN,0.2038664323374341,0.20353982300884957,0.21954314720812182,0.19371069182389938
pos_prop_NUM,0.033391915641476276,0.0025284450063211127,0.006345177664974619,0.028930817610062894
pos_prop_ADV,0.09490333919156414,0.07964601769911504,0.0583756345177665,0.09182389937106918
pos_prop_VERB,0.07908611599297012,0.10745891276864729,0.08883248730964467,0.09685534591194969
pos_prop_PUNCT,0.0984182776801406,0.10366624525916561,0.10025380710659898,0.09811320754716982
pos_prop_PRON,0.022847100175746926,0.03286978508217446,0.030456852791878174,0.02389937106918239
pos_prop_ADP,0.09314586994727592,0.07079646017699115,0.09771573604060914,0.09182389937106918
pos_prop_DET,0.1634446397188049,0.14032869785082175,0.15609137055837563,0.14842767295597484
pos_prop_ADJ,0.07557117750439367,0.09355246523388117,0.1218274111675127,0.061635220125786164
pos_prop_AUX,0.0492091388400703,0.0632111251580278,0.044416243654822336,0.061635220125786164
pos_prop_PROPN,0.03866432337434095,0.010113780025284451,0.021573604060913704,0.028930817610062894
pos_prop_PART,0.012302284710017574,0.022756005056890013,0.012690355329949238,0.013836477987421384
pos_prop_CCONJ,0.022847100175746926,0.041719342604298354,0.027918781725888325,0.028930817610062894
pos_prop_SCONJ,0.007029876977152899,0.022756005056890013,0.013959390862944163,0.022641509433962263
pos_prop_X,0.005272407732864675,0.0050568900126422255,,0.00880503144654088
first_order_coherence,0.632899808883667,0.7524668449579284,0.7086620913310484,0.5892332900239496
second_order_coherence,0.6303595041527468,0.7586023807525635,0.6984209660873857,0.574293282115832
token_length_mean,6.556213017751479,6.571227080394922,6.823695345557122,6.290550070521862
token_length_median,6.0,6.0,6.0,5.0
token_length_std,4.075991168042531,3.99288030557043,4.063488034251589,3.920965794045036
sentence_length_mean,14.083333333333334,16.113636363636363,15.755555555555556,14.18
sentence_length_median,13.0,16.0,14.0,13.0
sentence_length_std,5.324863065531983,4.513695870705418,5.375481603459898,6.323574938276607
syllables_per_token_mean,2.1696252465483234,2.1791255289139633,2.2595204513399154,2.052186177715092
syllables_per_token_median,2.0,2.0,2.0,2.0
syllables_per_token_std,1.437324539533935,1.376946529781966,1.4272426180458984,1.3420975475407921
n_tokens,507,709,709,709.0
n_unique_tokens,302,371,366,310.0
proportion_unique_tokens,0.5956607495069034,0.5232722143864598,0.5162200282087447,0.43723554301833567
n_characters,3386,4741,4917,4546.0
n_sentences,36,44,45,50.0
flesch_reading_ease,8.99012080867854,6.125639344787828,-0.31231907224571387,18.827349365303263
flesch_kincaid_grade,15.504077909270219,16.407999423002952,17.217007992477672,14.155996897038087
smog,15.65234096097598,15.815793986936935,16.431609938604318,15.00282015840023
gunning_fog,19.282248520710063,18.688049749967945,20.068089641122086,17.85817771509168
automated_readability_index,16.49142998027613,17.577297730478264,18.587382855351827,15.288490832157969
coleman_liau_index,20.6487573964497,21.00186177715091,22.444626234132574,19.100987306064876
lix,55.70069033530572,58.84988460058982,60.184328475160626,52.6849365303244
rix,5.861111111111111,6.886363636363637,7.0,5.46
passed_quality_check,True,True,True,
n_stop_words,226.0,359.0,330.0,354.0
alpha_ratio,0.859402460456942,0.8938053097345132,0.8934010152284264,0.8628930817610063
mean_word_length,5.95079086115993,5.993678887484197,6.23984771573604,5.718238993710692
doc_length,569.0,791.0,788.0,795.0
duplicate_ngram_chr_fraction_5,0.04350025290844714,,,0.18176627331556908
duplicate_ngram_chr_fraction_6,0.035912999494183105,,,0.13494480395888847
top_ngram_chr_fraction_2,0.012645422357106728,0.010093595155074325,0.0071111111111111115,0.011419870574800152
top_ngram_chr_fraction_3,0.025796661608497723,0.009543035419342998,,0.01598781880472021
top_ngram_chr_fraction_4,0.032878098128477494,0.015415672600477152,,0.01446516939474686
oov_ratio,0.03163444639718805,0.0037926675094816687,0.011421319796954314,0.016352201257861635
connectives,23,23,26,31.0
connectives_cap,6,6,10,13.0
duplicate_ngram_chr_fraction_7,,,,0.07765511990864103
duplicate_ngram_chr_fraction_8,,,,0.07765511990864103
duplicate_ngram_chr_fraction_9,,,,0.07765511990864103
duplicate_ngram_chr_fraction_10,,,,0.07765511990864103
