lemma,shannon
der,1.7949312325426583
sein,1.0888999753452235
aktuell,0.9502705392332347
dies,0.9502705392332347
gestalten,0.6931471805599453
nutzen,0.6931471805599453
können,0.6829081047004717
ein,1.594981797390107
digital,0.8587409130062867
stellen,0.6931471805599453
systematisch,0.6931471805599453
künftig,0.6931471805599453
verschieden,0.5623351446188083
5,0.6931471805599453
zeigen,0.6931471805599453
erheblich,0.6931471805599453
alle,1.0397207708399179
stark,0.6931471805599453
effizient,1.0986122886681096
werden,0.6108643020548935
gut,0.6931471805599453
bewerten,0.6931471805599453
verbessern,0.6365141682948128
fortlaufend,0.6931471805599453
