,human,continue,create,explain
token_length_mean,5.361486486486487,7.759183673469388,8.028571428571428,7.432894736842106
token_length_median,5.0,8.0,8.0,8.0
token_length_std,3.0365570752809843,3.250614909950834,3.239299495954302,3.356176088391086
sentence_length_mean,21.142857142857142,49.0,61.25,47.5
sentence_length_median,20.5,24.0,27.5,23.5
sentence_length_std,11.204955172072902,100.0826325259949,115.83258393042952,73.94846178251444
syllables_per_token_mean,1.6283783783783783,2.3387755102040817,2.4095238095238094,2.2144736842105264
syllables_per_token_median,1.0,2.0,2.0,2.0
syllables_per_token_std,0.9302019935055476,1.1818611507010053,1.1905142851047814,1.1459544341277068
n_tokens,592,735,735,760
n_unique_tokens,315,568,627,606
proportion_unique_tokens,0.5320945945945946,0.7727891156462585,0.8530612244897959,0.7973684210526316
n_characters,3293,5767,5958,5745
n_sentences,28,15,12,16
first_order_coherence,0.6636529664198557,0.7529144744787898,0.79833350059661,0.8198773423830669
second_order_coherence,0.6479839940483754,0.7820894775482324,0.7857215501368046,0.8061418043715614
passed_quality_check,True,True,False,True
n_stop_words,227.0,146.0,110.0,145.0
alpha_ratio,0.8171589310829818,0.9172932330827067,0.9315589353612167,0.8807017543859649
mean_word_length,4.631504922644163,7.226817042606516,7.551330798479087,6.719298245614035
doc_length,711.0,798.0,789.0,855.0
symbol_to_word_ratio_#,0.0,0.0,0.0,0.003942181340341655
proportion_ellipsis,0.0,0.0,0.0,0.0
proportion_bullet_points,0.0,0.0,1.0,0.0
contains_lorem ipsum,0.0,0.0,0.0,0.0
duplicate_line_chr_fraction,0.0,0.0,0.0,0.0
duplicate_paragraph_chr_fraction,0.0,0.0,0.0,0.0
duplicate_ngram_chr_fraction_5,0.03213267685928997,0.0,0.0,0.0
duplicate_ngram_chr_fraction_6,0.01399326250323918,0.0,0.0,0.0
duplicate_ngram_chr_fraction_7,0.01399326250323918,0.0,0.0,0.0
duplicate_ngram_chr_fraction_8,0.01399326250323918,0.0,0.0,0.0
duplicate_ngram_chr_fraction_9,0.0,0.0,0.0,0.0
duplicate_ngram_chr_fraction_10,0.0,0.0,0.0,0.0
top_ngram_chr_fraction_2,0.008292303705623219,0.0,0.0026962252846015576,0.0015472690700912889
top_ngram_chr_fraction_3,0.010365379632029024,0.0,0.0,0.0
top_ngram_chr_fraction_4,0.012438455558434827,0.0,0.0,0.0
oov_ratio,0.004219409282700422,0.022556390977443608,0.015209125475285171,0.012865497076023392
pos_prop_PROPN,0.057665260196905765,0.042606516290726815,0.034220532319391636,0.03976608187134503
pos_prop_PUNCT,0.14486638537271448,0.06892230576441102,0.057034220532319393,0.10058479532163743
pos_prop_VERB,0.09142053445850915,0.17293233082706766,0.17997465145754118,0.1567251461988304
pos_prop_ADP,0.09845288326300984,0.05889724310776942,0.07224334600760456,0.06315789473684211
pos_prop_DET,0.05625879043600562,0.021303258145363407,0.017743979721166033,0.016374269005847954
pos_prop_ADJ,0.11533052039381153,0.18295739348370926,0.20912547528517111,0.1953216374269006
pos_prop_NOUN,0.23628691983122363,0.2794486215538847,0.2991128010139417,0.2783625730994152
pos_prop_ADV,0.03375527426160337,0.10275689223057644,0.07477820025348543,0.05847953216374269
pos_prop_PRON,0.01828410689170183,0.015037593984962405,0.011406844106463879,0.014035087719298246
pos_prop_AUX,0.040787623066104076,0.016290726817042606,0.0076045627376425855,0.016374269005847954
pos_prop_PART,0.015471167369901548,0.006265664160401002,0.005069708491761723,0.008187134502923977
pos_prop_NUM,0.02531645569620253,0.006265664160401002,0.0038022813688212928,0.01871345029239766
pos_prop_CCONJ,0.035161744022503515,0.016290726817042606,0.01394169835234474,0.019883040935672516
pos_prop_X,0.01969057665260197,0.002506265664160401,0.0063371356147021544,
pos_prop_SCONJ,0.007032348804500703,0.0037593984962406013,0.005069708491761723,0.007017543859649123
pos_prop_SYM,0.0028129395218002813,0.0037593984962406013,0.0025348542458808617,0.007017543859649123
pos_prop_SPACE,0.0014064697609001407,,,
dependency_distance_mean,3.0101493302760614,3.709301283170442,3.262685544539823,3.426931808825822
dependency_distance_std,1.172550776787383,3.224719048418093,1.8932409002140513,1.481737502837613
prop_adjacent_dependency_relation_mean,0.4508679555495669,0.45174218949089023,0.46530555070269103,0.4417204282062439
prop_adjacent_dependency_relation_std,0.06484276638571942,0.055042708614104326,0.050951940176187496,0.04954860424752361
flesch_reading_ease,47.614189189189204,-40.76040816326528,-59.17946428571423,-28.721973684210525
flesch_kincaid_grade,11.87057915057915,31.11755102040816,36.72988095238095,29.065789473684216
smog,13.925175675911131,29.057668838252525,32.95051105816423,27.948336415530598
gunning_fog,15.213899613899613,36.416326530612245,42.29591836734694,34.89473684210526
automated_readability_index,14.394029922779922,39.615755102040815,47.00957142857143,37.32893421052632
coleman_liau_index,14.32554054054054,29.21991836734694,30.92473469387755,27.282263157894736
lix,55.09555984555985,115.53061224489795,129.82142857142856,109.07894736842105
rix,7.178571428571429,32.6,42.0,29.25
entropy,18.065230317282527,8.611585322816941,5.988246238715863,9.91684149189127
perplexity,70085768.71073918,5494.953050806377,398.7147459244768,20268.870028561574
per_word_perplexity,98573.51436109589,6.885906078704734,0.5053418833009845,23.706280735159737
connectives,22,8,10,12
connectives_cap,8,1,1,2
