human,continue,explain,create
0.012845215157353885,0.01681696319766025,0.0096688421561518,0.011789363374377783
0.008840244159124395,0.013486513486513486,0.0289360172537742,0.02409211691762622
0.011019283746556474,0.004577822990844354,0.011650074136835416,0.004806591897459373
0.015873015873015872,0.006963441929868192,0.013211382113821139,
0.025352924229328725,0.004779607010090282,,0.008934707903780068
0.03472770323599053,0.020710059171597635,,0.022260697501855057
0.010523475445223961,0.0118822576289495,0.0035910940866650705,0.024704065877509007
0.008241758241758242,0.004782146652497344,,0.01038691249026227
0.01125809175344779,,0.0049301561216105174,
0.00548780487804878,0.013898080741230973,0.011384062312762133,0.012036108324974924
0.009927797833935019,0.011570983533600357,0.004176455233620465,0.008526453869698294
0.009174311926605505,0.014504881450488146,0.005714285714285714,0.004434589800443459
0.012795275590551181,0.02101293103448276,0.02879232204745401,0.005517603783499738
0.015681544028950542,0.008595988538681949,0.010942760942760943,
0.013677012098895318,0.012325195543967766,,0.016793551276309895
,0.025693730729701953,,
0.019237375472346274,0.012844036697247707,0.0038860103626943004,0.005180228793438377
0.008509297195083518,0.01644286105782406,,0.012127894156560088
,0.02269170579029734,0.0331389183457052,0.007446808510638298
0.017687074829931974,0.010114763664656681,0.012709171785638636,0.009495982468955442
0.01622169651909429,0.019469026548672566,0.023914968999114262,0.020947393477743395
0.004669260700389105,,0.008472735172713448,0.01783301810321535
0.004132231404958678,0.021159153633854646,0.010106681639528355,0.005187319884726225
0.010632014176018901,0.012155212716222535,0.03018054432767448,0.021685114072735486
0.004249667994687915,0.019353419837255335,0.014433485686793361,0.007204610951008645
0.013897467572575664,0.01798941798941799,0.00714455822814956,0.011837013430457547
0.017606781871535703,0.006372809346787042,,
0.01875901875901876,,0.019210906837430285,0.005837995621503284
0.01106069200226886,0.009307875894988066,0.00388903292714545,0.005292338709677419
0.006772009029345372,0.012745098039215686,0.00572655690765927,0.0088515660463005
0.028055031022390074,,0.01606046291922532,0.006744941294029478
0.011311725038068305,0.015677491601343786,,0.003918495297805642
0.008806262230919765,0.009975615162935048,0.011363636363636364,0.02952029520295203
0.00794351279788173,,0.010177453027139875,0.019953952417498082
0.010851693521867807,,0.012057877813504822,0.008047210300429184
0.018433179723502304,0.010380622837370242,0.02605548854041013,0.017481562414640807
,,0.004975124378109453,0.010426320667284522
0.0270735909426532,0.018441111384312762,0.009334163036714374,
0.009387976168983571,0.01457226127207269,0.010668855149774312,
0.00940144155437167,0.017267429311461257,0.015810276679841896,0.027178602243313203
0.016666666666666666,,0.019300879262277505,
0.021897810218978103,0.009995456610631531,0.015003750937734433,0.01970928800197093
0.010404624277456647,0.006789250353606789,0.0045662100456621,0.009365244536940686
0.0035576638007708272,0.03504571179799739,0.007208073041806823,0.012828736369467608
0.010375237765865467,0.02140777530399041,0.014336016096579477,0.01072430292031018
0.0107095046854083,0.014913007456503728,0.013553808620222282,0.0068632435180477885
0.018280949326491342,0.005532786885245901,0.007859733978234583,
