Filename	n_sentences	n_tokens	tokens_per_sent	char_per_tok	ttr_lemma_chunks_100	ttr_lemma_chunks_200	ttr_form_chunks_100	ttr_form_chunks_200	upos_dist_ADJ	upos_dist_ADP	upos_dist_ADV	upos_dist_AUX	upos_dist_CCONJ	upos_dist_DET	upos_dist_NOUN	upos_dist_NUM	upos_dist_PART	upos_dist_PRON	upos_dist_PROPN	upos_dist_PUNCT	upos_dist_SCONJ	upos_dist_SYM	upos_dist_VERB	upos_dist_X	lexical_density	verbs_tense_dist_Past	verbs_tense_dist_Pres	verbs_mood_dist_Imp	verbs_mood_dist_Ind	verbs_mood_dist_Sub	verbs_form_dist_Fin	verbs_form_dist_Inf	verbs_form_dist_Part	verbs_num_pers_dist_Plur+1	verbs_num_pers_dist_Plur+3	verbs_num_pers_dist_Sing+	verbs_num_pers_dist_Sing+1	verbs_num_pers_dist_Sing+2	verbs_num_pers_dist_Sing+3	aux_tense_dist_Past	aux_tense_dist_Pres	aux_mood_dist_Ind	aux_mood_dist_Sub	aux_form_dist_Fin	aux_form_dist_Inf	aux_num_pers_dist_Plur+1	aux_num_pers_dist_Plur+3	aux_num_pers_dist_Sing+1	aux_num_pers_dist_Sing+2	aux_num_pers_dist_Sing+3	verbal_head_per_sent	verbal_root_perc	avg_verb_edges	verb_edges_dist_0	verb_edges_dist_1	verb_edges_dist_2	verb_edges_dist_3	verb_edges_dist_4	verb_edges_dist_5	verb_edges_dist_6	avg_max_depth	avg_token_per_clause	avg_max_links_len	avg_links_len	max_links_len	avg_prepositional_chain_len	n_prepositional_chains	prep_dist_1	prep_dist_2	prep_dist_3	prep_dist_4	obj_pre	obj_post	subj_pre	subj_post	dep_dist_acl	dep_dist_advcl	dep_dist_advmod	dep_dist_amod	dep_dist_appos	dep_dist_aux	dep_dist_aux:pass	dep_dist_case	dep_dist_cc	dep_dist_ccomp	dep_dist_compound	dep_dist_compound:prt	dep_dist_conj	dep_dist_cop	dep_dist_csubj	dep_dist_dep	dep_dist_det	dep_dist_det:poss	dep_dist_expl	dep_dist_expl:pv	dep_dist_fixed	dep_dist_flat	dep_dist_iobj	dep_dist_mark	dep_dist_nmod	dep_dist_nmod:poss	dep_dist_nsubj	dep_dist_nsubj:pass	dep_dist_nummod	dep_dist_obj	dep_dist_obl	dep_dist_parataxis	dep_dist_punct	dep_dist_root	dep_dist_xcomp	principal_proposition_dist	subordinate_proposition_dist	subordinate_post	subordinate_pre	avg_subordinate_chain_len	subordinate_dist_1	subordinate_dist_2	subordinate_dist_3	subordinate_dist_4	subordinate_dist_5
human/2020-Das-sind-die-wichtigsten-Antworten-zum-Liga-Neustart_501_de.conllu	18	500	27.77777777777778	5.612345679012345	0.7	0.58	0.8	0.71	6.0	5.6	7.2	7.0	3.0	10.4	14.4	1.6	1.4	7.6	6.6	19.0	1.6	0	8.6	0	0.528395061728395	21.428571428571427	78.57142857142857	0	92.85714285714286	7.142857142857143	66.66666666666667	11.904761904761905	21.428571428571427	0	42.857142857142854	0	3.5714285714285716	0	53.57142857142857	41.1764705882353	58.8235294117647	100.0	0	89.47368421052632	10.526315789473685	0	29.41176470588235	5.882352941176471	0	64.70588235294117	2.888888888888889	94.44444444444444	3.13953488372093	0	7.6923076923076925	23.076923076923077	17.94871794871795	28.205128205128204	12.820512820512821	10.256410256410257	3.6666666666666665	9.615384615384615	14.055555555555555	4.837209302325581	45	1.0	8	100.0	0	0	0	63.1578947368421	36.8421052631579	75.0	25.0	1.4	0.8	9.8	3.2	1.6	3.0	1.0	5.0	3.0	1.4	0.6	1.0	4.8	2.8	0	0.4	10.8	0.4	0	0	0	2.2	0.8	1.6	2.6	0	11.2	0.8	0.6	3.0	3.4	0.2	19.0	3.6	0	43.58974358974359	56.41025641025641	68.18181818181819	31.818181818181817	1.411764705882353	64.70588235294117	29.41176470588235	5.882352941176471	0	0
human/2021-So-sehen-die-neuen-Formel-1-Boliden-ab-der-kommenden-Saison-aus_569_de.conllu	24	576	24.0	5.68389662027833	0.77	0.63	0.84	0.71	7.986111111111111	9.54861111111111	7.638888888888889	4.513888888888889	1.9097222222222223	13.715277777777779	20.48611111111111	3.125	0.8680555555555556	6.944444444444445	2.6041666666666665	12.67361111111111	0.8680555555555556	0	6.944444444444445	0.1736111111111111	0.5228628230616302	9.090909090909092	90.9090909090909	0	100.0	0	57.89473684210526	21.05263157894737	21.05263157894737	4.545454545454546	22.727272727272727	0	0	0	72.72727272727273	7.6923076923076925	92.3076923076923	100.0	0	81.25	18.75	0	38.46153846153846	0	0	61.53846153846154	1.875	62.5	3.5	2.7777777777777777	0	13.88888888888889	19.444444444444443	33.333333333333336	13.88888888888889	16.666666666666668	3.3333333333333335	12.8	11.166666666666666	3.6346555323590812	32	1.0	11	100.0	0	0	0	73.91304347826087	26.08695652173913	77.55102040816327	22.448979591836736	1.3888888888888888	1.0416666666666667	10.243055555555555	4.861111111111111	1.3888888888888888	2.6041666666666665	0.6944444444444444	9.027777777777779	1.9097222222222223	0.1736111111111111	0.8680555555555556	0.5208333333333334	3.4722222222222223	0.8680555555555556	0	0	14.409722222222221	0	0	0	0	0.8680555555555556	0.5208333333333334	1.5625	4.861111111111111	0	7.291666666666667	1.2152777777777777	1.9097222222222223	3.4722222222222223	6.597222222222222	0.6944444444444444	12.67361111111111	4.166666666666667	0.6944444444444444	45.45454545454545	54.54545454545455	77.77777777777777	22.22222222222222	1.2857142857142858	78.57142857142857	14.285714285714286	7.142857142857143	0	0
human/2020-«Wir-hatten-Angst-vor-genau-solch-einem-Eklat»_547_de.conllu	8	559	69.875	5.2813852813852815	0.71	0.615	0.8	0.715	3.041144901610018	9.66010733452594	6.976744186046512	3.7567084078711988	2.146690518783542	11.985688729874777	15.921288014311271	1.2522361359570662	1.9677996422182469	9.838998211091234	5.366726296958855	17.352415026833633	1.4311270125223614	0	9.30232558139535	0	0.49134199134199136	5.714285714285714	94.28571428571429	0	97.14285714285714	2.857142857142857	74.46808510638297	10.638297872340425	14.893617021276595	0	25.714285714285715	0	5.714285714285714	0	68.57142857142857	11.11111111111111	88.88888888888889	55.55555555555556	44.44444444444444	100.0	0	0	11.11111111111111	0	0	88.88888888888889	7.125	100.0	3.2884615384615383	0	6.382978723404255	12.76595744680851	21.27659574468085	40.42553191489362	8.51063829787234	10.638297872340425	7.5	9.807017543859649	25.75	4.136563876651983	46	1.375	8	75.0	12.5	12.5	0	41.666666666666664	58.333333333333336	73.77049180327869	26.229508196721312	1.9677996422182469	0.7155635062611807	8.407871198568873	2.3255813953488373	1.4311270125223614	1.4311270125223614	0.8944543828264758	9.30232558139535	2.146690518783542	1.9677996422182469	0.8944543828264758	0.7155635062611807	3.2200357781753133	1.2522361359570662	0.17889087656529518	0	11.627906976744185	0.35778175313059035	0	0	0	1.2522361359570662	0	1.7889087656529516	3.5778175313059033	0	10.01788908765653	0.7155635062611807	1.2522361359570662	4.293381037567084	7.6923076923076925	0.8944543828264758	17.352415026833633	1.4311270125223614	0.8944543828264758	18.6046511627907	81.3953488372093	54.285714285714285	45.714285714285715	1.625	62.5	16.666666666666668	16.666666666666668	4.166666666666667	0
human/2022-EU-will-Atomkraft-als-«grün»-deklarieren-–-SVP-jubelt_528_de.conllu	13	541	41.61538461538461	6.054585152838428	0.75	0.615	0.82	0.705	7.763401109057301	7.393715341959335	7.763401109057301	4.436229205175601	2.2181146025878005	13.493530499075785	17.375231053604438	1.1090573012939002	1.6635859519408502	4.066543438077634	7.763401109057301	15.341959334565619	1.478743068391867	0	8.133086876155268	0	0.5764192139737991	18.51851851851852	81.48148148148148	0	85.18518518518519	14.814814814814815	62.7906976744186	27.906976744186046	9.30232558139535	0	25.925925925925927	0	0	0	74.07407407407408	36.36363636363637	63.63636363636363	45.45454545454545	54.54545454545455	100.0	0	0	27.272727272727273	0	0	72.72727272727273	4.076923076923077	92.3076923076923	3.090909090909091	7.317073170731708	9.75609756097561	7.317073170731708	29.26829268292683	19.51219512195122	19.51219512195122	7.317073170731708	4.615384615384615	10.20754716981132	27.384615384615383	5.013483146067416	91	1.0769230769230769	13	92.3076923076923	7.6923076923076925	0	0	66.66666666666667	33.333333333333336	78.26086956521739	21.73913043478261	0.36968576709796674	0.5545286506469501	9.242144177449168	4.805914972273568	1.1090573012939002	2.033271719038817	0.5545286506469501	6.839186691312385	2.2181146025878005	2.2181146025878005	0.7393715341959335	0	3.512014787430684	1.8484288354898337	0	0.18484288354898337	13.863216266173753	0.7393715341959335	0.18484288354898337	0	0	2.402957486136784	0.18484288354898337	3.3271719038817005	5.545286506469501	0	8.133086876155268	0.36968576709796674	0.9242144177449169	3.142329020332717	4.066543438077634	1.478743068391867	15.341959334565619	2.402957486136784	1.6635859519408502	28.571428571428573	71.42857142857143	73.33333333333333	26.666666666666668	1.55	60.0	30.0	5.0	5.0	0
human/2020-Ist-die-Quarantäne-Liste-der-Schweiz-unfair_504_de.conllu	12	509	42.416666666666664	5.503529411764706	0.71	0.565	0.82	0.69	6.090373280943026	10.019646365422396	6.4833005893909625	4.715127701375246	2.161100196463654	11.394891944990176	16.895874263261298	0.3929273084479371	1.37524557956778	7.269155206286837	7.269155206286837	16.50294695481336	1.37524557956778	0	7.858546168958743	0.19646365422396855	0.5341176470588235	5.0	95.0	0	100.0	0	51.282051282051285	33.333333333333336	15.384615384615385	0	20.0	0	0	0	80.0	23.529411764705884	76.47058823529412	52.94117647058823	47.05882352941177	100.0	0	0	29.41176470588235	0	0	70.58823529411765	4.0	83.33333333333333	3.45	0	0	18.42105263157895	31.57894736842105	28.94736842105263	10.526315789473685	10.526315789473685	5.0	10.604166666666666	21.416666666666668	4.450363196125908	59	1.0	15	100.0	0	0	0	76.0	24.0	83.33333333333333	16.666666666666668	1.5717092337917484	0.5893909626719057	8.25147347740668	4.322200392927308	1.37524557956778	2.75049115913556	0.19646365422396855	9.62671905697446	2.161100196463654	0.7858546168958742	0	0.19646365422396855	2.9469548133595285	1.5717092337917484	0	0.3929273084479371	11.00196463654224	1.1787819253438114	0	0	0	2.161100196463654	0.3929273084479371	2.357563850687623	5.1080550098231825	0	9.037328094302554	0.3929273084479371	0.19646365422396855	4.518664047151277	6.090373280943026	1.37524557956778	16.50294695481336	2.357563850687623	0.5893909626719057	30.303030303030305	69.6969696969697	47.82608695652174	52.17391304347826	1.3529411764705883	70.58823529411765	23.529411764705884	5.882352941176471	0	0
human/2021-«Oder-muss-es-zuerst-Tote-geben»_513_de.conllu	9	524	58.22222222222222	6.145496535796767	0.73	0.62	0.85	0.74	5.7251908396946565	6.679389312977099	6.870229007633588	4.961832061068702	3.053435114503817	10.305343511450381	17.366412213740457	0.5725190839694656	1.5267175572519085	8.778625954198473	6.297709923664122	17.366412213740457	1.1450381679389312	0	9.16030534351145	0.19083969465648856	0.5496535796766744	4.761904761904762	95.23809523809524	0	80.95238095238095	19.047619047619047	51.21951219512195	21.951219512195124	26.829268292682926	0	28.571428571428573	0	0	0	71.42857142857143	14.285714285714286	85.71428571428571	50.0	50.0	82.3529411764706	17.647058823529413	0	21.428571428571427	14.285714285714286	0	64.28571428571429	5.888888888888889	88.88888888888889	3.1875	4.651162790697675	6.976744186046512	13.953488372093023	23.25581395348837	16.27906976744186	23.25581395348837	11.627906976744185	4.777777777777778	9.88679245283019	38.0	6.502358490566038	94	1.0	7	100.0	0	0	0	59.375	40.625	76.0	24.0	1.5267175572519085	0.5725190839694656	9.732824427480915	3.6259541984732824	2.480916030534351	3.053435114503817	0.9541984732824428	6.297709923664122	3.053435114503817	1.5267175572519085	0.19083969465648856	0.5725190839694656	5.343511450381679	1.1450381679389312	0	0	11.068702290076336	0	0.3816793893129771	0.19083969465648856	0	1.5267175572519085	0.7633587786259542	2.099236641221374	2.8625954198473282	0	8.206106870229007	1.3358778625954197	0.5725190839694656	5.343511450381679	4.961832061068702	0.7633587786259542	17.366412213740457	1.717557251908397	0.7633587786259542	22.22222222222222	77.77777777777777	82.14285714285714	17.857142857142858	1.3333333333333333	66.66666666666667	33.333333333333336	0	0	0
human/2020-Kremlkritiker-Nawalny-soll-in-Berlin-behandelt-werden_555_de.conllu	13	566	43.53846153846154	5.74949083503055	0.72	0.59	0.84	0.7	5.123674911660777	12.190812720848056	5.830388692579505	6.713780918727915	1.2367491166077738	12.897526501766784	17.84452296819788	0.5300353356890459	0.8833922261484098	6.18374558303887	7.950530035335689	13.250883392226148	0.5300353356890459	0	8.8339222614841	0	0.5254582484725051	44.0	56.0	0	92.0	8.0	53.191489361702125	8.51063829787234	38.297872340425535	0	8.0	0	4.0	0	88.0	17.391304347826086	82.6086956521739	34.78260869565217	65.21739130434783	95.83333333333333	4.166666666666667	0	8.695652173913043	4.3478260869565215	0	86.95652173913044	4.384615384615385	84.61538461538461	3.18	2.2222222222222223	2.2222222222222223	17.77777777777778	26.666666666666668	24.444444444444443	22.22222222222222	4.444444444444445	4.3076923076923075	9.929824561403509	19.46153846153846	3.9457202505219207	36	1.0588235294117647	17	94.11764705882354	5.882352941176471	0	0	56.0	44.0	76.92307692307692	23.076923076923077	1.0600706713780919	0	6.713780918727915	4.770318021201414	1.4134275618374559	4.41696113074205	1.7667844522968197	11.837455830388693	1.2367491166077738	2.65017667844523	0.5300353356890459	0.35335689045936397	2.2968197879858656	1.4134275618374559	0	0	11.307420494699647	1.4134275618374559	0.17667844522968199	0.17667844522968199	0	1.4134275618374559	0.5300353356890459	1.2367491166077738	4.593639575971731	0	7.243816254416961	1.9434628975265018	0	3.8869257950530036	8.8339222614841	0.35335689045936397	13.074204946996467	2.2968197879858656	1.0600706713780919	22.916666666666668	77.08333333333333	48.648648648648646	51.351351351351354	1.5357142857142858	57.142857142857146	35.714285714285715	3.5714285714285716	3.5714285714285716	0
human/2021-Geruchssinn-ist-häufiger-bei-mildem-Covid-Verlauf-eingeschränkt_531_de.conllu	10	561	56.1	6.089068825910931	0.65	0.59	0.72	0.71	9.44741532976827	13.190730837789662	4.278074866310161	3.0303030303030303	2.3172905525846703	13.01247771836007	22.994652406417114	4.45632798573975	0.35650623885918004	3.5650623885918002	4.45632798573975	11.942959001782532	1.0695187165775402	0	5.882352941176471	0	0.5344129554655871	35.294117647058826	64.70588235294117	0	100.0	0	54.83870967741935	16.129032258064516	29.032258064516128	0	58.8235294117647	0	0	0	41.1764705882353	57.142857142857146	42.857142857142854	71.42857142857143	28.571428571428573	70.0	30.0	0	57.142857142857146	0	0	42.857142857142854	3.4	100.0	3.393939393939394	0	6.666666666666667	26.666666666666668	10.0	16.666666666666668	23.333333333333332	16.666666666666668	5.5	16.5	26.6	5.053719008264463	56	1.173913043478261	23	82.6086956521739	17.391304347826086	0	0	53.84615384615385	46.15384615384615	64.51612903225806	35.483870967741936	1.2477718360071302	0.5347593582887701	5.52584670231729	7.1301247771836005	1.7825311942959001	1.4260249554367201	1.0695187165775402	12.655971479500892	2.1390374331550803	0.7130124777183601	1.2477718360071302	1.0695187165775402	3.3868092691622103	0.35650623885918004	0	0	13.01247771836007	0.5347593582887701	0	0	0	1.7825311942959001	0	1.6042780748663101	9.269162210338681	0	4.45632798573975	1.0695187165775402	3.7433155080213902	2.3172905525846703	7.4866310160427805	0.17825311942959002	11.942959001782532	1.7825311942959001	0.5347593582887701	38.46153846153846	61.53846153846154	68.75	31.25	1.2307692307692308	84.61538461538461	7.6923076923076925	7.6923076923076925	0	0
human/2021-Darum-sind-Zoom-Meetings-so-anstrengend_622_de.conllu	13	648	49.84615384615385	5.473588342440801	0.73	0.625	0.8	0.72	11.11111111111111	9.722222222222221	8.179012345679013	4.166666666666667	2.314814814814815	9.41358024691358	16.666666666666668	0.15432098765432098	1.0802469135802468	9.722222222222221	2.4691358024691357	15.277777777777779	2.314814814814815	0	7.407407407407407	0	0.5409836065573771	6.666666666666667	93.33333333333333	0	96.66666666666667	3.3333333333333335	65.21739130434783	26.08695652173913	8.695652173913043	0	33.333333333333336	0	0	0	66.66666666666667	5.555555555555555	94.44444444444444	72.22222222222223	27.77777777777778	90.0	10.0	0	22.22222222222222	0	0	77.77777777777777	4.615384615384615	69.23076923076923	3.1875	0	2.4390243902439024	21.951219512195124	21.951219512195124	19.51219512195122	21.951219512195124	12.195121951219512	4.846153846153846	10.8	20.307692307692307	4.477611940298507	73	1.0769230769230769	13	92.3076923076923	7.6923076923076925	0	0	68.75	31.25	77.77777777777777	22.22222222222222	2.1604938271604937	1.3888888888888888	10.95679012345679	6.481481481481482	0.15432098765432098	2.006172839506173	0.15432098765432098	8.796296296296296	2.314814814814815	0.7716049382716049	2.006172839506173	0.7716049382716049	2.4691358024691357	1.8518518518518519	0	0	10.648148148148149	0.15432098765432098	0	0.15432098765432098	0.30864197530864196	1.0802469135802468	0.30864197530864196	3.0864197530864197	2.7777777777777777	0	9.567901234567902	0.15432098765432098	0.15432098765432098	4.62962962962963	5.709876543209877	0.46296296296296297	15.277777777777779	2.006172839506173	1.2345679012345678	18.0	82.0	60.97560975609756	39.02439024390244	1.4482758620689655	62.06896551724138	31.03448275862069	6.896551724137931	0	0
human/2018-Belgien-bezwingt-Japan-in-letzter-Sekunde_504_de.conllu	11	521	47.36363636363637	5.538461538461538	0.72	0.61	0.81	0.67	6.717850287907869	13.051823416506718	4.030710172744722	2.6871401151631478	3.071017274472169	10.36468330134357	17.27447216890595	5.566218809980806	0.5758157389635317	4.990403071017274	10.940499040307103	12.667946257197697	0.7677543186180422	0	7.1017274472168905	0.19193857965451055	0.5274725274725275	75.0	25.0	0	100.0	0	72.72727272727273	6.0606060606060606	21.21212121212121	0	25.0	0	0	0	75.0	37.5	62.5	100.0	0	100.0	0	0	37.5	0	0	62.5	3.5454545454545454	81.81818181818181	2.7837837837837838	0	13.333333333333334	16.666666666666668	30.0	6.666666666666667	20.0	13.333333333333334	5.090909090909091	13.35897435897436	25.272727272727273	5.364864864864865	55	1.2352941176470589	17	88.23529411764706	5.882352941176471	0	5.882352941176471	35.714285714285715	64.28571428571429	70.0	30.0	1.5355086372360844	0.5758157389635317	5.566218809980806	5.566218809980806	3.838771593090211	1.3435700575815739	0.7677543186180422	12.667946257197697	3.071017274472169	0	0.7677543186180422	0.5758157389635317	3.838771593090211	0.9596928982725528	0	0.19193857965451055	11.516314779270633	0.5758157389635317	0.19193857965451055	0	0	2.495201535508637	0	0.9596928982725528	5.3742802303262955	0	6.717850287907869	0.9596928982725528	2.3032629558541267	2.6871401151631478	9.021113243761997	0.5758157389635317	12.667946257197697	2.111324376199616	0.5758157389635317	33.333333333333336	66.66666666666667	83.33333333333333	16.666666666666668	1.0588235294117647	94.11764705882354	5.882352941176471	0	0	0
