,human,continue,create,explain
entropy,5.829702536940098,10.159987250406884,9.127214961577312,9.423667215253747
perplexity,340.2574499943098,25847.967506565525,9202.357328528833,12377.891481985756
per_word_perplexity,0.6407861581813744,36.25240884511294,12.961066659899766,17.360296608675675
flesch_reading_ease,19.608785743887296,17.222488038277504,20.822727272727292,17.995504840940526
flesch_kincaid_grade,19.64960557421924,20.541509487397345,19.085076323987547,20.05137647765979
smog,18.129532572710062,19.13344290491746,17.382373334571255,18.033184923917833
gunning_fog,21.2929700136867,23.918889832908526,21.934018691588786,21.415267481466643
automated_readability_index,19.17526689063083,20.592319456244688,18.868037383177565,20.66914646363454
coleman_liau_index,19.665626477541363,22.995887850467287,22.645669781931463,22.36472049689441
lix,58.433370660694294,63.691305579156044,58.26183800623053,59.438789821679016
rix,8.052631578947368,8.606060606060606,6.775,8.03225806451613
pos_prop_DET,0.10922787193973635,0.15287517531556802,0.14929577464788732,0.14305750350631136
pos_prop_NOUN,0.18455743879472694,0.2370266479663394,0.24929577464788732,0.2187938288920056
pos_prop_PUNCT,0.15819209039548024,0.09957924263674614,0.09577464788732394,0.09396914446002805
pos_prop_PRON,0.015065913370998116,0.02244039270687237,0.023943661971830985,0.02664796633941094
pos_prop_ADP,0.08662900188323917,0.091164095371669,0.09718309859154929,0.11220196353436185
pos_prop_ADJ,0.07156308851224105,0.11079943899018233,0.13661971830985917,0.08134642356241234
pos_prop_VERB,0.05084745762711865,0.0785413744740533,0.08028169014084507,0.07713884992987377
pos_prop_AUX,0.054613935969868174,0.06311360448807854,0.04084507042253521,0.0729312762973352
pos_prop_CCONJ,0.030131826741996232,0.02664796633941094,0.0323943661971831,0.030855539971949508
pos_prop_NUM,0.01694915254237288,,0.004225352112676056,0.015427769985974754
pos_prop_ADV,0.0583804143126177,0.061711079943899017,0.036619718309859155,0.08274894810659186
pos_prop_PROPN,0.096045197740113,0.004207573632538569,0.028169014084507043,0.004207573632538569
pos_prop_SPACE,0.03389830508474576,0.016830294530154277,,
pos_prop_PART,0.005649717514124294,0.009817671809256662,0.009859154929577466,0.0070126227208976155
pos_prop_SCONJ,0.01694915254237288,0.025245441795231416,0.015492957746478873,0.029453015427769985
pos_prop_X,0.011299435028248588,,,0.004207573632538569
dependency_distance_mean,3.4526192629239993,3.270222785325043,2.74004206039296,3.572765731862716
dependency_distance_std,1.1565238681804306,0.6964825877000056,0.5811456034860698,0.9068962182670451
prop_adjacent_dependency_relation_mean,0.4862923105578735,0.43168430020265314,0.4109435821143812,0.43888595928482177
prop_adjacent_dependency_relation_std,0.0509777163921912,0.07256013290720227,0.06304257573879864,0.09488581413588541
first_order_coherence,0.4411037378013134,0.7454636842012405,0.4937147106975317,0.6745660752058029
second_order_coherence,0.43002353433300466,0.7272776711371637,0.5338877847320155,0.6685090178045733
token_length_mean,6.257683215130023,6.8566978193146415,6.85202492211838,6.732919254658385
token_length_median,5.0,6.0,6.0,5.0
token_length_std,4.527017014390769,4.079967052768623,4.14588757085352,4.727030457252285
sentence_length_mean,22.263157894736842,19.454545454545453,16.05,20.774193548387096
sentence_length_median,21.0,19.0,16.0,19.0
sentence_length_std,12.838437785203578,5.135089678429155,5.3942098587281535,7.395332780225712
syllables_per_token_mean,2.2505910165484635,2.4190031152647977,2.4080996884735204,2.3338509316770186
syllables_per_token_median,2.0,2.0,2.0,2.0
syllables_per_token_std,1.6964971227735317,1.5030022716718465,1.5841297627805009,1.740645829353138
n_tokens,423,642,642,644
n_unique_tokens,219,316,315,270
proportion_unique_tokens,0.5177304964539007,0.49221183800623053,0.49065420560747663,0.4192546583850932
n_characters,2738,4473,4467,4405
n_sentences,19,33,40,31
passed_quality_check,True,True,True,False
n_stop_words,178.0,296.0,281.0,340.0
alpha_ratio,0.7419962335216572,0.8835904628330996,0.9014084507042254,0.8877980364656382
mean_word_length,5.188323917137477,6.273492286115007,6.291549295774648,6.1781206171108
doc_length,531.0,713.0,710.0,713.0
symbol_to_word_ratio_#,0.0,0.0,0.0,0.0
proportion_ellipsis,0.0,0.0,0.0,0.0
proportion_bullet_points,0.0,0.0,0.0,0.0
contains_lorem ipsum,0.0,0.0,0.0,0.0
duplicate_line_chr_fraction,0.0,0.0,0.0,0.0
duplicate_paragraph_chr_fraction,0.0,0.0,0.0,0.0
duplicate_ngram_chr_fraction_5,0.07154162709718265,0.1005893909626719,0.03445575567736883,0.17717003567181927
duplicate_ngram_chr_fraction_6,0.051915163026274136,0.04675834970530452,0.014878621769772905,0.1280221957986524
duplicate_ngram_chr_fraction_7,0.051915163026274136,0.03575638506876228,0.014878621769772905,0.10463733650416171
duplicate_ngram_chr_fraction_8,0.051915163026274136,0.03575638506876228,0.0,0.04518430439952437
duplicate_ngram_chr_fraction_9,0.051915163026274136,0.0,0.0,0.04518430439952437
duplicate_ngram_chr_fraction_10,0.051915163026274136,0.0,0.0,0.04518430439952437
top_ngram_chr_fraction_2,0.03165558721114277,0.007072691552062868,0.027995301487862178,0.01070154577883472
top_ngram_chr_fraction_3,0.03956948401392846,0.012573673870333988,0.012725137039937353,0.02179944510503369
top_ngram_chr_fraction_4,0.026590693257359924,0.023575638506876228,0.0,0.014268727705112961
oov_ratio,0.09416195856873823,0.06451612903225806,0.04788732394366197,0.06311360448807854
connectives,15,22,16,32
connectives_cap,3,5,7,8
