,continue,human-full,create,human-cont,explain
dependency_distance_mean,2.6172938172938176,2.6411556862114676,2.6871340985256396,2.6409261245290656,3.0915502842788145
dependency_distance_std,0.35487627712257436,0.9932576106068415,1.1048417412977998,1.0402115206903855,0.570390073698358
prop_adjacent_dependency_relation_mean,0.4462204462204462,0.377731174024112,0.37380778985240626,0.37244093222953517,0.42288126319946373
prop_adjacent_dependency_relation_std,0.06712810981669116,0.14233649278707117,0.14613246623955523,0.1486550870340817,0.05819128558394629
entropy,1.0877332527891876,7.352512333881803,8.758257137405689,6.65984581921494,3.7621262690315147
perplexity,2.9675397804572947,1560.111128433618,6363.012052633558,780.4306004475789,43.0398430410667
per_word_perplexity,0.043640290889077865,2.4568679187930993,9.957765340584597,1.4087194953927415,0.16427421008040727
flesch_reading_ease,39.99698305084746,43.238201355595976,44.45800000000003,43.434239130434804,41.030357142857156
flesch_kincaid_grade,10.612000000000002,10.069184989254424,9.989777777777778,10.05804347826087,11.635476190476194
smog,13.662883650711645,11.119845054232373,11.729898335038438,11.20814326018867,13.25671669890799
gunning_fog,16.24542372881356,11.418019507356588,12.40361581920904,11.556521739130435,14.219047619047622
automated_readability_index,10.654406779661016,10.084938832864935,9.519039548022604,10.020217391304346,12.490519480519481
coleman_liau_index,14.380338983050848,13.817262357414453,12.962937853107341,13.710434782608694,14.453333333333333
lix,47.393220338983056,39.761778806414284,36.65875706214689,39.108695652173914,45.50432900432901
rix,4.2,3.239130434782609,2.933333333333333,3.175,4.785714285714286
passed_quality_check,True,True,True,True,True
n_stop_words,33.0,288.0,295.0,256.0,118.0
alpha_ratio,0.8676470588235294,0.8236220472440945,0.8262910798122066,0.8267148014440433,0.8740458015267175
mean_word_length,4.955882352941177,4.708661417322834,4.588419405320813,4.700361010830325,4.923664122137405
doc_length,68.0,635.0,639.0,554.0,262.0
first_order_coherence,0.5946947336196899,0.342519840111749,0.3556048854000189,0.33183235829122937,0.7127946156721848
second_order_coherence,0.673799047867457,0.3554510507647964,0.38589688284365936,0.3320516343473604,0.6632312834262848
token_length_mean,5.559322033898305,5.477186311787072,5.318267419962336,5.456521739130435,5.45021645021645
token_length_median,4.0,5.0,5.0,5.0,4.0
token_length_std,3.032430285870897,3.00861444928582,2.8427768201204033,3.024584209578526,3.2307890349954977
sentence_length_mean,11.8,11.434782608695652,11.8,11.5,16.5
sentence_length_median,12.0,11.0,12.0,11.5,14.0
sentence_length_std,4.069397989875161,6.1349043219676656,6.340697473026484,6.2048368229954285,7.188780941757193
syllables_per_token_mean,1.8305084745762712,1.796577946768061,1.7777777777777777,1.7934782608695652,1.7619047619047619
syllables_per_token_median,1.0,2.0,1.0,2.0,1.0
syllables_per_token_std,0.9593879117345699,1.0954744794741018,0.9969612755228946,1.1047136504666764,1.202279152177594
n_tokens,59,526,531,460,231
n_unique_tokens,49,273,270,252,143
proportion_unique_tokens,0.8305084745762712,0.5190114068441065,0.5084745762711864,0.5478260869565217,0.6190476190476191
n_characters,337,2990,2932,2604,1290
n_sentences,5,46,45,40,14
pos_prop_PUNCT,0.1323529411764706,0.1700787401574803,0.16901408450704225,0.16787003610108303,0.1183206106870229
pos_prop_CCONJ,0.058823529411764705,0.009448818897637795,0.010954616588419406,0.010830324909747292,0.030534351145038167
pos_prop_ADP,0.07352941176470588,0.09921259842519685,0.09859154929577464,0.09747292418772563,0.11450381679389313
pos_prop_NOUN,0.16176470588235295,0.1795275590551181,0.17370892018779344,0.17328519855595667,0.16793893129770993
pos_prop_AUX,0.07352941176470588,0.06456692913385827,0.06729264475743349,0.06498194945848375,0.05725190839694656
pos_prop_PRON,0.07352941176470588,0.050393700787401574,0.051643192488262914,0.05415162454873646,0.061068702290076333
pos_prop_ADV,0.08823529411764706,0.06456692913385827,0.06259780907668232,0.0703971119133574,0.03435114503816794
pos_prop_VERB,0.14705882352941177,0.10236220472440945,0.10328638497652583,0.10108303249097472,0.12595419847328243
pos_prop_DET,0.11764705882352941,0.12125984251968504,0.12363067292644757,0.12093862815884476,0.10687022900763359
pos_prop_SCONJ,0.029411764705882353,0.03307086614173228,0.03129890453834116,0.03429602888086643,0.05343511450381679
pos_prop_PROPN,0.029411764705882353,0.050393700787401574,0.0594679186228482,0.048736462093862815,0.08015267175572519
pos_prop_ADJ,0.014705882352941176,0.026771653543307086,0.025039123630672927,0.02527075812274368,0.03435114503816794
connectives,2,21,22,21,10
duplicate_ngram_chr_fraction_5,,0.019356675206376316,0.019641825534373193,0.01305909239307868,0.025
duplicate_ngram_chr_fraction_6,,0.013663535439795047,0.01386481802426343,,
top_ngram_chr_fraction_2,,0.015371477369769428,0.01386481802426343,0.005223636957231472,0.02763157894736842
top_ngram_chr_fraction_3,,0.011955593509820665,0.012131715771230503,,0.02763157894736842
top_ngram_chr_fraction_4,,0.012809564474807857,0.012998266897746967,,
oov_ratio,,0.014173228346456693,0.004694835680751174,0.01444043321299639,0.019083969465648856
pos_prop_NUM,,0.009448818897637795,0.006259780907668232,0.009025270758122744,0.007633587786259542
pos_prop_PART,,0.01889763779527559,0.017214397496087636,0.021660649819494584,0.007633587786259542
