,create,human-full,explain,continue,human-cont
passed_quality_check,True,True,True,True,True
n_stop_words,283.0,288.0,124.0,21.0,256.0
alpha_ratio,0.8238095238095238,0.8236220472440945,0.8651685393258427,0.7931034482758621,0.8267148014440433
mean_word_length,4.6761904761904765,4.708661417322834,4.7677902621722845,4.793103448275862,4.700361010830325
doc_length,630.0,635.0,267.0,58.0,554.0
duplicate_ngram_chr_fraction_5,0.013844822613210269,0.019356675206376316,,,0.01305909239307868
duplicate_ngram_chr_fraction_6,0.013844822613210269,0.013663535439795047,,,
top_ngram_chr_fraction_2,0.013844822613210269,0.015371477369769428,0.03189368770764119,,0.005223636957231472
oov_ratio,0.0031746031746031746,0.014173228346456693,0.011235955056179775,,0.01444043321299639
first_order_coherence,0.3464467262586012,0.342519840111749,0.6522548943758011,0.5066908001899719,0.33183235829122937
second_order_coherence,0.36933021600254706,0.3554510507647964,0.685683087869124,0.4922226369380951,0.3320516343473604
token_length_mean,5.436781609195402,5.477186311787072,5.317596566523605,5.680851063829787,5.456521739130435
token_length_median,5.0,5.0,4.0,4.0,5.0
token_length_std,3.068943992347779,3.00861444928582,3.0591436528452824,2.910775161644713,3.024584209578526
sentence_length_mean,11.106382978723405,11.434782608695652,17.923076923076923,11.75,11.5
sentence_length_median,11.0,11.0,16.0,12.0,11.5
sentence_length_std,6.338783165840276,6.1349043219676656,6.498065255982423,1.920286436967152,6.2048368229954285
syllables_per_token_mean,1.8084291187739463,1.796577946768061,1.7124463519313304,1.851063829787234,1.7934782608695652
syllables_per_token_median,1.0,2.0,1.0,2.0,2.0
syllables_per_token_std,1.0888171654086354,1.0954744794741018,1.1492373018124886,1.0514169447324115,1.1047136504666764
n_tokens,522,526,233,47,460
n_unique_tokens,269,273,148,38,252
proportion_unique_tokens,0.5153256704980843,0.5190114068441065,0.6351931330472103,0.8085106382978723,0.5478260869565217
n_characters,2946,2990,1273,278,2604
n_sentences,47,46,13,4,40
flesch_reading_ease,42.56891782831988,43.238201355595976,43.77011554968638,38.30875,43.434239130434804
flesch_kincaid_grade,10.080952963234697,10.069184989254424,11.606866952789698,10.835053191489362,10.05804347826087
smog,11.627020746940197,11.119845054232373,13.023866798666859,12.161744961471694,11.20814326018867
gunning_fog,12.411901850493193,11.418019507356588,13.86450973918785,13.21063829787234,11.556521739130435
automated_readability_index,9.730432868672047,10.084938832864935,12.577418289864639,11.201808510638294,10.020217391304346
coleman_liau_index,13.503141762452106,13.817262357414453,13.815965665236046,15.08425531914894,13.710434782608694
lix,38.501018994049076,39.761778806414284,44.53251898316276,50.047872340425535,39.108695652173914
rix,3.0425531914893615,3.239130434782609,4.769230769230769,4.5,3.175
entropy,8.750166772398973,7.352512333881803,3.8351292722979107,0.5730848214198871,6.65984581921494
perplexity,6311.74064444855,1560.111128433618,46.2994125125522,1.77373026169171,780.4306004475789
per_word_perplexity,10.018635943569127,2.4568679187930993,0.17340603937285468,0.030581556236063966,1.4087194953927415
dependency_distance_mean,2.5752382518633268,2.6411556862114676,3.2262724685406545,2.84775641025641,2.6409261245290656
dependency_distance_std,1.113203134244951,0.9932576106068415,0.744069704032673,0.8714391124604393,1.0402115206903855
prop_adjacent_dependency_relation_mean,0.37547474528644564,0.377731174024112,0.45588300989371905,0.43525641025641026,0.37244093222953517
prop_adjacent_dependency_relation_std,0.14472567789879912,0.14233649278707117,0.06078646921757042,0.08849636995419095,0.1486550870340817
pos_prop_AUX,0.06666666666666667,0.06456692913385827,0.06367041198501873,0.06896551724137931,0.06498194945848375
pos_prop_NOUN,0.17142857142857143,0.1795275590551181,0.16853932584269662,0.13793103448275862,0.17328519855595667
pos_prop_PROPN,0.05714285714285714,0.050393700787401574,0.07116104868913857,0.1206896551724138,0.048736462093862815
pos_prop_ADP,0.09206349206349207,0.09921259842519685,0.09363295880149813,0.06896551724137931,0.09747292418772563
pos_prop_VERB,0.10634920634920635,0.10236220472440945,0.12359550561797752,0.1206896551724138,0.10108303249097472
pos_prop_PUNCT,0.17142857142857143,0.1700787401574803,0.12734082397003746,0.1896551724137931,0.16787003610108303
pos_prop_ADJ,0.025396825396825397,0.026771653543307086,0.033707865168539325,0.017241379310344827,0.02527075812274368
pos_prop_DET,0.1253968253968254,0.12125984251968504,0.1198501872659176,0.10344827586206896,0.12093862815884476
pos_prop_ADV,0.06031746031746032,0.06456692913385827,0.03745318352059925,0.06896551724137931,0.0703971119133574
pos_prop_SCONJ,0.03333333333333333,0.03307086614173228,0.0599250936329588,0.05172413793103448,0.03429602888086643
pos_prop_NUM,0.007936507936507936,0.009448818897637795,0.00749063670411985,0.017241379310344827,0.009025270758122744
pos_prop_PRON,0.050793650793650794,0.050393700787401574,0.056179775280898875,0.034482758620689655,0.05415162454873646
pos_prop_PART,0.020634920634920634,0.01889763779527559,0.0149812734082397,,0.021660649819494584
pos_prop_CCONJ,0.011111111111111112,0.009448818897637795,0.02247191011235955,,0.010830324909747292
connectives,22,21,11,1,21
top_ngram_chr_fraction_3,,0.011955593509820665,0.019933554817275746,,
top_ngram_chr_fraction_4,,0.012809564474807857,,,
