,human-full,continue,human-cont,explain,create
flesch_reading_ease,43.238201355595976,45.822417582417614,43.434239130434804,40.48809501630183,28.43776502908858
flesch_kincaid_grade,10.069184989254424,10.09758241758242,10.05804347826087,12.044527247321845,12.703935574229693
smog,11.119845054232373,12.540900571622839,11.20814326018867,13.44872652322977,13.149919865122353
gunning_fog,11.418019507356588,13.551648351648351,11.556521739130435,14.452476323552242,14.455893126481364
automated_readability_index,10.084938832864935,10.328021978021976,10.020217391304346,13.500256171401958,12.32328377504848
coleman_liau_index,13.817262357414453,13.45538461538461,13.710434782608694,15.011091445427727,15.61131652661064
lix,39.761778806414284,41.57142857142857,39.108695652173914,47.930600838379135,45.663542340012924
rix,3.239130434782609,3.7142857142857144,3.175,5.368421052631579,4.384615384615385
token_length_mean,5.477186311787072,5.362637362637362,5.456521739130435,5.522123893805309,5.708683473389356
token_length_median,5.0,4.0,5.0,5.0,5.0
token_length_std,3.00861444928582,2.8994750700223233,3.024584209578526,2.8834713954685127,3.3076191989642822
sentence_length_mean,11.434782608695652,13.0,11.5,17.842105263157894,13.73076923076923
sentence_length_median,11.0,12.0,11.5,17.0,13.0
sentence_length_std,6.1349043219676656,2.0701966780270626,6.2048368229954285,6.53946044687848,4.67034583061199
syllables_per_token_mean,1.796577946768061,1.7472527472527473,1.7934782608695652,1.752212389380531,1.9439775910364145
syllables_per_token_median,2.0,1.0,2.0,2.0,2.0
syllables_per_token_std,1.0954744794741018,0.9209813995497568,1.1047136504666764,0.9331423751785564,1.2263214467725683
n_tokens,526,91,460,339,357
n_unique_tokens,273,74,252,202,209
proportion_unique_tokens,0.5190114068441065,0.8131868131868132,0.5478260869565217,0.5958702064896755,0.5854341736694678
n_characters,2990,503,2604,1917,2107
n_sentences,46,7,40,19,26
pos_prop_AUX,0.06456692913385827,0.11320754716981132,0.06498194945848375,0.0703125,0.05868544600938967
pos_prop_NOUN,0.1795275590551181,0.09433962264150944,0.17328519855595667,0.1484375,0.17136150234741784
pos_prop_PROPN,0.050393700787401574,0.03773584905660377,0.048736462093862815,0.08072916666666667,0.03286384976525822
pos_prop_ADP,0.09921259842519685,0.03773584905660377,0.09747292418772563,0.08333333333333333,0.08215962441314555
pos_prop_VERB,0.10236220472440945,0.14150943396226415,0.10108303249097472,0.12760416666666666,0.107981220657277
pos_prop_PUNCT,0.1700787401574803,0.14150943396226415,0.16787003610108303,0.1171875,0.1619718309859155
pos_prop_ADJ,0.026771653543307086,0.02830188679245283,0.02527075812274368,0.036458333333333336,0.07042253521126761
pos_prop_DET,0.12125984251968504,0.08490566037735849,0.12093862815884476,0.11458333333333333,0.11502347417840375
pos_prop_ADV,0.06456692913385827,0.12264150943396226,0.0703971119133574,0.046875,0.06338028169014084
pos_prop_SCONJ,0.03307086614173228,0.03773584905660377,0.03429602888086643,0.057291666666666664,0.025821596244131457
pos_prop_NUM,0.009448818897637795,,0.009025270758122744,0.0078125,0.002347417840375587
pos_prop_PRON,0.050393700787401574,0.10377358490566038,0.05415162454873646,0.057291666666666664,0.06338028169014084
pos_prop_PART,0.01889763779527559,0.018867924528301886,0.021660649819494584,0.015625,0.01643192488262911
pos_prop_CCONJ,0.009448818897637795,0.03773584905660377,0.010830324909747292,0.036458333333333336,0.028169014084507043
passed_quality_check,True,True,True,True,True
n_stop_words,288.0,55.0,256.0,179.0,188.0
alpha_ratio,0.8236220472440945,0.8584905660377359,0.8267148014440433,0.8776041666666666,0.8356807511737089
mean_word_length,4.708661417322834,4.745283018867925,4.700361010830325,4.9921875,4.946009389671362
doc_length,635.0,106.0,554.0,384.0,426.0
duplicate_ngram_chr_fraction_5,0.019356675206376316,,0.01305909239307868,,
duplicate_ngram_chr_fraction_6,0.013663535439795047,,,,
top_ngram_chr_fraction_2,0.015371477369769428,,0.005223636957231472,0.02926829268292683,0.01705237515225335
top_ngram_chr_fraction_3,0.011955593509820665,,,0.01951219512195122,0.012180267965895249
top_ngram_chr_fraction_4,0.012809564474807857,,,,
oov_ratio,0.014173228346456693,,0.01444043321299639,0.015625,0.023474178403755867
dependency_distance_mean,2.6411556862114676,3.1801665335499925,2.6409261245290656,3.45602163549612,3.0333347011234864
dependency_distance_std,0.9932576106068415,0.5906257892762625,1.0402115206903855,0.8029220153489371,0.7420862754451042
prop_adjacent_dependency_relation_mean,0.377731174024112,0.4105960872878166,0.37244093222953517,0.44936550768261196,0.4255815980501983
prop_adjacent_dependency_relation_std,0.14233649278707117,0.06821154507120036,0.1486550870340817,0.09212338591166065,0.06251459127032778
entropy,7.352512333881803,1.452962564717545,6.65984581921494,5.1621820227529005,7.207056031599129
perplexity,1560.111128433618,4.275762994536578,780.4306004475789,174.54490132965236,1348.9152522651123
per_word_perplexity,2.4568679187930993,0.04033738674091111,1.4087194953927415,0.45454401387930304,3.1664677283218596
first_order_coherence,0.342519840111749,0.7639301220575968,0.33183235829122937,0.7213368316491445,0.6213396513462066
second_order_coherence,0.3554510507647964,0.7820562958717346,0.3320516343473604,0.7354677880511564,0.6072396909197172
connectives,21,6,21,13,10
