,human-full,continue,human-cont,create,explain
pos_prop_PRON,0.03873744619799139,0.056,0.0384,0.025078369905956112,0.041811846689895474
pos_prop_AUX,0.05164992826398852,0.072,0.0496,0.047021943573667714,0.06968641114982578
pos_prop_DET,0.14347202295552366,0.128,0.1456,0.16300940438871472,0.17073170731707318
pos_prop_ADJ,0.047345767575322814,0.112,0.0416,0.06896551724137931,0.05574912891986063
pos_prop_NOUN,0.22812051649928264,0.184,0.2256,0.23510971786833856,0.2264808362369338
pos_prop_ADP,0.11908177905308465,0.096,0.1168,0.09404388714733543,0.0975609756097561
pos_prop_PROPN,0.040172166427546625,0.008,0.04,0.03761755485893417,0.013937282229965157
pos_prop_VERB,0.09038737446197992,0.096,0.0912,0.09717868338557993,0.10801393728222997
pos_prop_CCONJ,0.020086083213773313,0.048,0.0176,0.03134796238244514,0.0313588850174216
pos_prop_PUNCT,0.133428981348637,0.096,0.1376,0.10031347962382445,0.10452961672473868
pos_prop_ADV,0.054519368723098996,0.056,0.0592,0.06269592476489028,0.041811846689895474
pos_prop_NUM,0.00860832137733142,,0.0096,0.003134796238244514,0.006968641114982578
pos_prop_PART,0.014347202295552367,0.016,0.016,0.012539184952978056,0.010452961672473868
pos_prop_SCONJ,0.005738880918220947,0.024,0.0064,0.018808777429467086,0.017421602787456445
pos_prop_X,0.00430416068866571,0.008,0.0048,0.003134796238244514,0.003484320557491289
token_length_mean,6.145695364238411,5.982300884955753,6.183673469387755,6.16376306620209,5.723735408560311
token_length_median,5.0,5.0,5.0,5.0,5.0
token_length_std,3.6991986799960435,3.3917711479531913,3.7522575335905497,3.7273371574524607,3.2743462317180914
sentence_length_mean,11.843137254901961,16.142857142857142,11.717391304347826,16.88235294117647,15.117647058823529
sentence_length_median,11.0,15.0,10.5,15.0,17.0
sentence_length_std,7.116323541398815,3.398679215248663,7.2581679431079005,6.807282890112674,7.307388307420958
syllables_per_token_mean,2.0397350993377485,2.0265486725663715,2.0500927643784785,2.0452961672473866,1.9143968871595332
syllables_per_token_median,2.0,2.0,2.0,2.0,2.0
syllables_per_token_std,1.2835216182040627,1.1859067475997693,1.2990987994907024,1.2499632744790088,1.1333582402957774
n_tokens,604,113,539,287,257
n_unique_tokens,335,86,311,181,166
proportion_unique_tokens,0.554635761589404,0.7610619469026548,0.5769944341372912,0.6306620209059234,0.6459143968871596
n_characters,3805,688,3419,1801,1501
n_sentences,51,7,46,17,17
flesch_reading_ease,22.25262628230098,19.003982300885014,21.50399995966768,16.667356015577013,29.53261158159762
flesch_kincaid_grade,13.097697701597202,14.61898862199747,13.1708772283617,15.128612420577987,12.895765621423667
smog,13.528378283781496,15.532846611407376,13.410663311599787,16.12665940891348,14.554592549557764
gunning_fog,15.929307882093235,18.138558786346398,15.7444704363959,19.017749538839926,16.63071641107805
automated_readability_index,13.437793793013896,14.818065739570166,13.553797692990237,16.042500512400082,13.08761730373083
coleman_liau_index,17.83735099337748,17.542300884955754,18.033840445269018,18.689616724738666,15.897587548638132
lix,47.77028957278276,52.42604298356511,47.70997015406954,55.55831112932978,48.96978713664454
rix,4.254901960784314,5.857142857142857,4.217391304347826,6.529411764705882,5.117647058823529
dependency_distance_mean,2.457952452360642,2.7207965237377003,2.4148686241935824,2.959763039593671,2.8655255697864437
dependency_distance_std,0.8546790653809514,0.49135689356480416,0.8577856263440177,0.666327320175711,0.9258698706024836
prop_adjacent_dependency_relation_mean,0.44423081360697697,0.4873015873015873,0.44789904423953547,0.4684862868435988,0.4607754338226463
prop_adjacent_dependency_relation_std,0.10127846977309571,0.026183110354936402,0.10525479884316653,0.05820700778461964,0.08913943536823223
entropy,9.885224842772892,2.1009162552341865,8.764213637644005,4.814840090703964,4.4470785106633475
perplexity,19638.060859113637,8.173655637386867,6401.026439397916,123.32708958521923,85.37715086003602
per_word_perplexity,28.175123183807226,0.06538924509909494,10.241642303036665,0.38660529650538944,0.29748136188165863
passed_quality_check,True,True,True,True,True
n_stop_words,310.0,59.0,276.0,144.0,144.0
alpha_ratio,0.8593974175035868,0.904,0.856,0.8934169278996865,0.8885017421602788
mean_word_length,5.459110473457676,5.504,5.4704,5.64576802507837,5.229965156794425
doc_length,697.0,125.0,625.0,319.0,287.0
top_ngram_chr_fraction_2,0.010211027910142955,0.015,0.011372251705837756,0.019166267369429803,0.01707455890722823
top_ngram_chr_fraction_3,0.014976174268209666,,,,0.018782014797951052
oov_ratio,0.03730272596843615,,0.04,0.012539184952978056,0.020905923344947737
first_order_coherence,0.4538957791030407,0.7174874941507975,0.45033469912078644,0.6500068977475166,0.6282259002327919
second_order_coherence,0.44430415393138417,0.7344283938407898,0.4310911206359213,0.6240574508905411,0.5920361578464508
connectives,12,1,12,7,9
