,human-full,continue,human-cont,create,explain
flesch_reading_ease,22.25262628230098,17.832044257112784,21.50399995966768,18.057170542635674,35.17843576158941
flesch_kincaid_grade,13.097697701597202,14.957168949771688,13.1708772283617,14.810199335548173,11.35365033112583
smog,13.528378283781496,16.001076179640435,13.410663311599787,15.595334395357725,13.089613480739835
gunning_fog,15.929307882093235,18.793256059009487,15.7444704363959,18.18028792912514,14.898225165562915
automated_readability_index,13.437793793013896,15.102528977871444,13.553797692990237,15.376464562569211,11.232417218543048
coleman_liau_index,17.83735099337748,17.534977168949776,18.033840445269018,18.117441860465117,14.985298013245032
lix,47.77028957278276,53.83245521601686,47.70997015406954,53.59025470653378,43.536953642384105
rix,4.254901960784314,6.230769230769231,4.217391304347826,6.095238095238095,3.8
token_length_mean,6.145695364238411,5.968036529680365,6.183673469387755,6.075581395348837,5.652317880794702
token_length_median,5.0,5.0,5.0,5.0,4.0
token_length_std,3.6991986799960435,3.5039288162504834,3.7522575335905497,3.677411755585575,3.4985774675291665
sentence_length_mean,11.843137254901961,16.846153846153847,11.717391304347826,16.38095238095238,12.08
sentence_length_median,11.0,16.0,10.5,16.0,12.0
sentence_length_std,7.116323541398815,4.6549585447406985,7.2581679431079005,5.159145282442768,5.498508888780667
syllables_per_token_mean,2.0397350993377485,2.0319634703196345,2.0500927643784785,2.0348837209302326,1.8841059602649006
syllables_per_token_median,2.0,2.0,2.0,2.0,1.0
syllables_per_token_std,1.2835216182040627,1.2547194117883689,1.2990987994907024,1.2616680949552521,1.1721713996241871
n_tokens,604,219,539,344,302
n_unique_tokens,335,134,311,206,170
proportion_unique_tokens,0.554635761589404,0.6118721461187214,0.5769944341372912,0.5988372093023255,0.5629139072847682
n_characters,3805,1332,3419,2134,1746
n_sentences,51,13,46,21,25
pos_prop_PRON,0.03873744619799139,0.020491803278688523,0.0384,0.03350515463917526,0.05571847507331378
pos_prop_AUX,0.05164992826398852,0.08196721311475409,0.0496,0.05154639175257732,0.07917888563049853
pos_prop_DET,0.14347202295552366,0.14754098360655737,0.1456,0.14690721649484537,0.15835777126099707
pos_prop_ADJ,0.047345767575322814,0.07377049180327869,0.0416,0.08762886597938144,0.02932551319648094
pos_prop_NOUN,0.22812051649928264,0.20081967213114754,0.2256,0.21649484536082475,0.20234604105571846
pos_prop_ADP,0.11908177905308465,0.06557377049180328,0.1168,0.09020618556701031,0.10850439882697947
pos_prop_PROPN,0.040172166427546625,0.004098360655737705,0.04,0.01804123711340206,0.020527859237536656
pos_prop_VERB,0.09038737446197992,0.11885245901639344,0.0912,0.09536082474226804,0.11730205278592376
pos_prop_CCONJ,0.020086083213773313,0.040983606557377046,0.0176,0.03865979381443299,0.020527859237536656
pos_prop_PUNCT,0.133428981348637,0.10245901639344263,0.1376,0.1134020618556701,0.11436950146627566
pos_prop_ADV,0.054519368723098996,0.07377049180327869,0.0592,0.061855670103092786,0.05278592375366569
pos_prop_NUM,0.00860832137733142,,0.0096,0.007731958762886598,0.008797653958944282
pos_prop_PART,0.014347202295552367,0.02459016393442623,0.016,0.020618556701030927,0.011730205278592375
pos_prop_SCONJ,0.005738880918220947,0.045081967213114756,0.0064,0.01804123711340206,0.017595307917888565
pos_prop_X,0.00430416068866571,,0.0048,,0.002932551319648094
passed_quality_check,True,True,True,True,True
n_stop_words,310.0,119.0,276.0,175.0,176.0
alpha_ratio,0.8593974175035868,0.8975409836065574,0.856,0.884020618556701,0.8768328445747801
mean_word_length,5.459110473457676,5.459016393442623,5.4704,5.5,5.120234604105572
doc_length,697.0,244.0,625.0,388.0,341.0
top_ngram_chr_fraction_2,0.010211027910142955,0.02258064516129032,0.011372251705837756,0.020177562550443905,0.021983390327308255
top_ngram_chr_fraction_3,0.014976174268209666,,,,0.01612115290669272
oov_ratio,0.03730272596843615,0.004098360655737705,0.04,0.007731958762886598,0.017595307917888565
dependency_distance_mean,2.457952452360642,3.0949972512194885,2.4148686241935824,2.8988053586783997,2.7455501998001997
dependency_distance_std,0.8546790653809514,0.5818006779944652,0.8577856263440177,0.6382631762415296,0.8699318030154781
prop_adjacent_dependency_relation_mean,0.44423081360697697,0.48679773435460605,0.44789904423953547,0.438340059282437,0.4734149449584232
prop_adjacent_dependency_relation_std,0.10127846977309571,0.06634636485353226,0.10525479884316653,0.08578372284340953,0.08128428133254305
entropy,9.885224842772892,4.3609405738192235,8.764213637644005,6.489982990308395,5.373750932953568
perplexity,19638.060859113637,78.33077566197164,6401.026439397916,658.512162031162,215.6703173132783
per_word_perplexity,28.175123183807226,0.32102776910644115,10.241642303036665,1.6971962938947474,0.6324642736459775
first_order_coherence,0.4538957791030407,0.7545124739408493,0.45033469912078644,0.6493121199309826,0.6054119889934858
second_order_coherence,0.44430415393138417,0.8321165605024858,0.4310911206359213,0.5980301295456133,0.6245143685651862
connectives,12,4,12,8,6
top_ngram_chr_fraction_4,,,,,0.02344894968246214
