,human,create,explain,continue
entropy,16.036851549416422,13.292224131072569,13.462162882462744,12.899798386752552
perplexity,9219686.100150777,592569.9067292635,702332.9669574021,400231.49122437404
per_word_perplexity,17730.165577213033,1083.3087874392386,1317.6978742165143,750.9033606461052
pos_prop_ADV,0.04230769230769231,0.021937842778793418,0.02626641651031895,0.04690431519699812
pos_prop_NOUN,0.19423076923076923,0.22851919561243145,0.24390243902439024,0.24202626641651032
pos_prop_PUNCT,0.1423076923076923,0.10968921389396709,0.09193245778611632,0.10131332082551595
pos_prop_SCONJ,0.015384615384615385,0.007312614259597806,0.016885553470919325,0.0225140712945591
pos_prop_PROPN,0.07115384615384615,0.07861060329067641,0.058161350844277676,0.01125703564727955
pos_prop_DET,0.09230769230769231,0.08775137111517367,0.1050656660412758,0.08818011257035648
pos_prop_ADJ,0.05576923076923077,0.08957952468007313,0.054409005628517824,0.06191369606003752
pos_prop_ADP,0.07884615384615384,0.1206581352833638,0.12382739212007504,0.12195121951219512
pos_prop_PART,0.04038461538461539,0.021937842778793418,0.024390243902439025,0.020637898686679174
pos_prop_VERB,0.11538461538461539,0.1170018281535649,0.13320825515947468,0.12570356472795496
pos_prop_PRON,0.07307692307692308,0.04753199268738574,0.039399624765478425,0.07129455909943715
pos_prop_CCONJ,0.023076923076923078,0.027422303473491772,0.03189493433395872,0.03377110694183865
pos_prop_NUM,0.011538461538461539,0.005484460694698354,0.01876172607879925,0.013133208255159476
pos_prop_AUX,0.04423076923076923,0.03656307129798903,0.03189493433395872,0.039399624765478425
first_order_coherence,0.7403466632732978,0.7654638600846132,0.792205412136881,0.7915681302547455
second_order_coherence,0.6913601505756378,0.7373933209025342,0.790084527598487,0.7706488707791204
dependency_distance_mean,2.4781898165997784,2.6495468207543045,2.980443875314749,2.577864086558202
dependency_distance_std,0.7383232069671,0.5643342205081354,0.6145622605947829,0.44281635386070195
prop_adjacent_dependency_relation_mean,0.4474164218884339,0.4771743592341459,0.5098879683529359,0.49170674547436766
prop_adjacent_dependency_relation_std,0.09930205218674024,0.061829238675451925,0.05668560981303857,0.05900106205621052
flesch_reading_ease,74.69643743050213,46.925821118012436,58.602212577962575,64.30115789473686
flesch_kincaid_grade,6.824721580703105,11.513744099378883,11.060186070686072,9.010736842105263
smog,9.816601858774405,14.088047467708748,11.407655852321103,11.288533730351634
gunning_fog,9.83282867162775,15.347047619047618,13.112723492723493,11.894736842105264
automated_readability_index,8.615654777179024,14.812732919254664,14.624812889812887,12.195115789473682
coleman_liau_index,9.853117782909926,15.853995859213253,12.968232848232848,12.760084210526315
lix,37.746043965443505,57.00115942028986,55.23503118503119,47.63157894736842
rix,3.4814814814814814,7.28,7.5,5.44
token_length_mean,4.676674364896074,5.6438923395445135,5.101871101871102,5.122105263157895
token_length_median,4.0,5.0,4.0,4.0
token_length_std,2.4816808778350463,2.908810590703943,2.478182687045231,2.7586869091297546
sentence_length_mean,16.037037037037038,19.32,24.05,19.0
sentence_length_median,14.0,20.0,20.5,19.0
sentence_length_std,9.90129614216869,6.570966443378022,7.8324644908227965,5.592852581643825
syllables_per_token_mean,1.369515011547344,1.6583850931677018,1.4636174636174637,1.456842105263158
syllables_per_token_median,1.0,1.0,1.0,1.0
syllables_per_token_std,0.7732203707168562,0.8970085323952022,0.7431087501709807,0.8128769741290819
n_tokens,433,483,481,475
n_unique_tokens,261,303,278,283
proportion_unique_tokens,0.6027713625866051,0.6273291925465838,0.577962577962578,0.5957894736842105
n_characters,2133,2795,2508,2495
n_sentences,27,25,20,25
passed_quality_check,True,True,True,True
n_stop_words,223.0,209.0,226.0,237.0
alpha_ratio,0.8557692307692307,0.8884826325411335,0.8968105065666041,0.8930581613508443
mean_word_length,4.101923076923077,5.109689213893967,4.705440900562852,4.681050656660413
doc_length,520.0,547.0,533.0,533.0
top_ngram_chr_fraction_2,0.011677695601401323,0.03117359413202934,0.015085484411666107,0.005052206130010104
oov_ratio,0.0057692307692307696,0.0018281535648994515,0.00375234521575985,
connectives,10,10,11,18
connectives_cap,2,1,0,5
duplicate_ngram_chr_fraction_5,,,0.05631914180355347,
duplicate_ngram_chr_fraction_6,,,0.05631914180355347,
top_ngram_chr_fraction_3,,,0.026148172980221252,
