,human,continue,explain,create
token_length_mean,5.0796252927400465,4.958149779735683,5.186046511627907,5.320088300220751
token_length_median,5.0,4.0,5.0,5.0
token_length_std,2.617403803370607,2.6089497126462007,2.5711350669928623,2.757525203160654
sentence_length_mean,16.423076923076923,18.16,19.11111111111111,22.65
sentence_length_median,14.0,17.0,19.0,23.0
sentence_length_std,10.590899856164896,3.8333275362275008,6.623937138128392,6.4905700828201525
syllables_per_token_mean,1.505854800936768,1.47136563876652,1.5465116279069768,1.5121412803532008
syllables_per_token_median,1.0,1.0,1.0,1.0
syllables_per_token_std,0.7723793994939697,0.7347985928369519,0.7724466828019709,0.8044896411321083
n_tokens,427,454,344,453
n_unique_tokens,276,237,181,269
proportion_unique_tokens,0.6463700234192038,0.5220264317180616,0.5261627906976745,0.5938189845474614
n_characters,2259,2323,1828,2477
n_sentences,26,25,18,20
pos_prop_PUNCT,0.14003944773175542,0.11560693641618497,0.10824742268041238,0.1145631067961165
pos_prop_PRON,0.04142011834319527,0.1233140655105973,0.03608247422680412,0.05242718446601942
pos_prop_VERB,0.09861932938856016,0.1348747591522158,0.09020618556701031,0.13009708737864079
pos_prop_AUX,0.03550295857988166,0.02697495183044316,0.028350515463917526,0.02330097087378641
pos_prop_ADP,0.10059171597633136,0.10597302504816955,0.1211340206185567,0.1145631067961165
pos_prop_DET,0.07889546351084813,0.07707129094412331,0.11855670103092783,0.09902912621359224
pos_prop_ADJ,0.07692307692307693,0.055876685934489405,0.08762886597938144,0.07184466019417475
pos_prop_NOUN,0.1794871794871795,0.19460500963391136,0.20103092783505155,0.21359223300970873
pos_prop_PROPN,0.14792899408284024,0.07129094412331406,0.10309278350515463,0.07766990291262135
pos_prop_PART,0.007889546351084813,0.028901734104046242,0.005154639175257732,0.02330097087378641
pos_prop_CCONJ,0.03550295857988166,0.04046242774566474,0.04381443298969072,0.027184466019417475
pos_prop_NUM,0.021696252465483234,0.0019267822736030828,0.023195876288659795,0.005825242718446602
pos_prop_SCONJ,0.009861932938856016,0.009633911368015413,0.015463917525773196,0.013592233009708738
pos_prop_ADV,0.02564102564102564,0.01348747591522158,0.01804123711340206,0.03300970873786408
dependency_distance_mean,2.6710972562501465,2.6485283785097384,2.8647331954131534,2.703269895414492
dependency_distance_std,0.7262235477338425,0.3998605895529753,0.6962978148722413,0.5667992592440783
prop_adjacent_dependency_relation_mean,0.43886751724924705,0.4407115600945323,0.462059759412629,0.46665693275801845
prop_adjacent_dependency_relation_std,0.09273231621119883,0.05775819692567813,0.06032665900766716,0.05636657260398461
flesch_reading_ease,62.77026076382637,63.925066960352424,56.602338501291996,55.91809768211924
flesch_kincaid_grade,8.584086651053866,8.854514537444935,10.11217054263566,11.086767108167773
smog,11.362043627235082,11.044913438933486,12.261556223090622,13.023866798666859
gunning_fog,11.627778778598453,11.493074889867842,12.99328165374677,14.358013245033113
automated_readability_index,10.706573590344078,11.002885462555064,12.551834625322996,14.952615894039731
coleman_liau_index,12.265854800936761,11.72396475770925,13.145116279069768,14.175275938189841
lix,45.69708160691767,44.81198237885462,53.122739018087856,54.87958057395143
rix,4.8076923076923075,4.84,6.5,7.3
first_order_coherence,0.7350147879123687,0.81015116473039,0.8178099463967716,0.8569447460927462
second_order_coherence,0.7125691312054793,0.8166707572729691,0.8057685159146786,0.8376179469956292
entropy,14.445919832139447,15.84119912366541,11.939500815735748,15.965611475876731
perplexity,1878379.1940618323,7581329.391196798,153200.19601142418,8585724.80688347
per_word_perplexity,3704.88992911604,14607.571081304042,394.8458660088252,16671.310304628096
passed_quality_check,True,True,True,True
n_stop_words,180.0,224.0,157.0,192.0
alpha_ratio,0.8402366863905325,0.884393063583815,0.884020618556701,0.883495145631068
mean_word_length,4.455621301775148,4.475915221579961,4.711340206185567,4.809708737864078
doc_length,507.0,519.0,388.0,515.0
top_ngram_chr_fraction_2,0.004484304932735426,0.009009009009009009,0.013856812933025405,0.010242403550699898
oov_ratio,0.007889546351084813,,0.002577319587628866,
connectives,6,7,11,7
connectives_cap,1,4,0,1
top_ngram_chr_fraction_3,,,0.02401847575057737,
