,create,human,explain,continue
entropy,5.403327163061959,5.83912181186972,6.566704727075536,5.8879884453996265
perplexity,222.14429830019228,343.47757025355,711.022963731433,360.67902860636167
per_word_perplexity,0.5095052713307162,0.8236872188334533,1.7299828801251411,0.8754345354523342
dependency_distance_mean,2.7550488372958326,3.2862117138331977,3.109778104612546,2.65397871572413
dependency_distance_std,1.0424946494649543,1.2916812557628814,0.8851930530834907,1.1449182160763667
prop_adjacent_dependency_relation_mean,0.42821245538793506,0.46259444827219764,0.44279547646938805,0.44668604225032743
prop_adjacent_dependency_relation_std,0.07568710950683546,0.07383072817959535,0.060392998510646174,0.0653519962326218
first_order_coherence,0.37769942343168494,0.5583749674260616,0.6168424144387246,0.3630490737228558
second_order_coherence,0.37904231981546793,0.5259874800841013,0.5553459478052039,0.2803155190111803
flesch_reading_ease,-29.965645161290297,-30.304716024340763,-17.599999999999994,-10.869512104283018
flesch_kincaid_grade,20.62566184649611,22.57169033130494,19.972936507936513,17.73997765363129
smog,16.378866842450865,19.047794226674277,17.77360955136429,14.883113059376782
gunning_fog,21.90522803114572,23.360649087221095,22.190476190476193,18.963277467411547
automated_readability_index,20.01758342602892,21.707621703853953,19.300261904761904,16.48046554934823
coleman_liau_index,25.628924731182803,23.82954022988506,22.62066666666666,21.59843575418994
lix,60.67704857248795,64.14874915483435,61.58730158730158,53.27411545623836
rix,6.137931034482759,8.941176470588236,7.619047619047619,4.933333333333334
passed_quality_check,True,True,True,True
n_stop_words,154.0,156.0,181.0,176.0
alpha_ratio,0.8463302752293578,0.815347721822542,0.8686131386861314,0.8592233009708737
mean_word_length,6.493119266055046,5.995203836930456,6.104622871046229,6.024271844660194
doc_length,436.0,417.0,411.0,412.0
top_ngram_chr_fraction_2,0.013728549141965678,0.008421052631578947,0.006276150627615063,0.009852216748768473
top_ngram_chr_fraction_3,0.012168486739469579,0.008771929824561403,,
oov_ratio,0.08256880733944955,0.11750599520383694,0.08029197080291971,0.06310679611650485
token_length_mean,7.438172043010753,6.985632183908046,6.8277777777777775,6.782122905027933
token_length_median,6.0,6.0,6.0,6.0
token_length_std,4.834235536019427,4.56842239958535,4.353581610525542,4.305059251401624
sentence_length_mean,12.827586206896552,20.470588235294116,17.142857142857142,11.933333333333334
sentence_length_median,12.0,20.0,15.0,12.0
sentence_length_std,6.411568023380119,10.830879857034176,5.930435736706948,7.252279335185287
syllables_per_token_mean,2.6451612903225805,2.557471264367816,2.4472222222222224,2.430167597765363
syllables_per_token_median,2.0,2.0,2.0,2.0
syllables_per_token_std,1.8687881260343393,1.9042078139214615,1.7740390373869566,1.699288538229102
n_tokens,372,348,360,358
n_unique_tokens,243,213,213,218
proportion_unique_tokens,0.6532258064516129,0.6120689655172413,0.5916666666666667,0.6089385474860335
n_characters,2831,2500,2509,2482
n_sentences,29,17,21,30
pos_prop_ADJ,0.11238532110091744,0.0671462829736211,0.0705596107055961,0.08495145631067962
pos_prop_NOUN,0.23853211009174313,0.21103117505995203,0.22627737226277372,0.220873786407767
pos_prop_PUNCT,0.14678899082568808,0.15347721822541965,0.12408759124087591,0.13106796116504854
pos_prop_PROPN,0.02981651376146789,0.05995203836930456,0.0170316301703163,0.012135922330097087
pos_prop_NUM,0.009174311926605505,0.014388489208633094,0.009732360097323601,0.009708737864077669
pos_prop_ADV,0.045871559633027525,0.0671462829736211,0.0681265206812652,0.06553398058252427
pos_prop_AUX,0.04128440366972477,0.06954436450839328,0.0535279805352798,0.08009708737864078
pos_prop_ADP,0.08027522935779817,0.07913669064748201,0.10218978102189781,0.08009708737864078
pos_prop_CCONJ,0.03211009174311927,0.016786570743405275,0.024330900243309004,0.03640776699029126
pos_prop_VERB,0.0871559633027523,0.07913669064748201,0.0851581508515815,0.08495145631067962
pos_prop_PRON,0.027522935779816515,0.016786570743405275,0.024330900243309004,0.043689320388349516
pos_prop_DET,0.12614678899082568,0.12949640287769784,0.15085158150851583,0.11893203883495146
pos_prop_SCONJ,0.016055045871559634,0.014388489208633094,0.021897810218978103,0.021844660194174758
pos_prop_PART,0.006880733944954129,0.014388489208633094,0.019464720194647202,0.009708737864077669
connectives,9,12,13,13
connectives_cap,4,0,5,2
duplicate_ngram_chr_fraction_5,,0.00631578947368421,0.03765690376569038,0.021815622800844477
top_ngram_chr_fraction_4,,0.00631578947368421,,
pos_prop_X,,0.007194244604316547,0.0024330900243309003,
duplicate_ngram_chr_fraction_6,,,0.03765690376569038,
duplicate_ngram_chr_fraction_7,,,0.03765690376569038,
duplicate_ngram_chr_fraction_8,,,0.03765690376569038,
