,human,explain,create,continue
pos_prop_NOUN,0.2537313432835821,0.26148409893992935,0.23214285714285715,0.20481927710843373
pos_prop_ADP,0.0955223880597015,0.08833922261484099,0.10714285714285714,0.060240963855421686
pos_prop_AUX,0.05970149253731343,0.07773851590106007,0.023809523809523808,0.0642570281124498
pos_prop_ADJ,0.0955223880597015,0.09540636042402827,0.08035714285714286,0.09236947791164658
pos_prop_DET,0.11641791044776119,0.10954063604240283,0.1130952380952381,0.13654618473895583
pos_prop_VERB,0.05970149253731343,0.08480565371024736,0.09821428571428571,0.08433734939759036
pos_prop_CCONJ,0.05970149253731343,0.04946996466431095,0.05357142857142857,0.040160642570281124
pos_prop_PUNCT,0.13432835820895522,0.12014134275618374,0.11607142857142858,0.13654618473895583
pos_prop_ADV,0.029850746268656716,0.045936395759717315,0.05357142857142857,0.08835341365461848
pos_prop_PROPN,0.03582089552238806,0.0035335689045936395,0.03571428571428571,0.020080321285140562
pos_prop_PRON,0.03283582089552239,0.028268551236749116,0.05357142857142857,0.024096385542168676
pos_prop_SCONJ,0.014925373134328358,0.02120141342756184,0.011904761904761904,0.024096385542168676
pos_prop_PART,0.008955223880597015,0.01060070671378092,0.005952380952380952,0.020080321285140562
pos_prop_NUM,0.0029850746268656717,0.0035335689045936395,0.01488095238095238,
passed_quality_check,True,True,True,True
n_stop_words,140.0,118.0,134.0,105.0
alpha_ratio,0.8507462686567164,0.8798586572438163,0.8720238095238095,0.8634538152610441
mean_word_length,6.005970149253732,6.6219081272084805,6.017857142857143,6.068273092369478
doc_length,335.0,283.0,336.0,249.0
top_ngram_chr_fraction_2,0.008703220191470844,0.007547169811320755,0.031047865459249677,0.011594202898550725
top_ngram_chr_fraction_3,0.010879025239338555,0.012735849056603774,0.018111254851228976,0.036521739130434785
top_ngram_chr_fraction_4,0.010443864229765013,,,
oov_ratio,0.020895522388059702,0.028268551236749116,0.03571428571428571,0.020080321285140562
first_order_coherence,0.6195556393358856,0.5821285756925741,0.2818187901919538,0.6562857100596795
second_order_coherence,0.5913238366444905,0.574874181081267,0.1510555657802061,0.6310053840279579
flesch_reading_ease,-13.458364870423651,-26.63069752694986,6.031110300554417,-9.431569767441857
flesch_kincaid_grade,19.315931715343478,20.22948636651871,15.636868981616576,18.389983388704326
smog,18.17996563858,17.060904035522842,14.8609603550888,17.451712890111914
gunning_fog,23.232908268202387,23.394715704924963,18.202742923840095,22.51495016611296
automated_readability_index,19.30949197860963,19.927450856055806,16.40611321855851,18.60517607973422
coleman_liau_index,22.798741258741256,25.391967871485942,21.06281879194631,22.66679069767442
lix,62.62772521596051,63.30606637074615,55.90954187335863,61.40365448504984
rix,7.705882352941177,6.578947368421052,5.565217391304348,7.071428571428571
token_length_mean,6.863636363636363,7.389558232931727,6.657718120805369,6.869767441860465
token_length_median,6.0,7.0,5.0,6.0
token_length_std,3.994612551199698,4.312684593060263,4.205735636329483,3.961649579124481
sentence_length_mean,16.823529411764707,13.105263157894736,12.956521739130435,15.357142857142858
sentence_length_median,17.0,12.0,13.0,14.5
sentence_length_std,7.9352919373825115,5.8928568430645925,7.18983739835226,3.5174492149271805
syllables_per_token_mean,2.402097902097902,2.602409638554217,2.2181208053691277,2.372093023255814
syllables_per_token_median,2.0,2.0,2.0,2.0
syllables_per_token_std,1.5176798879089857,1.6374612466267064,1.589417760571722,1.4178801047150191
n_tokens,286,249,298,215
n_unique_tokens,171,153,185,133
proportion_unique_tokens,0.5979020979020979,0.6144578313253012,0.6208053691275168,0.6186046511627907
n_characters,2012,1874,2022,1511
n_sentences,17,19,23,14
entropy,5.546648068538991,4.422833024864477,4.680507256873582,3.9431040200914946
perplexity,256.3767567250638,83.33203298267397,107.82475354895716,51.57845363612369
per_word_perplexity,0.7653037514181008,0.2944594805041483,0.32090700460999155,0.20714238408081803
dependency_distance_mean,3.0196242048125628,2.432958474636004,2.3324802389413106,3.0852395387059253
dependency_distance_std,1.0622836815181511,0.9542910558086625,1.0183193624869948,0.7215779796632162
prop_adjacent_dependency_relation_mean,0.47167599112821795,0.49044563741076697,0.5018434455445528,0.46800854957367566
prop_adjacent_dependency_relation_std,0.08302069097010656,0.13656032353254374,0.10659602535333039,0.04495824531397746
connectives,4,8,6,7
pos_prop_X,,,,0.004016064257028112
