,human,create,explain,continue
pos_prop_DET,0.11797752808988764,0.14985590778097982,0.11077844311377245,0.07964601769911504
pos_prop_NOUN,0.21910112359550563,0.2564841498559078,0.23652694610778444,0.168141592920354
pos_prop_PROPN,0.11235955056179775,0.02881844380403458,0.10179640718562874,0.11504424778761062
pos_prop_VERB,0.05056179775280899,0.07780979827089338,0.0658682634730539,0.061946902654867256
pos_prop_ADP,0.10955056179775281,0.1037463976945245,0.10479041916167664,0.11504424778761062
pos_prop_ADJ,0.07584269662921349,0.11527377521613832,0.05089820359281437,0.07079646017699115
pos_prop_ADV,0.03932584269662921,0.037463976945244955,0.038922155688622756,0.11504424778761062
pos_prop_PUNCT,0.14887640449438203,0.11815561959654179,0.1437125748502994,0.11504424778761062
pos_prop_AUX,0.019662921348314606,0.03170028818443804,0.0658682634730539,0.05309734513274336
pos_prop_X,0.042134831460674156,,0.008982035928143712,0.02654867256637168
pos_prop_NUM,0.033707865168539325,0.002881844380403458,0.008982035928143712,0.008849557522123894
pos_prop_CCONJ,0.014044943820224719,0.0345821325648415,0.038922155688622756,0.035398230088495575
pos_prop_PRON,0.016853932584269662,0.01440922190201729,0.014970059880239521,0.035398230088495575
passed_quality_check,True,True,True,True
n_stop_words,97.0,131.0,119.0,44.0
alpha_ratio,0.7387640449438202,0.8789625360230547,0.844311377245509,0.8495575221238938
mean_word_length,5.050561797752809,6.046109510086455,5.5,5.663716814159292
doc_length,356.0,347.0,334.0,113.0
duplicate_ngram_chr_fraction_5,0.028873917228103944,,0.0273972602739726,
duplicate_ngram_chr_fraction_6,0.023099133782483156,,0.0273972602739726,
duplicate_ngram_chr_fraction_7,0.023099133782483156,,,
duplicate_ngram_chr_fraction_8,0.011068334937439845,,,
duplicate_ngram_chr_fraction_9,0.011068334937439845,,,
top_ngram_chr_fraction_2,0.025024061597690085,0.024968789013732832,0.013226263580538498,
top_ngram_chr_fraction_3,0.02165543792107796,,,
top_ngram_chr_fraction_4,0.016843118383060636,,,
oov_ratio,0.10674157303370786,0.08645533141210375,0.1377245508982036,0.1415929203539823
first_order_coherence,0.34278771382841194,0.48917536189158756,0.41318887294757933,0.22155685699544847
second_order_coherence,0.32998325640246984,0.4819517657160759,0.474223858024925,0.26253890299371313
flesch_reading_ease,9.567049689441035,-1.1059597523219509,8.753504784689,8.591222222222257
flesch_kincaid_grade,14.949254658385094,17.414582043343653,15.25665869218501,14.821333333333332
smog,14.800330179935766,17.122413403193683,15.00032121695229,14.06817628641468
gunning_fog,18.583850931677016,21.34406604747162,18.515151515151512,17.644444444444446
automated_readability_index,13.62345652173913,18.284298245614032,14.596325358851672,13.657255555555551
coleman_liau_index,17.93057142857143,21.888758169934643,18.804350877192977,18.403599999999994
lix,50.38819875776397,58.588923288613685,50.49840510366826,47.111111111111114
rix,4.6521739130434785,6.842105263157895,4.863636363636363,4.0
token_length_mean,6.15,6.722222222222222,6.273684210526316,6.27
token_length_median,5.0,5.0,5.0,5.0
token_length_std,3.882975663070785,4.055734618663124,3.8042693613834992,4.139698056622004
sentence_length_mean,12.173913043478262,16.105263157894736,12.954545454545455,11.11111111111111
sentence_length_median,8.0,18.0,13.0,11.0
sentence_length_std,9.229688269798496,5.8570222076814975,5.514256504134391,7.385337492392829
syllables_per_token_mean,2.1857142857142855,2.264705882352941,2.185964912280702,2.21
syllables_per_token_median,1.0,2.0,2.0,1.0
syllables_per_token_std,1.4932501191586582,1.4659075837902482,1.5045473290779252,1.632758402213873
n_tokens,280,306,285,100
n_unique_tokens,181,183,172,82
proportion_unique_tokens,0.6464285714285715,0.5980392156862745,0.6035087719298246,0.82
n_characters,1798,2098,1837,640
n_sentences,23,19,22,9
entropy,4.415085235592935,5.012913979591305,4.600577587072305,1.402201463002768
perplexity,82.68888864219751,150.34219255079148,99.54179309406443,4.064137173395825
per_word_perplexity,0.23227215910729637,0.4332628027400331,0.2980293206409115,0.03596581569376837
dependency_distance_mean,2.5027417822073788,2.8560896447070805,2.5978395972714154,1.9829503613129345
dependency_distance_std,1.4879037616167652,0.799689755323994,0.82527492744661,1.265965295256954
prop_adjacent_dependency_relation_mean,0.4503427438112999,0.4482317014266719,0.4908646908646908,0.4546883130947459
prop_adjacent_dependency_relation_std,0.14264533771443755,0.08139577926399659,0.08385306204443652,0.1776864658669465
connectives,3,6,8,2
pos_prop_SCONJ,,0.011527377521613832,0.005988023952095809,
pos_prop_PART,,0.01729106628242075,0.0029940119760479044,
