,human,continue,explain,create
token_length_mean,6.519813519813519,6.615023474178404,6.804932735426009,6.668803418803419
token_length_median,5.0,5.0,5.0,5.0
token_length_std,4.324021261740632,4.404666712614499,4.341898581431814,4.431738803743255
sentence_length_mean,17.875,18.52173913043478,20.272727272727273,14.181818181818182
sentence_length_median,16.5,18.0,19.0,12.0
sentence_length_std,8.079358988599694,5.896716589818671,4.835304053444436,7.593675779603053
syllables_per_token_mean,2.365967365967366,2.2300469483568075,2.399103139013453,2.373931623931624
syllables_per_token_median,2.0,2.0,2.0,2.0
syllables_per_token_std,1.6369446235492275,1.5378292418661361,1.654562682697967,1.6457416987226328
n_tokens,429,426,446,468
n_unique_tokens,239,184,231,256
proportion_unique_tokens,0.5571095571095571,0.431924882629108,0.5179372197309418,0.5470085470085471
n_characters,2868,2867,3092,3204
n_sentences,24,23,22,33
flesch_reading_ease,-11.468964160839164,-0.6265370483771733,-16.705943742356254,-8.394160839160833
flesch_kincaid_grade,19.299664918414923,17.948032251479898,20.625780676722382,17.953302253302258
smog,17.553077303434723,18.102125397868573,18.868632582293888,16.800685031470465
gunning_fog,21.41573426573427,22.244376403347623,23.086669384427235,21.82657342657343
automated_readability_index,18.21582167832168,18.987630128597672,20.757596820220137,17.070973193473193
coleman_liau_index,20.88055944055944,21.49821596244131,22.75291479820628,21.325384615384618
lix,57.26893939393939,58.66258420085732,61.75254790052996,57.344211344211345
rix,7.041666666666667,7.434782608695652,8.409090909090908,6.121212121212121
pos_prop_DET,0.122,0.16,0.1272365805168986,0.1705989110707804
pos_prop_NOUN,0.18,0.20421052631578948,0.17693836978131214,0.23411978221415608
pos_prop_ADP,0.122,0.12631578947368421,0.09145129224652088,0.05807622504537205
pos_prop_PROPN,0.074,0.04,0.02584493041749503,0.030852994555353903
pos_prop_AUX,0.034,0.07368421052631578,0.06560636182902585,0.030852994555353903
pos_prop_ADV,0.096,0.07368421052631578,0.09542743538767395,0.02722323049001815
pos_prop_PART,0.01,0.014736842105263158,0.013916500994035786,0.014519056261343012
pos_prop_VERB,0.054,0.07578947368421053,0.08548707753479125,0.06896551724137931
pos_prop_PUNCT,0.114,0.1031578947368421,0.11133200795228629,0.14882032667876588
pos_prop_CCONJ,0.024,0.035789473684210524,0.02186878727634195,0.047186932849364795
pos_prop_ADJ,0.104,0.06736842105263158,0.11133200795228629,0.09800362976406533
pos_prop_PRON,0.018,0.008421052631578947,0.03180914512922465,0.018148820326678767
pos_prop_X,0.01,,,0.019963702359346643
pos_prop_SCONJ,0.004,0.016842105263157894,0.039761431411530816,0.010889292196007259
pos_prop_NUM,0.034,,0.0019880715705765406,0.021778584392014518
passed_quality_check,True,True,True,True
n_stop_words,184.0,221.0,226.0,196.0
alpha_ratio,0.824,0.8968421052631579,0.8846918489065606,0.8294010889292196
mean_word_length,5.736,6.03578947368421,6.147117296222664,5.814882032667876
doc_length,500.0,475.0,503.0,551.0
duplicate_ngram_chr_fraction_5,0.036352620418055134,0.13434650455927052,0.11821266968325791,
top_ngram_chr_fraction_2,0.007270524083611027,0.01276595744680851,0.016968325791855202,0.009560229445506692
top_ngram_chr_fraction_3,0.006058770069675856,0.00911854103343465,0.035633484162895926,0.0032777929527451517
oov_ratio,0.07,0.10526315789473684,0.06958250497017893,0.07078039927404718
dependency_distance_mean,3.2407880555428457,3.2926304868760106,3.6419731583447543,2.7483168723001263
dependency_distance_std,1.2003752926280757,0.5524011548463523,0.8997075606491339,0.9611113804754954
prop_adjacent_dependency_relation_mean,0.44096659809949595,0.4393792901585073,0.46105093389451623,0.44162778900199795
prop_adjacent_dependency_relation_std,0.1042572880611398,0.08572334546837605,0.046774714243314884,0.1107246510125596
entropy,6.79824930426071,8.34484911248608,7.1823279325017495,8.58338350391271
perplexity,896.2768093418545,4208.447578553769,1315.9681803159885,5342.150167027665
per_word_perplexity,1.792553618683709,8.859889639060565,2.61623892706956,9.695372353952205
first_order_coherence,0.4697862320944019,0.7094721265814521,0.7235410866283235,0.5132062966004014
second_order_coherence,0.5409461219202388,0.7435523924373445,0.7399288773536682,0.5125733099637493
connectives,14,13,19,7
connectives_cap,3,3,0,4
duplicate_ngram_chr_fraction_6,,0.11671732522796352,0.1170814479638009,
duplicate_ngram_chr_fraction_7,,0.09422492401215805,0.10124434389140272,
duplicate_ngram_chr_fraction_8,,0.09422492401215805,0.0916289592760181,
duplicate_ngram_chr_fraction_9,,0.09422492401215805,0.024886877828054297,
duplicate_ngram_chr_fraction_10,,0.05410334346504559,,
top_ngram_chr_fraction_4,,0.01641337386018237,0.06108597285067873,
