,continue,human,create,explain
flesch_reading_ease,-13.660993975903608,-5.996040723981878,-19.21976906552092,-10.064212969283261
flesch_kincaid_grade,25.47451807228916,19.293529411764712,19.784192624418193,17.574656655290102
gunning_fog,29.612048192771084,22.4868778280543,22.78811313999284,20.524177474402734
automated_readability_index,26.785542168674702,19.230950226244346,19.88561761546724,16.097918088737202
coleman_liau_index,17.77493975903614,20.486470588235296,24.207074829931972,21.208873720136513
lix,75.23493975903614,59.526018099547514,63.4328678839957,53.35822525597269
rix,14.0,8.076923076923077,7.421052631578948,4.88
entropy,1.2591654867570292,4.333033972096127,4.064485113428681,4.440668251814954
perplexity,3.522480703679254,76.17504930233112,58.2349164255012,84.8316116152509
per_word_perplexity,0.03323095003470994,0.22806900988721893,0.17280390630712522,0.2517258504903588
dependency_distance_mean,4.331959706959707,3.2038655691936238,2.660303941994915,2.1023687485988494
dependency_distance_std,0.7962454212454215,0.9527530864717486,1.3598130902269048,1.7967643899047336
prop_adjacent_dependency_relation_mean,0.4473443223443223,0.4433904429379543,0.42740740293086715,0.2488667298944938
prop_adjacent_dependency_relation_std,0.08836996336996336,0.06556745296676589,0.13344857546622169,0.21335876114032654
token_length_mean,5.831325301204819,6.411764705882353,7.129251700680272,6.723549488054608
token_length_median,4.0,5.0,6.0,6.0
token_length_std,4.190693294882063,4.133739562208302,4.55394291122403,3.990863075041338
sentence_length_mean,41.5,20.923076923076923,15.473684210526315,11.72
sentence_length_median,41.5,17.0,16.0,13.0
sentence_length_std,19.5,9.54714245175397,8.518514949972712,9.844876840265702
syllables_per_token_mean,2.108433734939759,2.264705882352941,2.4863945578231292,2.42320819112628
syllables_per_token_median,1.0,2.0,2.0,2.0
syllables_per_token_std,1.5051081552041214,1.5157763207911912,1.7097614686552842,1.5228881581790514
n_tokens,83.0,272,294,293
n_unique_tokens,59.0,169,186,191
proportion_unique_tokens,0.7108433734939759,0.6213235294117647,0.6326530612244898,0.6518771331058021
n_characters,507.0,1806,2139,2014
n_sentences,2.0,13,19,25
first_order_coherence,0.731778085231781,0.5080015423397223,0.532088328152895,-0.012691896738639722
n_stop_words,25.0,111.0,120.0,126.0
alpha_ratio,0.6981132075471698,0.7664670658682635,0.8605341246290801,0.8249258160237388
mean_word_length,4.783018867924528,5.407185628742515,6.347181008902077,5.976261127596439
doc_length,106.0,334.0,337.0,337.0
duplicate_ngram_chr_fraction_5,0.14576271186440679,0.02014388489208633,0.04853969559851913,
oov_ratio,0.08490566037735849,0.0718562874251497,0.06528189910979229,0.050445103857566766
pos_prop_ADP,0.11320754716981132,0.09880239520958084,0.10682492581602374,0.09792284866468842
pos_prop_ADJ,0.08490566037735849,0.09580838323353294,0.12166172106824925,0.10979228486646884
pos_prop_NOUN,0.1792452830188679,0.19161676646706588,0.24629080118694363,0.21364985163204747
pos_prop_PUNCT,0.1792452830188679,0.16467065868263472,0.12759643916913946,0.13056379821958458
pos_prop_PRON,0.018867924528301886,0.014970059880239521,0.005934718100890208,0.011869436201780416
pos_prop_ADV,0.02830188679245283,0.05089820359281437,0.04451038575667656,0.10089020771513353
pos_prop_PROPN,0.16037735849056603,0.05688622754491018,0.01483679525222552,0.005934718100890208
pos_prop_NUM,0.07547169811320754,0.04491017964071856,0.011869436201780416,0.011869436201780416
pos_prop_VERB,0.04716981132075472,0.041916167664670656,0.0712166172106825,0.0771513353115727
pos_prop_AUX,0.018867924528301886,0.04790419161676647,0.03857566765578635,0.05934718100890208
pos_prop_DET,0.05660377358490566,0.11377245508982035,0.14540059347181009,0.12166172106824925
pos_prop_CCONJ,0.018867924528301886,0.008982035928143712,0.020771513353115726,0.011869436201780416
pos_prop_X,0.009433962264150943,0.04790419161676647,0.008902077151335312,0.01483679525222552
pos_prop_SCONJ,0.009433962264150943,0.008982035928143712,0.017804154302670624,0.02373887240356083
connectives,0.0,4,7,5
smog,,18.65328738118533,17.605082540964734,15.43473207641119
second_order_coherence,,0.46070327508178627,0.43584532181129737,0.5744257076926853
passed_quality_check,,True,True,True
top_ngram_chr_fraction_2,,0.011990407673860911,0.007404360345536816,0.013003901170351105
top_ngram_chr_fraction_3,,0.011510791366906475,0.028383381324557796,
top_ngram_chr_fraction_4,,0.01870503597122302,,
pos_prop_PART,,0.011976047904191617,0.017804154302670624,0.008902077151335312
duplicate_ngram_chr_fraction_6,,,0.020567667626491155,
duplicate_ngram_chr_fraction_7,,,0.020567667626491155,
duplicate_ngram_chr_fraction_8,,,0.020567667626491155,
