,continue,human,create,explain
token_length_mean,7.1811224489795915,7.0776942355889725,7.063380281690141,7.056650246305419
token_length_median,6.0,6.0,6.0,6.0
token_length_std,4.529985219296755,4.741591020983097,4.4345233142244185,4.638587628049196
sentence_length_mean,18.666666666666668,19.0,12.529411764705882,18.454545454545453
sentence_length_median,17.0,16.0,12.0,17.0
sentence_length_std,6.026396959831,10.244626930854093,4.989608578999589,7.62607532046389
syllables_per_token_mean,2.6479591836734695,2.56390977443609,2.5422535211267605,2.541871921182266
syllables_per_token_median,2.0,2.0,2.0,2.0
syllables_per_token_std,1.841568186652107,1.9182021532235016,1.765434575647412,1.8798832484840096
n_tokens,392,399,426,406
n_unique_tokens,207,240,236,217
proportion_unique_tokens,0.5280612244897959,0.6015037593984962,0.5539906103286385,0.5344827586206896
n_characters,2879,2904,3070,2922
n_sentences,21,21,34,22
flesch_reading_ease,-36.12901360544217,-29.356766917293186,-20.957000828500384,-26.938728168383307
flesch_kincaid_grade,22.935918367346947,22.074135338345865,19.295062137531065,21.601361397223467
smog,19.093669521286817,18.649436658719743,16.236965992691296,18.390115083002716
gunning_fog,24.20136054421769,23.138847117794487,21.819276442971557,22.849798477384685
automated_readability_index,21.72642006802721,21.405939849624062,18.103227009113503,21.034095387371252
coleman_liau_index,24.839285714285705,24.25894736842105,23.370234741784042,24.089162561576355
lix,63.564625850340136,63.611528822055135,59.47776857221762,64.26735333631885
rix,8.380952380952381,8.476190476190476,5.882352941176471,8.454545454545455
pos_prop_DET,0.1554054054054054,0.12734864300626306,0.17453798767967146,0.16414686825053995
pos_prop_ADJ,0.08783783783783784,0.06680584551148225,0.09240246406570841,0.07127429805615551
pos_prop_NOUN,0.25,0.21085594989561587,0.25051334702258726,0.22894168466522677
pos_prop_CCONJ,0.04279279279279279,0.018789144050104383,0.026694045174537988,0.03455723542116631
pos_prop_AUX,0.05630630630630631,0.06889352818371608,0.045174537987679675,0.06047516198704104
pos_prop_ADP,0.07432432432432433,0.07933194154488518,0.07392197125256673,0.07775377969762419
pos_prop_PUNCT,0.11486486486486487,0.1544885177453027,0.12525667351129363,0.12311015118790497
pos_prop_SCONJ,0.02252252252252252,0.012526096033402923,0.022587268993839837,0.02159827213822894
pos_prop_PART,0.015765765765765764,0.014613778705636743,0.01026694045174538,0.01511879049676026
pos_prop_VERB,0.08108108108108109,0.07933194154488518,0.08418891170431211,0.07991360691144708
pos_prop_ADV,0.06981981981981981,0.07306889352818371,0.043121149897330596,0.06695464362850972
pos_prop_PRON,0.02702702702702703,0.016701461377870562,0.024640657084188913,0.019438444924406047
pos_prop_PROPN,0.0022522522522522522,0.05845511482254697,0.024640657084188913,0.02591792656587473
passed_quality_check,True,True,True,True
n_stop_words,195.0,180.0,193.0,203.0
alpha_ratio,0.8851351351351351,0.8162839248434238,0.8726899383983573,0.8682505399568035
mean_word_length,6.4842342342342345,6.062630480167015,6.303901437371663,6.311015118790497
doc_length,444.0,479.0,487.0,463.0
duplicate_ngram_chr_fraction_5,0.07092632222561908,0.0054446460980036296,0.03891273247496423,0.06432221220318605
duplicate_ngram_chr_fraction_6,0.05625191073066341,,0.03891273247496423,0.06432221220318605
duplicate_ngram_chr_fraction_7,0.05625191073066341,,0.03891273247496423,0.06432221220318605
duplicate_ngram_chr_fraction_8,0.05625191073066341,,0.03891273247496423,0.02765253982566877
duplicate_ngram_chr_fraction_9,0.05625191073066341,,0.03891273247496423,
top_ngram_chr_fraction_2,0.008560073372057475,0.009679370840895343,0.015736766809728183,0.026450255485422302
top_ngram_chr_fraction_3,0.03210027514521553,0.01058681185722928,0.00944206008583691,
oov_ratio,0.08558558558558559,0.11482254697286012,0.06776180698151951,0.10151187904967603
dependency_distance_mean,3.2779344219950883,3.229285899860434,2.707863466684499,3.1001683311790966
dependency_distance_std,0.5899452862443926,1.145744199554367,0.8624635758283189,0.9199740403316745
prop_adjacent_dependency_relation_mean,0.4292671141982393,0.46495741050606476,0.4147869102138157,0.44822953555010975
prop_adjacent_dependency_relation_std,0.06975609309785577,0.06923560006851362,0.09158456623070511,0.07886329474219869
entropy,6.98954766756825,6.796052947868128,7.124622585521381,8.274107829740753
perplexity,1085.2304802054691,894.3104262716298,1242.1792621362388,3921.0228494918383
per_word_perplexity,2.444212793255561,1.8670363805253232,2.5506761029491556,8.468731856353862
first_order_coherence,0.7226009085774422,0.5520197324454784,0.5630744775813638,0.6654273541200728
second_order_coherence,0.7048265061488277,0.521001124852582,0.53510357812047,0.6344443306326866
connectives,13,13,11,11
connectives_cap,2,1,3,3
pos_prop_NUM,,0.012526096033402923,0.002053388090349076,0.01079913606911447
pos_prop_X,,0.006263048016701462,,
top_ngram_chr_fraction_4,,0.007259528130671506,0.017167381974248927,
duplicate_ngram_chr_fraction_10,,,0.03891273247496423,
