,human,explain,create,continue
entropy,5.615309008124117,5.473663430791433,5.443804647412207,6.318409714288346
perplexity,274.59821916717624,238.33170713466714,231.32060469953515,554.6901748119199
per_word_perplexity,0.6813851592237624,0.5958292678366679,0.5812075494963195,1.3662319576648272
dependency_distance_mean,3.487841720953035,3.206641821370924,2.7827827931884492,3.1322208843009265
dependency_distance_std,1.0146570427287207,0.7549628310958856,0.7079924044076693,0.8928086070528953
prop_adjacent_dependency_relation_mean,0.44365413226937167,0.45420137410462474,0.4681922224475318,0.43189458712984935
prop_adjacent_dependency_relation_std,0.03693388997016602,0.06443662005910875,0.10607182619033106,0.07322249755833377
first_order_coherence,0.5458869025525119,0.6748447368542353,0.6620434768497944,0.586795231120454
second_order_coherence,0.6410512713825002,0.6695998065611896,0.6885015121416042,0.6186416294316158
flesch_reading_ease,-15.233112522686014,-25.306578947368394,-26.140622098421517,-6.92709003914743
flesch_kincaid_grade,19.934192377495467,21.496140350877194,21.152351770791885,18.97179643323184
smog,18.129532572710062,18.91074014890321,18.798913655560806,19.073162679782783
gunning_fog,22.383787053841502,23.690058479532166,24.442552062607774,23.950645208061474
automated_readability_index,19.114360254083486,21.667850877192983,21.4914352036079,18.899821661591993
coleman_liau_index,21.767011494252866,24.61444444444444,25.381058495821723,21.073168044077132
lix,58.833030852994554,63.94736842105263,68.90582305345535,62.355951863128894
rix,7.421052631578948,8.526315789473685,8.857142857142858,8.263157894736842
passed_quality_check,True,True,True,True
n_stop_words,149.0,169.0,161.0,178.0
alpha_ratio,0.8312655086848635,0.9,0.9020100502512562,0.8891625615763546
mean_word_length,5.890818858560794,6.525,6.680904522613066,5.948275862068965
doc_length,403.0,400.0,398.0,406.0
duplicate_ngram_chr_fraction_5,0.04406904149834741,0.028292354328056584,,0.12112472963229992
top_ngram_chr_fraction_2,0.005508630187293426,0.01212529471202425,0.006629101756711966,0.007209805335255948
top_ngram_chr_fraction_3,0.005508630187293426,0.010104412260020209,,0.012977649603460706
oov_ratio,0.07196029776674938,0.075,0.0728643216080402,0.08620689655172414
token_length_mean,6.663793103448276,7.138888888888889,7.298050139275766,6.534435261707989
token_length_median,5.0,6.0,7.0,5.0
token_length_std,4.418373274631222,4.529856373598626,4.397742088141274,4.134888034909283
sentence_length_mean,18.31578947368421,18.94736842105263,17.095238095238095,19.105263157894736
sentence_length_median,16.0,19.0,17.0,17.0
sentence_length_std,7.262395078172775,5.986596293392047,7.124102362201162,11.229166613132282
syllables_per_token_mean,2.4051724137931036,2.5166666666666666,2.5487465181058497,2.2975206611570247
syllables_per_token_median,2.0,2.0,2.0,2.0
syllables_per_token_std,1.6538623287497034,1.7351753033435364,1.6797142414593662,1.5692181631349131
n_tokens,348,360,359,363
n_unique_tokens,209,223,224,192
proportion_unique_tokens,0.6005747126436781,0.6194444444444445,0.6239554317548747,0.5289256198347108
n_characters,2374,2610,2659,2415
n_sentences,19,19,21,19
pos_prop_DET,0.11910669975186104,0.1325,0.1507537688442211,0.16009852216748768
pos_prop_NOUN,0.1761786600496278,0.2075,0.23115577889447236,0.229064039408867
pos_prop_ADP,0.11166253101736973,0.1125,0.09296482412060302,0.10837438423645321
pos_prop_PROPN,0.05459057071960298,0.0375,0.010050251256281407,0.022167487684729065
pos_prop_AUX,0.03970223325062035,0.0475,0.04522613065326633,0.05172413793103448
pos_prop_ADV,0.10918114143920596,0.09,0.04271356783919598,0.059113300492610835
pos_prop_PART,0.009925558312655087,0.005,0.017587939698492462,0.007389162561576354
pos_prop_VERB,0.05707196029776675,0.07,0.09798994974874371,0.06403940886699508
pos_prop_PUNCT,0.11910669975186104,0.1,0.09798994974874371,0.10098522167487685
pos_prop_CCONJ,0.02481389578163772,0.03,0.035175879396984924,0.046798029556650245
pos_prop_ADJ,0.11166253101736973,0.1275,0.135678391959799,0.11330049261083744
pos_prop_PRON,0.017369727047146403,0.0175,0.022613065326633167,0.022167487684729065
pos_prop_X,0.01240694789081886,,,
pos_prop_SCONJ,0.004962779156327543,0.0225,0.020100502512562814,0.009852216748768473
pos_prop_NUM,0.03225806451612903,,,0.0049261083743842365
connectives,13,13,12,15
connectives_cap,3,2,5,3
duplicate_ngram_chr_fraction_6,,0.028292354328056584,,0.09012256669069935
duplicate_ngram_chr_fraction_7,,0.028292354328056584,,0.06633020908435472
duplicate_ngram_chr_fraction_8,,,,0.06633020908435472
duplicate_ngram_chr_fraction_9,,,,0.03821196827685652
top_ngram_chr_fraction_4,,,,0.017303532804614274
