,human,continue,explain,create
entropy,5.392292795583478,6.412965800148249,5.387189043300281,5.099026400508761
perplexity,219.7065507152412,609.6992483833247,218.58807953317347,163.8622933670325
per_word_perplexity,0.5085799785075028,1.5054302429217894,0.6088804443820988,0.3682298727349045
dependency_distance_mean,2.525268716949517,2.7292067075359037,2.8827540785249277,2.4635455292193074
dependency_distance_std,1.4905594257215662,0.971549811061045,1.0561303837764515,1.1063560473156488
prop_adjacent_dependency_relation_mean,0.4542915168581363,0.4446188177181741,0.4758185664126439,0.4667251796648258
prop_adjacent_dependency_relation_std,0.13365465595691314,0.11608212024460414,0.08529863903839024,0.14117458828710103
first_order_coherence,0.2846689851056518,0.5622414071922717,0.5329591579735279,0.22085007845113674
second_order_coherence,0.3531634336406434,0.5383797450499102,0.590906242790975,0.4128989014405243
flesch_reading_ease,7.589149560117335,4.8298188405797475,7.898962264150953,-7.002350827344117
flesch_kincaid_grade,15.121961775710385,16.394891304347826,15.91948787061995,17.32934146749123
smog,14.554592549557764,15.849852287109439,16.38088893583806,15.398748113891028
gunning_fog,18.310486399029227,19.06811594202899,20.270979335130278,19.799298011031254
automated_readability_index,13.841920315502072,16.83886775362319,15.660390835579513,16.850651011198394
coleman_liau_index,18.376656891495596,20.47358695652174,19.096981132075474,21.84031088082902
lix,49.58853271311558,56.90942028985508,55.39442946990117,53.38425539027244
rix,4.448275862068965,6.375,6.095238095238095,5.096774193548387
passed_quality_check,True,True,True,True
n_stop_words,119.0,171.0,152.0,156.0
alpha_ratio,0.7407407407407407,0.8987654320987655,0.8802228412256268,0.8314606741573034
mean_word_length,5.136574074074074,5.995061728395061,5.665738161559888,6.040449438202248
doc_length,432.0,405.0,359.0,445.0
duplicate_ngram_chr_fraction_5,0.02342834830144475,0.08963786303334528,,
duplicate_ngram_chr_fraction_6,0.018742678641155797,0.05736823234134098,,
duplicate_ngram_chr_fraction_7,0.018742678641155797,,,
duplicate_ngram_chr_fraction_8,0.008980866848887154,,,
duplicate_ngram_chr_fraction_9,0.008980866848887154,,,
top_ngram_chr_fraction_2,0.021866458414681766,0.015059160989602008,0.006805614632071459,0.01436500163238655
top_ngram_chr_fraction_3,0.017571261226083563,0.04087486554320545,,0.014691478942213516
top_ngram_chr_fraction_4,0.013666536509176102,,,
oov_ratio,0.1087962962962963,0.07407407407407407,0.07799442896935933,0.08089887640449438
token_length_mean,6.2404692082111435,6.497282608695652,6.267295597484277,6.805699481865285
token_length_median,5.0,5.0,6.0,5.0
token_length_std,4.161082620844918,4.142829479238238,3.562682136671998,4.638883715648133
sentence_length_mean,11.758620689655173,15.333333333333334,15.142857142857142,12.451612903225806
sentence_length_median,8.0,15.5,13.0,14.0
sentence_length_std,8.688697265210044,6.381396573025549,7.291780854305132,7.555552154957645
syllables_per_token_mean,2.2140762463343107,2.203804347826087,2.169811320754717,2.378238341968912
syllables_per_token_median,1.0,2.0,2.0,2.0
syllables_per_token_std,1.589345421262096,1.5069717276071184,1.3514843792264948,1.6917792715998348
n_tokens,341,368,318,386
n_unique_tokens,214,199,193,242
proportion_unique_tokens,0.6275659824046921,0.5407608695652174,0.6069182389937107,0.6269430051813472
n_characters,2219,2428,2034,2688
n_sentences,29,24,21,31
pos_prop_DET,0.11574074074074074,0.12098765432098765,0.11142061281337047,0.11685393258426967
pos_prop_NOUN,0.2199074074074074,0.2222222222222222,0.22284122562674094,0.25617977528089886
pos_prop_PROPN,0.1087962962962963,0.037037037037037035,0.036211699164345405,0.0449438202247191
pos_prop_VERB,0.046296296296296294,0.07654320987654321,0.0807799442896936,0.06741573033707865
pos_prop_ADP,0.11342592592592593,0.1111111111111111,0.10863509749303621,0.11235955056179775
pos_prop_ADJ,0.0787037037037037,0.08148148148148149,0.0807799442896936,0.08764044943820225
pos_prop_ADV,0.04398148148148148,0.08148148148148149,0.06685236768802229,0.06741573033707865
pos_prop_PUNCT,0.14583333333333334,0.09876543209876543,0.11420612813370473,0.13258426966292136
pos_prop_AUX,0.02546296296296296,0.06666666666666667,0.06406685236768803,0.04269662921348315
pos_prop_X,0.037037037037037035,0.0049382716049382715,0.005571030640668524,0.011235955056179775
pos_prop_NUM,0.037037037037037035,0.0024691358024691358,0.005571030640668524,0.008988764044943821
pos_prop_CCONJ,0.016203703703703703,0.04197530864197531,0.036211699164345405,0.024719101123595506
pos_prop_PRON,0.011574074074074073,0.03209876543209877,0.036211699164345405,0.017977528089887642
connectives,5,8,7,11
connectives_cap,0,0,0,2
pos_prop_SCONJ,,0.014814814814814815,0.019498607242339833,0.0044943820224719105
pos_prop_PART,,0.007407407407407408,0.011142061281337047,0.0044943820224719105
