Filename	n_sentences	n_tokens	tokens_per_sent	char_per_tok	ttr_lemma_chunks_100	ttr_lemma_chunks_200	ttr_form_chunks_100	ttr_form_chunks_200	upos_dist_ADJ	upos_dist_ADP	upos_dist_ADV	upos_dist_AUX	upos_dist_CCONJ	upos_dist_DET	upos_dist_NOUN	upos_dist_NUM	upos_dist_PART	upos_dist_PRON	upos_dist_PROPN	upos_dist_PUNCT	upos_dist_SCONJ	upos_dist_SYM	upos_dist_VERB	upos_dist_X	lexical_density	verbs_tense_dist_Past	verbs_tense_dist_Pres	verbs_mood_dist_Ind	verbs_mood_dist_Sub	verbs_form_dist_Fin	verbs_form_dist_Inf	verbs_form_dist_Part	verbs_num_pers_dist_Plur+1	verbs_num_pers_dist_Plur+3	verbs_num_pers_dist_Sing+1	verbs_num_pers_dist_Sing+2	verbs_num_pers_dist_Sing+3	aux_tense_dist_Past	aux_tense_dist_Pres	aux_mood_dist_Ind	aux_mood_dist_Sub	aux_form_dist_Fin	aux_form_dist_Inf	aux_num_pers_dist_Plur+1	aux_num_pers_dist_Plur+3	aux_num_pers_dist_Sing+1	aux_num_pers_dist_Sing+2	aux_num_pers_dist_Sing+3	verbal_head_per_sent	verbal_root_perc	avg_verb_edges	verb_edges_dist_0	verb_edges_dist_1	verb_edges_dist_2	verb_edges_dist_3	verb_edges_dist_4	verb_edges_dist_5	verb_edges_dist_6	avg_max_depth	avg_token_per_clause	avg_max_links_len	avg_links_len	max_links_len	avg_prepositional_chain_len	n_prepositional_chains	prep_dist_1	prep_dist_2	prep_dist_3	prep_dist_4	obj_pre	obj_post	subj_pre	subj_post	dep_dist_acl	dep_dist_advcl	dep_dist_advmod	dep_dist_amod	dep_dist_appos	dep_dist_aux	dep_dist_aux:pass	dep_dist_case	dep_dist_cc	dep_dist_ccomp	dep_dist_compound	dep_dist_compound:prt	dep_dist_conj	dep_dist_cop	dep_dist_csubj	dep_dist_csubj:pass	dep_dist_dep	dep_dist_det	dep_dist_det:poss	dep_dist_expl	dep_dist_expl:pv	dep_dist_fixed	dep_dist_flat	dep_dist_iobj	dep_dist_mark	dep_dist_nmod	dep_dist_nsubj	dep_dist_nsubj:pass	dep_dist_nummod	dep_dist_obj	dep_dist_obl	dep_dist_parataxis	dep_dist_punct	dep_dist_root	dep_dist_xcomp	principal_proposition_dist	subordinate_proposition_dist	subordinate_post	subordinate_pre	avg_subordinate_chain_len	subordinate_dist_1	subordinate_dist_2	subordinate_dist_3	subordinate_dist_4	subordinate_dist_5
machine/2020-Das-sind-die-wichtigsten-Antworten-zum-Liga-Neustart_501_de.conllu	11	509	46.27272727272727	5.52808988764045	0.66	0.58	0.78	0.665	6.4833005893909625	8.055009823182711	6.4833005893909625	8.840864440078585	3.732809430255403	12.966601178781925	17.87819253438114	0.19646365422396855	2.5540275049115913	6.4833005893909625	2.161100196463654	12.573673870333987	1.1787819253438114	0	10.412573673870334	0	0.4966292134831461	0	100.0	100.0	0	17.307692307692307	53.84615384615385	28.846153846153847	11.11111111111111	33.333333333333336	0	0	55.55555555555556	4.545454545454546	95.45454545454545	100.0	0	81.48148148148148	18.51851851851852	0	36.36363636363637	0	0	63.63636363636363	5.818181818181818	100.0	3.5660377358490565	0	2.0	16.0	24.0	30.0	16.0	12.0	4.909090909090909	7.953125	21.09090909090909	4.076036866359447	43	1.0	5	100.0	0	0	0	89.28571428571429	10.714285714285714	88.88888888888889	11.11111111111111	0.9823182711198428	1.9646365422396856	7.662082514734774	4.322200392927308	0.3929273084479371	2.5540275049115913	4.322200392927308	6.090373280943026	3.732809430255403	0.5893909626719057	0.3929273084479371	0	4.518664047151277	2.161100196463654	0	0	0	13.163064833005894	0	0.7858546168958742	0	0	0.19646365422396855	0.19646365422396855	5.697445972495088	2.357563850687623	5.304518664047151	3.536345776031434	0	5.304518664047151	5.697445972495088	0.7858546168958742	12.573673870333987	2.161100196463654	2.5540275049115913	22.916666666666668	77.08333333333333	67.56756756756756	32.432432432432435	1.76	44.0	36.0	20.0	0	0
machine/2021-So-sehen-die-neuen-Formel-1-Boliden-ab-der-kommenden-Saison-aus_569_de.conllu	6	579	96.5	5.762645914396887	0.62	0.535	0.74	0.635	14.162348877374784	6.217616580310881	2.936096718480138	8.117443868739205	5.354058721934369	15.025906735751295	19.17098445595855	0.17271157167530224	3.7996545768566494	2.936096718480138	1.2089810017271156	11.226252158894646	0.5181347150259067	0	9.153713298791018	0	0.5252918287937743	0	100.0	100.0	0	28.846153846153847	57.69230769230769	13.461538461538462	20.0	20.0	0	0	60.0	0	100.0	100.0	0	88.46153846153847	11.538461538461538	0	34.78260869565217	0	0	65.21739130434783	10.166666666666666	100.0	3.150943396226415	4.081632653061225	4.081632653061225	4.081632653061225	40.816326530612244	36.734693877551024	2.0408163265306123	8.16326530612245	8.166666666666666	9.491803278688524	25.833333333333332	4.938976377952756	58	1.0	7	100.0	0	0	0	90.9090909090909	9.090909090909092	94.23076923076923	5.769230769230769	0.8635578583765112	2.4179620034542313	5.699481865284974	7.253886010362694	0.5181347150259067	2.4179620034542313	4.317789291882556	3.9723661485319517	5.354058721934369	0.5181347150259067	0.5181347150259067	0	8.117443868739205	1.381692573402418	0	0	0	14.853195164075993	0.5181347150259067	0.690846286701209	0	0	0.5181347150259067	0	6.563039723661485	2.245250431778929	4.835924006908463	4.1450777202072535	0	5.699481865284974	2.5906735751295336	0.5181347150259067	11.226252158894646	1.0362694300518134	1.2089810017271156	17.142857142857142	82.85714285714286	100.0	0.0	1.380952380952381	71.42857142857143	19.047619047619047	9.523809523809524	0	0
machine/2020-«Wir-hatten-Angst-vor-genau-solch-einem-Eklat»_547_de.conllu	4	547	136.75	5.967413441955194	0.71	0.56	0.8	0.66	6.2157221206581355	8.775137111517367	3.656307129798903	4.387568555758683	6.2157221206581355	14.990859232175502	23.03473491773309	0.18281535648994515	0.5484460694698354	5.850091407678245	2.742230347349177	10.23765996343693	2.742230347349177	0	10.420475319926874	0	0.5132382892057027	23.076923076923077	76.92307692307692	100.0	0	23.214285714285715	46.42857142857143	30.357142857142858	0	38.46153846153846	0	0	61.53846153846154	12.5	87.5	37.5	62.5	88.88888888888889	11.11111111111111	0	37.5	0	0	62.5	15.0	100.0	3.3684210526315788	0	5.357142857142857	26.785714285714285	25.0	19.642857142857142	8.928571428571429	14.285714285714286	8.0	9.116666666666667	49.75	5.262833675564682	91	1.0454545454545454	22	95.45454545454545	4.545454545454546	0	0	84.0	16.0	93.87755102040816	6.122448979591836	0.3656307129798903	1.4625228519195612	4.204753199268739	4.570383912248629	0.5484460694698354	2.1937842778793417	2.010968921389397	8.226691042047532	6.2157221206581355	2.1937842778793417	0	0	7.678244972577697	0.5484460694698354	0	0	0	15.904936014625228	0.9140767824497258	0	0	0	0.18281535648994515	0	3.8391224862888484	7.678244972577697	6.946983546617916	2.010968921389397	0.18281535648994515	4.570383912248629	4.204753199268739	0.7312614259597806	10.23765996343693	0.7312614259597806	1.6453382084095065	11.428571428571429	88.57142857142857	74.19354838709677	25.806451612903224	1.9047619047619047	47.61904761904762	19.047619047619047	28.571428571428573	4.761904761904762	0
machine/2022-EU-will-Atomkraft-als-«grün»-deklarieren-–-SVP-jubelt_528_de.conllu	3	543	181.0	5.845338983050848	0.68	0.455	0.76	0.525	6.077348066298343	9.208103130755065	6.813996316758748	4.051565377532229	3.314917127071823	15.101289134438305	22.467771639042358	0	0.7366482504604052	5.156537753222836	3.4990791896869244	13.075506445672191	2.0257826887661143	0	8.287292817679559	0.1841620626151013	0.5423728813559322	0	100.0	100.0	0	60.0	20.0	20.0	0	29.62962962962963	0	0	70.37037037037037	0	100.0	92.85714285714286	7.142857142857143	100.0	0	0	0	0	0	100.0	17.333333333333332	100.0	3.311111111111111	0	5.128205128205129	5.128205128205129	33.333333333333336	30.76923076923077	10.256410256410257	15.384615384615385	14.0	10.442307692307692	27.666666666666668	4.358208955223881	40	1.105263157894737	19	89.47368421052632	10.526315789473685	0	0	72.41379310344827	27.586206896551722	97.61904761904762	2.380952380952381	1.1049723756906078	0.5524861878453039	7.550644567219153	5.156537753222836	0.1841620626151013	0.9208103130755064	0.9208103130755064	9.208103130755065	3.314917127071823	1.6574585635359116	0	0	4.972375690607735	2.2099447513812156	0.1841620626151013	0	0.1841620626151013	15.83793738489871	0	0	0	0	1.289134438305709	0	2.7624309392265194	9.576427255985267	6.813996316758748	0.7366482504604052	0	5.3406998158379375	4.6040515653775325	1.289134438305709	13.075506445672191	0.5524861878453039	0	12.5	87.5	100.0	0.0	1.2222222222222223	77.77777777777777	22.22222222222222	0	0	0
machine/2020-Ist-die-Quarantäne-Liste-der-Schweiz-unfair_504_de.conllu	5	521	104.2	6.306521739130435	0.65	0.555	0.73	0.64	11.708253358925145	7.677543186180422	2.111324376199616	5.182341650671785	4.606525911708253	11.516314779270633	18.426103646833013	0	3.838771593090211	6.90978886756238	3.2629558541266794	11.708253358925145	3.071017274472169	0	9.980806142034549	0	0.5152173913043478	6.25	93.75	100.0	0	32.6530612244898	59.183673469387756	8.16326530612245	0	37.5	0	0	62.5	9.090909090909092	90.9090909090909	72.72727272727273	27.272727272727273	100.0	0	0	13.636363636363637	0	0	86.36363636363636	12.6	100.0	3.3653846153846154	0	5.882352941176471	25.49019607843137	19.607843137254903	25.49019607843137	15.686274509803921	7.8431372549019605	9.2	8.26984126984127	41.4	6.294505494505494	110	1.0833333333333333	12	91.66666666666667	8.333333333333334	0	0	85.71428571428571	14.285714285714286	83.33333333333333	16.666666666666668	0.5758157389635317	0.9596928982725528	5.3742802303262955	7.869481765834933	0.5758157389635317	1.1516314779270633	1.9193857965451055	6.90978886756238	4.606525911708253	2.111324376199616	1.9193857965451055	0.19193857965451055	6.525911708253359	2.111324376199616	0	0	0	12.859884836852208	0.3838771593090211	1.3435700575815739	0	0	0	0	6.333973128598848	5.3742802303262955	5.3742802303262955	0.3838771593090211	0	5.3742802303262955	4.222648752399232	0.19193857965451055	11.708253358925145	0.9596928982725528	2.6871401151631478	12.195121951219512	87.8048780487805	100.0	0.0	1.7727272727272727	50.0	31.818181818181817	9.090909090909092	9.090909090909092	0
machine/2021-«Oder-muss-es-zuerst-Tote-geben»_513_de.conllu	2	521	260.5	6.0456521739130435	0.52	0.395	0.58	0.44	7.485604606525912	10.556621880998081	4.222648752399232	6.333973128598848	3.838771593090211	8.061420345489443	17.850287907869482	0	1.727447216890595	6.90978886756238	2.6871401151631478	11.708253358925145	4.990403071017274	0	13.62763915547025	0	0.5195652173913043	5.128205128205129	94.87179487179488	100.0	0	60.9375	17.1875	21.875	0	28.205128205128204	0	0	71.7948717948718	26.31578947368421	73.6842105263158	84.21052631578948	15.789473684210526	100.0	0	0	36.8421052631579	0	0	63.1578947368421	38.5	100.0	3.140845070422535	4.545454545454546	4.545454545454546	21.21212121212121	25.757575757575758	15.151515151515152	19.696969696969695	9.090909090909092	14.5	6.766233766233766	36.5	5.2685589519650655	43	1.375	8	62.5	37.5	0	0	55.55555555555556	44.44444444444444	86.0	14.0	0.19193857965451055	2.111324376199616	6.142034548944338	5.566218809980806	0	3.071017274472169	2.3032629558541267	9.404990403071018	3.838771593090211	3.838771593090211	0	0.7677543186180422	5.182341650671785	1.1516314779270633	0.19193857965451055	0	0	9.404990403071018	0	0.5758157389635317	0	0	1.3435700575815739	0	6.142034548944338	3.071017274472169	7.677543186180422	1.727447216890595	0	3.45489443378119	8.061420345489443	1.5355086372360844	11.708253358925145	0.3838771593090211	1.1516314779270633	4.3478260869565215	95.65217391304348	95.45454545454545	4.545454545454546	1.9310344827586208	44.827586206896555	24.137931034482758	24.137931034482758	6.896551724137931	0
machine/2020-Kremlkritiker-Nawalny-soll-in-Berlin-behandelt-werden_555_de.conllu	5	553	110.6	6.1955193482688395	0.65	0.535	0.75	0.645	11.211573236889693	8.1374321880651	2.3508137432188065	8.499095840867993	5.605786618444847	12.115732368896927	18.26401446654611	0	1.0849909584086799	4.882459312839059	5.244122965641953	11.211573236889693	2.1699819168173597	0	9.22242314647378	0	0.5213849287169042	7.6923076923076925	92.3076923076923	100.0	0	30.232558139534884	18.6046511627907	51.16279069767442	0	7.6923076923076925	0	0	92.3076923076923	7.142857142857143	92.85714285714286	96.42857142857143	3.5714285714285716	84.84848484848484	15.151515151515152	0	0	0	0	100.0	12.2	100.0	3.588235294117647	0	0	8.51063829787234	34.04255319148936	25.53191489361702	23.404255319148938	8.51063829787234	7.2	9.065573770491802	54.8	4.806584362139918	182	1.1111111111111112	9	88.88888888888889	11.11111111111111	0	0	50.0	50.0	92.5	7.5	0.18083182640144665	0.5424954792043399	3.9783001808318263	7.956600361663653	0.18083182640144665	1.6274864376130198	5.244122965641953	7.594936708860759	5.605786618444847	1.2658227848101267	0	0.18083182640144665	7.775768535262206	1.9891500904159132	0	0.5424954792043399	0	11.030741410488245	1.2658227848101267	1.8083182640144666	0	0	0	0	3.616636528028933	5.244122965641953	4.159132007233273	2.5316455696202533	0	5.063291139240507	5.786618444846293	1.0849909584086799	11.211573236889693	0.9041591320072333	1.6274864376130198	14.285714285714286	85.71428571428571	90.0	10.0	1.0714285714285714	96.42857142857143	0	3.5714285714285716	0	0
machine/2021-Geruchssinn-ist-häufiger-bei-mildem-Covid-Verlauf-eingeschränkt_531_de.conllu	6	542	90.33333333333333	6.607515657620041	0.73	0.59	0.83	0.69	14.391143911439114	4.612546125461255	3.5055350553505535	7.011070110701107	7.564575645756458	10.14760147601476	19.74169741697417	0	2.7675276752767526	6.4575645756457565	0.7380073800738007	11.623616236162361	2.5830258302583027	0	8.85608856088561	0	0.534446764091858	0	100.0	100.0	0	19.51219512195122	70.73170731707317	9.75609756097561	0	12.5	0	0	87.5	12.5	87.5	100.0	0	88.88888888888889	11.11111111111111	0	56.25	0	0	43.75	11.333333333333334	100.0	2.9166666666666665	4.25531914893617	6.382978723404255	25.53191489361702	34.04255319148936	12.76595744680851	14.893617021276595	2.127659574468085	8.0	7.970588235294118	39.166666666666664	5.224101479915434	87	1.1818181818181819	11	81.81818181818181	18.181818181818183	0	0	100.0	0.0	84.44444444444444	15.555555555555555	1.2915129151291513	1.2915129151291513	7.380073800738008	7.564575645756458	0	2.2140221402214024	0.7380073800738007	3.690036900369004	7.564575645756458	2.029520295202952	1.1070110701107012	0.18450184501845018	7.749077490774908	4.059040590405904	0.18450184501845018	0	0.36900369003690037	10.14760147601476	0.36900369003690037	0.5535055350553506	0	0	0	1.4760147601476015	5.535055350553505	4.243542435424354	7.9335793357933575	0.18450184501845018	0	6.4575645756457565	1.1070110701107012	0.36900369003690037	11.623616236162361	1.1070110701107012	1.4760147601476015	13.333333333333334	86.66666666666667	87.17948717948718	12.820512820512821	1.2727272727272727	78.78787878787878	15.151515151515152	6.0606060606060606	0	0
machine/2021-Darum-sind-Zoom-Meetings-so-anstrengend_622_de.conllu	5	643	128.6	6.01058201058201	0.63	0.515	0.75	0.615	9.953343701399689	8.864696734059098	4.665629860031104	3.7325038880248833	4.510108864696734	10.73094867807154	19.906687402799378	0	5.132192846034215	7.465007776049767	0.9331259720062208	11.81959564541213	1.7107309486780715	0	10.57542768273717	0	0.5220458553791887	0	100.0	100.0	0	29.6875	64.0625	6.25	0	47.36842105263158	0	0	52.63157894736842	20.0	80.0	80.0	20.0	100.0	0	0	40.0	0	0	60.0	15.8	80.0	2.7205882352941178	5.084745762711864	8.474576271186441	20.338983050847457	30.508474576271187	18.64406779661017	3.389830508474576	13.559322033898304	8.4	8.139240506329115	36.6	6.222419928825623	57	1.0769230769230769	13	92.3076923076923	7.6923076923076925	0	0	87.27272727272727	12.727272727272727	67.56756756756756	32.432432432432435	1.5552099533437014	1.7107309486780715	6.065318818040436	7.620528771384137	0.4665629860031104	1.7107309486780715	0.15552099533437014	6.531881804043546	4.199066874027994	0.6220839813374806	1.5552099533437014	0.15552099533437014	5.909797822706065	1.8662519440124417	0	0	0.15552099533437014	11.35303265940902	0.7776049766718507	0.15552099533437014	0	0	0.3110419906687403	0.4665629860031104	8.709175738724728	3.7325038880248833	5.598755832037325	0.15552099533437014	0	8.087091757387247	4.354587869362364	0.15552099533437014	11.81959564541213	0.7776049766718507	3.265940902021773	8.16326530612245	91.83673469387755	95.55555555555556	4.444444444444445	1.9310344827586208	31.03448275862069	48.275862068965516	17.24137931034483	3.4482758620689653	0
machine/2018-Belgien-bezwingt-Japan-in-letzter-Sekunde_504_de.conllu	7	524	74.85714285714286	5.285106382978723	0.67	0.45	0.77	0.525	6.106870229007634	13.358778625954198	4.198473282442748	4.3893129770992365	5.343511450381679	12.213740458015268	16.984732824427482	2.099236641221374	2.2900763358778624	4.580152671755725	7.251908396946565	10.305343511450381	0.7633587786259542	0	10.114503816793894	0	0.4978723404255319	81.48148148148148	18.51851851851852	100.0	0	55.10204081632653	38.775510204081634	6.122448979591836	0	51.851851851851855	0	0	48.148148148148145	35.294117647058826	64.70588235294117	100.0	0	100.0	0	0	47.05882352941177	0	0	52.94117647058823	8.0	85.71428571428571	3.169811320754717	0	0	4.3478260869565215	45.65217391304348	34.78260869565217	10.869565217391305	4.3478260869565215	5.142857142857143	9.357142857142858	38.142857142857146	4.691144708423326	76	1.0	18	100.0	0	0	0	54.285714285714285	45.714285714285715	85.71428571428571	14.285714285714286	0.3816793893129771	2.099236641221374	6.106870229007634	4.3893129770992365	0.9541984732824428	2.6717557251908395	1.1450381679389312	12.213740458015268	5.343511450381679	0	0.3816793893129771	0.5725190839694656	7.061068702290076	0.5725190839694656	0.3816793893129771	0	0	12.595419847328245	0.5725190839694656	0.5725190839694656	0	0	0.5725190839694656	0.5725190839694656	3.053435114503817	4.00763358778626	4.198473282442748	0.7633587786259542	0.5725190839694656	6.106870229007634	8.969465648854962	0.7633587786259542	10.305343511450381	1.3358778625954197	0.7633587786259542	22.22222222222222	77.77777777777777	85.71428571428571	14.285714285714286	1.5333333333333334	60.0	26.666666666666668	13.333333333333334	0	0
