,create,human,explain,continue
entropy,12.865469817379129,16.68461569886727,14.610864963000559,16.069979936776985
perplexity,386725.2677198571,17621242.61317349,2215225.944932466,9530235.023625063
per_word_perplexity,553.2550325033721,28652.427013290224,3625.5743779582094,14203.032822093983
passed_quality_check,True,True,True,True
n_stop_words,201.0,233.0,205.0,276.0
alpha_ratio,0.8969957081545065,0.8455284552845529,0.900163666121113,0.9135618479880775
mean_word_length,5.783977110157368,4.578861788617886,5.260229132569558,5.347242921013413
doc_length,699.0,615.0,611.0,671.0
top_ngram_chr_fraction_2,0.012019746726765401,0.008771929824561403,0.00931842385516507,0.013333333333333334
top_ngram_chr_fraction_3,0.009658725048293626,0.014035087719298246,0.013844515441959531,
pos_prop_NOUN,0.2804005722460658,0.2146341463414634,0.31751227495908346,0.26229508196721313
pos_prop_PUNCT,0.09728183118741059,0.13008130081300814,0.09492635024549918,0.08196721311475409
pos_prop_VERB,0.1530758226037196,0.0910569105691057,0.13747954173486088,0.14605067064083457
pos_prop_ADJ,0.12303290414878398,0.08780487804878048,0.07692307692307693,0.08643815201192251
pos_prop_PROPN,0.04864091559370529,0.07804878048780488,0.04746317512274959,0.03576751117734724
pos_prop_ADP,0.10014306151645208,0.12357723577235773,0.10801963993453355,0.10730253353204174
pos_prop_DET,0.04148783977110158,0.06991869918699187,0.04582651391162029,0.05663189269746647
pos_prop_ADV,0.031473533619456366,0.04065040650406504,0.027823240589198037,0.028315946348733235
pos_prop_AUX,0.02861230329041488,0.030894308943089432,0.027823240589198037,0.046199701937406856
pos_prop_PART,0.024320457796852647,0.02926829268292683,0.02127659574468085,0.026825633383010434
pos_prop_PRON,0.024320457796852647,0.03577235772357724,0.03273322422258593,0.05663189269746647
pos_prop_CCONJ,0.024320457796852647,0.03739837398373984,0.0425531914893617,0.03427719821162444
pos_prop_NUM,0.002861230329041488,0.024390243902439025,0.0016366612111292963,0.0029806259314456036
pos_prop_SCONJ,0.020028612303290415,0.004878048780487805,0.01800327332242226,0.028315946348733235
dependency_distance_mean,2.9041228757578903,3.085065279900669,2.812564696445345,2.658397681589812
dependency_distance_std,0.5436781643069033,0.7020662736205117,0.4650621975595721,0.6341618214679581
prop_adjacent_dependency_relation_mean,0.44887836495176225,0.45453253641475244,0.4652620167125213,0.4823501633096216
prop_adjacent_dependency_relation_std,0.05569057538757268,0.06404687720204542,0.0816735713826994,0.05556982196999748
first_order_coherence,0.835613751783967,0.8070016449148004,0.8255712773118701,0.843775992040281
second_order_coherence,0.8379109864649565,0.7935376053764707,0.82500586465553,0.8421755203833947
token_length_mean,6.354166666666667,5.1471698113207545,5.749542961608775,5.769230769230769
token_length_median,6.0,4.0,5.0,5.0
token_length_std,3.1087988154247497,2.7418905317581963,2.891925146427872,3.060348155386782
sentence_length_mean,24.96,23.043478260869566,18.862068965517242,21.821428571428573
sentence_length_median,26.0,23.0,19.0,22.0
sentence_length_std,8.316152956746286,9.233578894775803,5.66735441491083,6.256731069294044
syllables_per_token_mean,1.8862179487179487,1.560377358490566,1.6837294332723949,1.7414075286415711
syllables_per_token_median,2.0,1.0,1.0,1.0
syllables_per_token_std,1.0291593799900156,0.8540336307817334,0.8951271619815975,1.0227705301408825
n_tokens,624,530,547,611
n_unique_tokens,384,311,293,291
proportion_unique_tokens,0.6153846153846154,0.5867924528301887,0.5356489945155393,0.4762684124386252
n_characters,4043,2816,3214,3588
n_sentences,25,23,29,28
flesch_reading_ease,21.926561538461584,51.43794503691552,45.24648994515539,37.36317307692309
flesch_kincaid_grade,16.401771794871795,11.809409351927812,11.634214209165986,13.468965980827686
smog,17.307763378471186,13.716627793711272,13.630784692434368,15.857485502490093
gunning_fog,19.855794871794874,15.179655455291224,14.711189560612747,17.828407762450315
automated_readability_index,20.978125,14.334908941755536,15.08138183193595,16.653791208791212
coleman_liau_index,20.376602564102566,13.180830188679245,16.438025594149902,16.76661211129296
lix,72.55615384615385,54.930270713699755,59.629893462775016,61.42862988075754
rix,11.88,7.3478260869565215,7.689655172413793,8.642857142857142
connectives,14,12,14,17
connectives_cap,5,4,4,6
pos_prop_X,,0.0016260162601626016,,
duplicate_ngram_chr_fraction_5,,,0.029286474973375932,0.012380952380952381
