,human,create,explain,continue
passed_quality_check,True,True,True,True
n_stop_words,181.0,205.0,213.0,226.0
alpha_ratio,0.828099173553719,0.8946515397082658,0.8924731182795699,0.8998302207130731
mean_word_length,4.715702479338843,5.687196110210697,4.901433691756273,5.300509337860781
doc_length,605.0,617.0,558.0,589.0
top_ngram_chr_fraction_2,0.005822416302765648,0.008639842014317452,0.013962147067949116,0.009868421052631578
oov_ratio,0.001652892561983471,0.0016207455429497568,0.0017921146953405018,0.001697792869269949
flesch_reading_ease,55.843865230141546,26.933334065934076,56.13724565756823,47.38286016949155
flesch_kincaid_grade,9.525213566237412,14.928332600732599,10.168548387096777,11.361626984126985
smog,12.588716970353843,16.551014706926132,12.635684438814376,13.540458340773792
gunning_fog,13.248399846997325,18.84589010989011,13.437220843672458,14.59136400322841
automated_readability_index,12.366349611118196,19.08708791208791,13.472191377171214,15.229995964487493
coleman_liau_index,14.389565217391308,19.793919413919415,14.31266129032258,16.56821092278719
lix,48.33839092184114,68.5432967032967,51.53660049627791,58.135660478880816
rix,5.225806451612903,10.2,6.1923076923076925,7.428571428571429
first_order_coherence,0.716315754254659,0.7948886914333949,0.8063955569267273,0.8684872764128225
second_order_coherence,0.7226905391134065,0.7875048767613329,0.7811362793048223,0.8650209170121413
token_length_mean,5.442687747035573,6.283882783882784,5.38508064516129,5.7702448210922785
token_length_median,5.0,6.0,5.0,5.0
token_length_std,2.842658509304591,3.0288594090174796,2.7988511456366956,3.0389715613979376
sentence_length_mean,16.322580645161292,21.84,19.076923076923077,18.964285714285715
sentence_length_median,16.0,21.0,18.0,18.0
sentence_length_std,9.848488001765332,7.566663729808534,5.188174993512999,7.093669928973613
syllables_per_token_mean,1.5889328063241106,1.8644688644688645,1.5524193548387097,1.6572504708097928
syllables_per_token_median,1.0,2.0,1.0,1.0
syllables_per_token_std,0.9137703931805787,1.005452803768367,0.8644375114710684,0.8973906363527123
n_tokens,506,546,496,531
n_unique_tokens,275,274,264,258
proportion_unique_tokens,0.5434782608695652,0.5018315018315018,0.532258064516129,0.4858757062146893
n_characters,2853,3509,2735,3122
n_sentences,31,25,26,28
entropy,15.539969800078364,12.735965492471928,13.869838871477368,15.81329013876508
perplexity,5609486.835142765,339750.0545157927,1055831.1889042736,7372667.498419612
per_word_perplexity,9271.879066351677,550.648386573408,1892.170589434182,12517.26230631513
dependency_distance_mean,2.635728577486189,2.8451526452472655,2.7564607627577353,2.528104380769215
dependency_distance_std,1.1279098776814442,0.7480987114160522,0.5163346443653904,0.3038068079081483
prop_adjacent_dependency_relation_mean,0.4704115901256515,0.47511990971492885,0.4703509861657711,0.4536832111040209
prop_adjacent_dependency_relation_std,0.08911163794724408,0.052316383118006994,0.05793223390290737,0.07501521533040195
pos_prop_NOUN,0.2611570247933884,0.27228525121555913,0.2724014336917563,0.2733446519524618
pos_prop_PUNCT,0.15206611570247933,0.10048622366288493,0.10215053763440861,0.09168081494057725
pos_prop_X,0.001652892561983471,,,0.003395585738539898
pos_prop_VERB,0.09917355371900827,0.1085899513776337,0.10752688172043011,0.0933786078098472
pos_prop_ADV,0.04628099173553719,0.02106969205834684,0.03225806451612903,0.035653650254668934
pos_prop_ADP,0.09917355371900827,0.12965964343598055,0.13082437275985664,0.13412563667232597
pos_prop_DET,0.05289256198347107,0.05348460291734198,0.07347670250896057,0.07979626485568761
pos_prop_PROPN,0.03471074380165289,0.05672609400324149,0.03942652329749104,0.02037351443123939
pos_prop_ADJ,0.1371900826446281,0.11831442463533225,0.1039426523297491,0.13242784380305603
pos_prop_PART,0.011570247933884297,0.024311183144246355,0.010752688172043012,0.008488964346349746
pos_prop_AUX,0.03471074380165289,0.04700162074554295,0.05017921146953405,0.044142614601018676
pos_prop_NUM,0.006611570247933884,0.006482982171799027,0.0035842293906810036,0.0050933786078098476
pos_prop_CCONJ,0.03471074380165289,0.027552674230145867,0.03763440860215054,0.04584040747028863
pos_prop_SCONJ,0.019834710743801654,0.02106969205834684,0.016129032258064516,0.011884550084889643
pos_prop_SYM,0.0049586776859504135,,,
pos_prop_PRON,0.003305785123966942,0.012965964343598054,0.01971326164874552,0.02037351443123939
connectives,20,17,18,16
connectives_cap,0,8,0,5
duplicate_ngram_chr_fraction_5,,0.0372747469760553,0.05833074775054297,0.01206140350877193
duplicate_ngram_chr_fraction_6,,0.020241915576400888,0.05833074775054297,0.01206140350877193
duplicate_ngram_chr_fraction_7,,0.020241915576400888,0.05833074775054297,
top_ngram_chr_fraction_3,,0.010367810417180942,0.013031337263419174,0.013706140350877192
top_ngram_chr_fraction_4,,0.01110836830412244,,0.014802631578947368
duplicate_ngram_chr_fraction_8,,,0.05833074775054297,
duplicate_ngram_chr_fraction_9,,,0.05833074775054297,
duplicate_ngram_chr_fraction_10,,,0.04033509152963078,
