,human,explain,create,continue
passed_quality_check,True,True,True,True
n_stop_words,309.0,164.0,243.0,190.0
alpha_ratio,0.8619528619528619,0.8834355828220859,0.8746518105849582,0.875
mean_word_length,4.031986531986532,5.1676891615541924,5.221448467966574,5.1671875
doc_length,594.0,489.0,718.0,640.0
duplicate_ngram_chr_fraction_5,0.018810883439704402,,0.04004602991944764,
top_ngram_chr_fraction_2,0.0141081625797783,0.04460966542750929,0.0048331415420023015,0.021823850350740453
top_ngram_chr_fraction_3,0.019146792072556266,0.012166272389320717,0.018411967779056387,0.013250194855806703
oov_ratio,0.003367003367003367,0.00408997955010225,0.012534818941504178,
flesch_reading_ease,73.3910294117647,38.40433027522937,36.475263418253775,43.04137745974958
flesch_kincaid_grade,7.547689075630256,13.318422018348624,14.114919614147912,12.044580840170251
smog,9.236282656511921,14.975302809339372,15.65512483140294,14.051016940499611
gunning_fog,9.795518207282914,16.609908256880736,17.607815978233983,15.295317993954724
automated_readability_index,8.872142857142858,16.196009174311925,18.147888943853573,15.381007957559682
coleman_liau_index,9.034901960784314,16.20715596330275,17.43916398713826,16.587477638640426
lix,40.175070028011206,61.02018348623854,64.75908978481326,58.27407316019986
rix,4.0,8.55,9.76923076923077,7.517241379310345
first_order_coherence,0.7742480392809268,0.8606476815123307,0.8281331729888916,0.8197329470089504
second_order_coherence,0.7560053995022407,0.8607127865155538,0.8224156560997168,0.8097700940238105
token_length_mean,4.5,5.674311926605505,5.863344051446945,5.769230769230769
token_length_median,4.0,5.0,5.0,5.0
token_length_std,2.4324199198877374,2.8323784432559607,3.164662258378116,3.00006880339431
sentence_length_mean,18.214285714285715,21.8,23.923076923076923,19.275862068965516
sentence_length_median,17.5,22.5,24.0,20.0
sentence_length_std,8.682318415102298,6.9469417731833625,9.025276799177693,5.172183902937193
syllables_per_token_mean,1.3588235294117648,1.7293577981651376,1.7266881028938907,1.704830053667263
syllables_per_token_median,1.0,1.0,1.0,1.0
syllables_per_token_std,0.6647058823529413,0.908754844495102,0.988305394216727,0.9739881303665812
n_tokens,510,436,622,559
n_unique_tokens,247,248,344,328
proportion_unique_tokens,0.4843137254901961,0.5688073394495413,0.5530546623794212,0.5867620751341681
n_characters,2395,2527,3749,3307
n_sentences,28,20,26,29
entropy,20.091629649727572,11.332298247141015,15.87613686915013,14.398234101598623
perplexity,531721093.62362546,83474.64793066906,7850885.368148285,1790909.4145062934
per_word_perplexity,895153.3562687298,170.70480149421076,10934.38073558257,2798.295960166083
dependency_distance_mean,2.7610392938678996,2.7203454222409404,2.9106375236960154,2.781626493429666
dependency_distance_std,0.6516293216186493,0.552776191518869,0.540309512439884,0.533650497637468
prop_adjacent_dependency_relation_mean,0.4336666487888375,0.4936508671537684,0.43852048996366605,0.4602698894765082
prop_adjacent_dependency_relation_std,0.07382547991826995,0.07455052907471964,0.05359120178167305,0.05674478233141319
pos_prop_NOUN,0.20202020202020202,0.32719836400818,0.266016713091922,0.325
pos_prop_VERB,0.10101010101010101,0.11451942740286299,0.116991643454039,0.109375
pos_prop_PART,0.025252525252525252,0.014314928425357873,0.025069637883008356,0.0171875
pos_prop_AUX,0.05387205387205387,0.022494887525562373,0.03203342618384401,0.03125
pos_prop_PUNCT,0.12121212121212122,0.10633946830265849,0.12534818941504178,0.11875
pos_prop_CCONJ,0.02861952861952862,0.03885480572597137,0.026462395543175487,0.034375
pos_prop_PRON,0.08754208754208755,0.024539877300613498,0.027855153203342618,0.0234375
pos_prop_ADJ,0.058922558922558925,0.09815950920245399,0.09749303621169916,0.1375
pos_prop_ADP,0.10942760942760943,0.11247443762781185,0.11002785515320335,0.1046875
pos_prop_SCONJ,0.016835016835016835,0.012269938650306749,0.016713091922005572,0.0109375
pos_prop_DET,0.09427609427609428,0.06134969325153374,0.06545961002785515,0.0453125
pos_prop_ADV,0.05555555555555555,0.03885480572597137,0.0403899721448468,0.0265625
pos_prop_INTJ,0.003367003367003367,,,
pos_prop_NUM,0.02861952861952862,0.010224948875255624,0.002785515320334262,0.003125
pos_prop_PROPN,0.013468013468013467,0.018404907975460124,0.04735376044568245,0.009375
connectives,11,9,17,17
connectives_cap,5,2,5,4
duplicate_ngram_chr_fraction_6,,,0.020713463751438434,
duplicate_ngram_chr_fraction_7,,,0.020713463751438434,
top_ngram_chr_fraction_4,,,0.019332566168009206,
pos_prop_SYM,,,,0.003125
