,explain,human,create,continue
first_order_coherence,0.8417742316211972,0.8117490768432617,0.8425268047888365,0.8514362444048342
second_order_coherence,0.8299037637533965,0.790707340365962,0.8411738922198614,0.8475315083156932
entropy,15.492264395287966,15.765058398402731,14.36954695605582,14.183798350351207
perplexity,5348166.7429925585,7025510.210687855,1740263.2555780802,1445257.9133528862
per_word_perplexity,8202.709728516194,11988.925274211357,2665.027956474855,2646.9925152983265
token_length_mean,5.594594594594595,5.108910891089109,6.18974358974359,5.651821862348178
token_length_median,5.0,4.0,6.0,5.0
token_length_std,2.8118663558594004,2.7042357317825867,3.1011270246706553,3.133375693963626
sentence_length_mean,20.413793103448278,24.047619047619047,20.17241379310345,20.583333333333332
sentence_length_median,21.0,23.0,20.0,21.0
sentence_length_std,5.635584242143601,8.76940672628803,6.164799773112535,4.563593856697689
syllables_per_token_mean,1.6756756756756757,1.5504950495049505,1.8598290598290599,1.714574898785425
syllables_per_token_median,1.0,1.0,1.0,1.0
syllables_per_token_std,0.89643600799798,0.8430993930783938,1.0414536052100922,1.0168171551371785
n_tokens,592,505,585,494
n_unique_tokens,302,297,314,246
proportion_unique_tokens,0.5101351351351351,0.5881188118811881,0.5367521367521367,0.4979757085020243
n_characters,3373,2664,3692,2845
n_sentences,29,21,29,24
pos_prop_DET,0.05674846625766871,0.06825938566552901,0.045941807044410414,0.045787545787545784
pos_prop_NOUN,0.29754601226993865,0.2098976109215017,0.30321592649310875,0.2619047619047619
pos_prop_VERB,0.12423312883435583,0.08873720136518772,0.13935681470137826,0.11904761904761904
pos_prop_ADP,0.12269938650306748,0.12457337883959044,0.0995405819295559,0.11904761904761904
pos_prop_PROPN,0.04141104294478527,0.08191126279863481,0.015313935681470138,0.0347985347985348
pos_prop_CCONJ,0.0352760736196319,0.03924914675767918,0.033690658499234305,0.04945054945054945
pos_prop_PRON,0.0352760736196319,0.03583617747440273,0.039816232771822356,0.04395604395604396
pos_prop_ADJ,0.09355828220858896,0.09044368600682594,0.10260336906584992,0.10256410256410256
pos_prop_PUNCT,0.08742331288343558,0.1296928327645051,0.09494640122511486,0.08974358974358974
pos_prop_SCONJ,0.01687116564417178,0.005119453924914676,0.03215926493108729,0.02197802197802198
pos_prop_AUX,0.032208588957055216,0.027303754266211604,0.03215926493108729,0.06043956043956044
pos_prop_ADV,0.032208588957055216,0.040955631399317405,0.03215926493108729,0.02564102564102564
pos_prop_PART,0.018404907975460124,0.030716723549488054,0.026033690658499236,0.02197802197802198
pos_prop_NUM,0.006134969325153374,0.025597269624573378,0.0030627871362940277,0.003663003663003663
dependency_distance_mean,2.706002887761512,3.104537586500156,2.6564613663151313,2.6115839081776038
dependency_distance_std,0.5999923704130731,0.7475464799091045,0.48066347643344504,0.40190968439482194
prop_adjacent_dependency_relation_mean,0.497987117869504,0.4603633103696472,0.46474114711824555,0.48861846401374914
prop_adjacent_dependency_relation_std,0.07696209502775105,0.06311529782253632,0.05716224157442063,0.06874444306644246
passed_quality_check,True,True,True,True
n_stop_words,231.0,223.0,224.0,230.0
alpha_ratio,0.9049079754601227,0.8447098976109215,0.8989280245022971,0.9065934065934066
mean_word_length,5.173312883435583,4.546075085324232,5.653905053598775,5.210622710622711
doc_length,652.0,586.0,653.0,546.0
duplicate_ngram_chr_fraction_5,0.0489775309265337,,0.0444652468991341,0.0659077291791492
duplicate_ngram_chr_fraction_6,0.018682150971976775,,,0.0659077291791492
duplicate_ngram_chr_fraction_7,0.018682150971976775,,,0.04493708807669263
top_ngram_chr_fraction_2,0.01009845998485231,0.009256402344955261,0.014977767376550433,0.02156980227681246
top_ngram_chr_fraction_3,0.016409997475385005,0.014810243751928418,0.019658319681722443,0.013181545835829839
flesch_reading_ease,44.35283783783785,51.25478547854786,29.018461538461565,40.88988022941973
flesch_kincaid_grade,12.1443522833178,12.084413012729843,14.223224285293252,12.669483805668015
smog,14.355873172290824,13.925175675911131,16.207894946071267,14.963818363780355
gunning_fog,15.733084808946879,15.55964167845356,18.462127910403776,16.573414304993253
automated_readability_index,15.127437092264678,14.656779820839226,17.809899204244033,15.481747638326581
coleman_liau_index,15.646216216216217,13.009504950495046,19.128341880341882,15.994655870445339
lix,60.44757688723206,55.53276756247053,67.18096080165046,59.24730094466936
rix,8.172413793103448,7.571428571428571,9.482758620689655,7.958333333333333
connectives,18,12,19,19
connectives_cap,3,4,6,6
pos_prop_X,,0.0017064846416382253,,
