,human,create,explain,continue
pos_prop_DET,0.11371841155234658,0.1073345259391771,0.10505836575875487,0.09906542056074766
pos_prop_NUM,0.009025270758122744,0.0035778175313059034,0.007782101167315175,0.007476635514018692
pos_prop_PUNCT,0.1552346570397112,0.11449016100178891,0.10894941634241245,0.08971962616822429
pos_prop_NOUN,0.18772563176895307,0.259391771019678,0.23540856031128404,0.25794392523364484
pos_prop_ADJ,0.052346570397111915,0.09123434704830054,0.06420233463035019,0.08037383177570094
pos_prop_VERB,0.1263537906137184,0.11627906976744186,0.1264591439688716,0.11588785046728972
pos_prop_PROPN,0.09205776173285199,0.057245080500894455,0.09727626459143969,0.03551401869158879
pos_prop_ADP,0.08483754512635379,0.1073345259391771,0.10894941634241245,0.1252336448598131
pos_prop_PRON,0.05415162454873646,0.03220035778175313,0.03696498054474708,0.04672897196261682
pos_prop_AUX,0.032490974729241874,0.026833631484794274,0.019455252918287938,0.03925233644859813
pos_prop_CCONJ,0.023465703971119134,0.04114490161001789,0.033073929961089495,0.04299065420560748
pos_prop_PART,0.03790613718411552,0.02146690518783542,0.0311284046692607,0.03364485981308411
pos_prop_ADV,0.016245487364620937,0.008944543828264758,0.007782101167315175,0.014953271028037384
pos_prop_SCONJ,0.01263537906137184,0.012522361359570662,0.01556420233463035,0.011214953271028037
pos_prop_SYM,0.0018050541516245488,,0.0019455252918287938,
first_order_coherence,0.7424775016935248,0.8572958736192613,0.7824294652257647,0.8719086788949513
second_order_coherence,0.7486587580707338,0.8503277659416199,0.7839387685060502,0.854600790143013
passed_quality_check,True,True,True,True
n_stop_words,213.0,202.0,190.0,227.0
alpha_ratio,0.8375451263537906,0.8837209302325582,0.8813229571984436,0.908411214953271
mean_word_length,4.196750902527076,5.069767441860465,4.684824902723736,5.007476635514019
doc_length,554.0,559.0,514.0,535.0
duplicate_ngram_chr_fraction_5,0.05971223021582734,0.03458646616541353,0.12754029432375613,0.04053198226725776
duplicate_ngram_chr_fraction_6,0.04028776978417266,,0.021723896285914507,
top_ngram_chr_fraction_2,0.017985611510791366,0.03609022556390978,0.008759635599159075,0.011082963901203294
top_ngram_chr_fraction_3,0.01079136690647482,0.020451127819548873,0.017869656622284513,0.013299556681443952
top_ngram_chr_fraction_4,0.027338129496402876,0.03488721804511278,0.028381219341275403,
oov_ratio,0.01444043321299639,0.007155635062611807,0.027237354085603113,0.011214953271028037
flesch_reading_ease,60.41918137254903,42.338077496274224,55.2622186623949,44.64008268758269
flesch_kincaid_grade,10.533484749455337,12.864597615499257,10.678005606728075,12.464468909468913
smog,12.773325707644965,15.727792735215175,13.172668634160413,15.429909175157395
gunning_fog,14.14732026143791,17.64321907600596,14.24573488185823,17.22778302778303
automated_readability_index,12.774084967320263,16.04849105812221,13.20589106928314,15.04940653940654
coleman_liau_index,11.285403050108933,15.808032786885246,13.124052863436127,14.739958419958423
lix,49.529520697167754,59.476900149031295,53.89627553063676,57.62247212247212
rix,6.1,8.272727272727273,6.863636363636363,7.818181818181818
token_length_mean,4.825708061002179,5.602459016393443,5.1629955947136565,5.424116424116424
token_length_median,4.0,5.0,5.0,5.0
token_length_std,2.6338076204305976,3.1109527061856186,2.7478218550548643,3.1097326427052447
sentence_length_mean,22.95,22.181818181818183,20.636363636363637,21.863636363636363
sentence_length_median,20.0,21.5,20.5,21.5
sentence_length_std,11.672510441203297,7.986558956580872,6.6026541119699775,5.594603361888981
syllables_per_token_mean,1.4553376906318083,1.6782786885245902,1.5440528634361232,1.654885654885655
syllables_per_token_median,1.0,1.0,1.0,1.0
syllables_per_token_std,0.8136022573971423,0.9629294380485909,0.8324621708689977,1.0059190920612986
n_tokens,459,488,454,481
n_unique_tokens,227,244,214,246
proportion_unique_tokens,0.49455337690631807,0.5,0.4713656387665198,0.5114345114345115
n_characters,2325,2834,2408,2679
n_sentences,20,22,22,22
entropy,17.27873259163175,16.27480290956356,15.098169925313726,16.57264730059034
perplexity,31919657.215701513,11696531.578810113,3606217.241244906,15754668.635136867
per_word_perplexity,57616.7097756345,20924.027869069967,7015.986850671024,29447.978757265173
dependency_distance_mean,3.078011993947937,2.956761390035575,2.809512497657755,2.701324750187314
dependency_distance_std,0.9189594414149301,0.7449410226143113,0.4723503437590124,0.5798090046146799
prop_adjacent_dependency_relation_mean,0.4076965982837429,0.4733246592683135,0.45790711184220123,0.4902263551090609
prop_adjacent_dependency_relation_std,0.12241565658498516,0.059322919641541176,0.05724519574670657,0.07080605379599782
connectives,5,9,9,10
connectives_cap,0,2,3,4
duplicate_ngram_chr_fraction_7,,,0.021723896285914507,
duplicate_ngram_chr_fraction_8,,,0.021723896285914507,
duplicate_ngram_chr_fraction_9,,,0.021723896285914507,
duplicate_ngram_chr_fraction_10,,,0.021723896285914507,
