,create,human,explain,continue
token_length_mean,5.484107579462103,4.76657824933687,4.967532467532467,5.340557275541796
token_length_median,5.0,4.0,4.0,4.0
token_length_std,2.7236834594806836,2.6449786699142668,2.8454083110755946,2.9675952151987635
sentence_length_mean,18.59090909090909,15.708333333333334,20.533333333333335,23.071428571428573
sentence_length_median,18.5,14.0,22.0,22.0
sentence_length_std,6.198673545123042,9.298203978307972,3.9305074594623135,7.20579415385668
syllables_per_token_mean,1.5745721271393642,1.4164456233421752,1.5,1.6160990712074303
syllables_per_token_median,1.0,1.0,1.0,1.0
syllables_per_token_std,0.8273673895947996,0.7092006879180565,0.7708150518482654,0.9047454610651676
n_tokens,409,377,308,323
n_unique_tokens,248,224,186,187
proportion_unique_tokens,0.6063569682151589,0.5941644562334217,0.6038961038961039,0.5789473684210527
n_characters,2303,1876,1572,1765
n_sentences,22,24,15,14
dependency_distance_mean,2.6270108349995067,2.6616033137552613,2.837670135832035,2.6928945104723168
dependency_distance_std,0.5003366261286737,0.7316436013192104,0.47790107352197736,0.3263981022323353
prop_adjacent_dependency_relation_mean,0.47250392022837845,0.40203783362364787,0.42913003238748454,0.44059618955208796
prop_adjacent_dependency_relation_std,0.0651114352679334,0.0910009079403945,0.0670880630675571,0.040672930320180004
entropy,13.420085998787055,13.174094421492438,10.006640716777817,9.51646574561518
perplexity,673394.082912684,526546.2344878635,22173.22406649937,13581.525724045609
per_word_perplexity,1454.4148659021253,1167.5082804608946,63.53359331375177,37.72646034457114
pos_prop_PUNCT,0.10583153347732181,0.15521064301552107,0.11174785100286533,0.09444444444444444
pos_prop_PROPN,0.06911447084233262,0.08869179600886919,0.054441260744985676,0.041666666666666664
pos_prop_DET,0.08855291576673865,0.07095343680709534,0.09169054441260745,0.06388888888888888
pos_prop_ADJ,0.07775377969762419,0.03991130820399113,0.04871060171919771,0.09166666666666666
pos_prop_NOUN,0.24838012958963282,0.17516629711751663,0.20916905444126074,0.22777777777777777
pos_prop_AUX,0.038876889848812095,0.04212860310421286,0.03724928366762178,0.013888888888888888
pos_prop_VERB,0.13822894168466524,0.11751662971175167,0.1174785100286533,0.1111111111111111
pos_prop_CCONJ,0.0367170626349892,0.028824833702882482,0.03151862464183381,0.04722222222222222
pos_prop_ADP,0.10151187904967603,0.11529933481152993,0.12320916905444126,0.12222222222222222
pos_prop_SCONJ,0.012958963282937365,0.022172949002217297,0.02005730659025788,0.019444444444444445
pos_prop_ADV,0.032397408207343416,0.017738359201773836,0.02005730659025788,0.030555555555555555
pos_prop_PART,0.032397408207343416,0.019955654101995565,0.017191977077363897,0.013888888888888888
pos_prop_PRON,0.01511879049676026,0.08647450110864745,0.09455587392550144,0.10833333333333334
pos_prop_NUM,0.0021598272138228943,0.017738359201773836,0.02005730659025788,0.013888888888888888
flesch_reading_ease,54.75642531673708,71.05974193191865,59.09366666666669,46.69551857585142
flesch_kincaid_grade,10.240405645699045,7.250308355437671,10.118000000000006,12.47782618310482
smog,12.872792785125622,10.125756701596842,11.979248473330827,14.856640023380862
gunning_fog,13.695532340520115,10.102961980548187,12.88865800865801,16.535072976559047
automated_readability_index,13.695601244721047,8.874750221043328,12.233744588744585,15.25973905351615
coleman_liau_index,14.854376528117363,10.343129973474802,11.967532467532465,14.319504643962851
lix,55.9992220493443,43.559792219274975,50.72813852813853,60.22313135780628
rix,6.954545454545454,4.375,6.2,8.571428571428571
passed_quality_check,True,True,True,True
n_stop_words,168.0,191.0,157.0,155.0
alpha_ratio,0.8941684665226782,0.8248337028824834,0.8653295128939829,0.9
mean_word_length,4.974082073434126,4.159645232815964,4.504297994269341,4.902777777777778
doc_length,463.0,451.0,349.0,360.0
top_ngram_chr_fraction_2,0.014754703061600885,0.01064773735581189,0.023441662226957913,0.007670182166826462
first_order_coherence,0.810731906837429,0.6450110822916031,0.8399963293756757,0.8550556531319251
second_order_coherence,0.7887073017656803,0.6677063303914937,0.8408192075215853,0.8556022296349207
connectives,7,16,19,14
pos_prop_SYM,,0.0022172949002217295,0.0028653295128939827,
