,create,human,explain,continue
entropy,10.178413126684205,13.889559691359771,8.732223825857822,11.61568106354647
perplexity,26328.6538919348,1076859.7139706444,6199.499400123549,110822.05253009434
per_word_perplexity,55.428745035652206,2281.4824448530603,16.531998400329464,232.3313470232586
passed_quality_check,True,True,True,True
n_stop_words,161.0,213.0,152.0,208.0
alpha_ratio,0.9094736842105263,0.8580508474576272,0.9093333333333333,0.9119496855345912
mean_word_length,5.389473684210526,4.235169491525424,5.208,4.955974842767295
doc_length,475.0,472.0,375.0,477.0
top_ngram_chr_fraction_2,0.014720642355302778,0.008757297748123435,0.010912265386294195,0.0064469914040114614
token_length_mean,5.830626450116009,4.7775,5.618768328445748,5.368909512761021
token_length_median,5.0,4.0,5.0,5.0
token_length_std,2.843413739807717,2.8005345471891614,2.951434803267928,2.9521879838594423
sentence_length_mean,26.9375,19.047619047619047,24.357142857142858,21.55
sentence_length_median,24.0,19.0,20.5,22.0
sentence_length_std,11.486234968430692,8.31221814689328,7.677491618427233,7.927641515608536
syllables_per_token_mean,1.6380510440835268,1.435,1.656891495601173,1.631090487238979
syllables_per_token_median,1.0,1.0,1.0,1.0
syllables_per_token_std,0.8690821929963614,0.800484228451754,0.9361684952880566,0.9467778884206763
n_tokens,431,400,341,431
n_unique_tokens,283,234,218,257
proportion_unique_tokens,0.6566125290023201,0.585,0.6392961876832844,0.5962877030162413
n_characters,2560,1999,1953,2364
n_sentences,16,21,14,20
flesch_reading_ease,40.914319170533645,66.10066666666667,41.93947947214079,46.97149477958237
flesch_kincaid_grade,14.244627320185618,8.77157142857143,13.46060536237956,12.061367749419954
smog,15.163213931860543,10.813802987103665,15.05375534093124,14.33831761319674
gunning_fog,17.364327146171696,11.41904761904762,16.898282362798493,15.7661716937355
automated_readability_index,19.5010005800464,10.595834523809522,17.2129702555509,14.632563805104411
coleman_liau_index,17.385243619489554,10.7377,16.023108504398827,14.395638051044081
lix,65.91661832946636,46.29761904761905,61.600544616673645,52.64048723897912
rix,10.5,5.190476190476191,9.071428571428571,6.7
pos_prop_NOUN,0.22526315789473683,0.1673728813559322,0.20533333333333334,0.2222222222222222
pos_prop_PUNCT,0.08421052631578947,0.13347457627118645,0.08266666666666667,0.0859538784067086
pos_prop_VERB,0.1431578947368421,0.1292372881355932,0.13066666666666665,0.1320754716981132
pos_prop_PROPN,0.08842105263157894,0.06779661016949153,0.096,0.03563941299790356
pos_prop_PART,0.021052631578947368,0.04449152542372881,0.024,0.031446540880503145
pos_prop_ADP,0.12631578947368421,0.09957627118644068,0.12266666666666666,0.11949685534591195
pos_prop_DET,0.05473684210526316,0.06779661016949153,0.08,0.04821802935010482
pos_prop_ADJ,0.1031578947368421,0.057203389830508475,0.08,0.10482180293501048
pos_prop_PRON,0.04842105263157895,0.09745762711864407,0.05333333333333334,0.08176100628930817
pos_prop_AUX,0.021052631578947368,0.05296610169491525,0.024,0.04612159329140461
pos_prop_CCONJ,0.029473684210526315,0.025423728813559324,0.042666666666666665,0.029350104821802937
pos_prop_SCONJ,0.018947368421052633,0.014830508474576272,0.021333333333333333,0.023060796645702306
pos_prop_ADV,0.029473684210526315,0.03389830508474576,0.029333333333333333,0.039832285115303984
pos_prop_NUM,0.00631578947368421,0.00847457627118644,0.008,
first_order_coherence,0.8330005804697672,0.6777407273650169,0.8265493007806631,0.7948718667030334
second_order_coherence,0.8290228715964726,0.6958204147062803,0.8185955236355463,0.7903971473375956
dependency_distance_mean,2.660301314182893,2.819898471032925,3.010018902863919,2.8075756645321865
dependency_distance_std,0.476412999698915,0.5418521924611556,0.3767439193919147,0.431026003354752
prop_adjacent_dependency_relation_mean,0.5024643138294453,0.43785385411841254,0.4467658069555959,0.4335998328117894
prop_adjacent_dependency_relation_std,0.05574973038375536,0.07855374417247954,0.059908491447596336,0.045575843031274654
connectives,11,10,12,15
connectives_cap,3,2,1,4
duplicate_ngram_chr_fraction_5,,0.019599666388657216,,
duplicate_ngram_chr_fraction_6,,0.015012510425354461,,
top_ngram_chr_fraction_3,,0.006255212677231026,0.018332605848974247,
top_ngram_chr_fraction_4,,0.012510425354462052,,
