,continue,human,create,explain
dependency_distance_mean,2.7885669442902596,3.0699687551755415,2.764768106488081,2.8794283218848977
dependency_distance_std,0.45668210904035356,0.9792811806786318,0.5546185029665681,0.7234432080150425
prop_adjacent_dependency_relation_mean,0.48006721555205534,0.40543209334925384,0.4774389200116115,0.44802066006780655
prop_adjacent_dependency_relation_std,0.04011467540013461,0.1273295587146031,0.04957585802787895,0.05470319979592446
flesch_reading_ease,36.48141495601175,60.54314604997674,45.13851506456243,56.84681243414123
flesch_kincaid_grade,14.221895684960202,10.35325469501785,12.95490674318508,10.910410958904112
smog,16.613394197324528,12.827911418992354,15.287203543098563,13.023866798666859
gunning_fog,18.892417260159196,14.08915101660717,17.159253945480632,14.327081138040041
automated_readability_index,17.945023041474656,12.571122148067666,17.487311334289814,13.624981559536359
coleman_liau_index,16.937008797653956,11.403482849604217,16.503024390243905,12.624520547945206
lix,65.11960620025137,49.73475089244141,60.703012912482066,53.6259220231823
rix,9.928571428571429,6.117647058823529,8.823529411764707,7.0
token_length_mean,5.774193548387097,4.852242744063324,5.702439024390244,5.058219178082192
token_length_median,5.0,4.0,5.0,4.0
token_length_std,2.96589257691311,2.6590442038970483,2.9786629677676304,2.6868593686736677
sentence_length_mean,24.357142857142858,22.294117647058822,24.11764705882353,22.46153846153846
sentence_length_median,24.5,19.0,21.0,23.0
sentence_length_std,4.336014345936054,11.930015067700918,9.694645902226144,6.4880408873721676
syllables_per_token_mean,1.721407624633431,1.4617414248021108,1.6219512195121952,1.5034246575342465
syllables_per_token_median,1.0,1.0,1.0,1.0
syllables_per_token_std,0.9634580380208102,0.8221781526343365,0.9084997537140629,0.8213682523493031
n_tokens,341,379,410,292
n_unique_tokens,219,201,272,194
proportion_unique_tokens,0.6422287390029325,0.5303430079155673,0.6634146341463415,0.6643835616438356
n_characters,2010,1933,2391,1506
n_sentences,14,17,17,13
passed_quality_check,True,True,True,True
n_stop_words,155.0,179.0,168.0,132.0
alpha_ratio,0.9301075268817204,0.8304347826086956,0.9019607843137255,0.90625
mean_word_length,5.403225806451613,4.202173913043478,5.209150326797386,4.70625
doc_length,372.0,460.0,459.0,320.0
top_ngram_chr_fraction_2,0.011484474691620587,0.009098786828422877,0.011798355380765105,0.008370535714285714
oov_ratio,0.016129032258064516,0.015217391304347827,,0.015625
first_order_coherence,0.8645537220514737,0.7324598170816898,0.8203868381679058,0.7599203487237295
second_order_coherence,0.8770675957202911,0.7418101807435353,0.8386228164037068,0.7486376870762218
pos_prop_PROPN,0.03494623655913978,0.07391304347826087,0.05010893246187364,0.09375
pos_prop_VERB,0.14516129032258066,0.14130434782608695,0.13507625272331156,0.159375
pos_prop_DET,0.06182795698924731,0.1108695652173913,0.07625272331154684,0.09375
pos_prop_ADJ,0.06720430107526881,0.05217391304347826,0.07625272331154684,0.071875
pos_prop_NOUN,0.25,0.18043478260869567,0.2679738562091503,0.18125
pos_prop_SCONJ,0.03494623655913978,0.015217391304347827,0.013071895424836602,0.028125
pos_prop_AUX,0.043010752688172046,0.034782608695652174,0.013071895424836602,0.021875
pos_prop_ADV,0.03225806451612903,0.017391304347826087,0.032679738562091505,0.03125
pos_prop_PUNCT,0.06989247311827956,0.1608695652173913,0.09803921568627451,0.084375
pos_prop_PRON,0.07795698924731183,0.05652173913043478,0.05010893246187364,0.08125
pos_prop_PART,0.03225806451612903,0.041304347826086954,0.02178649237472767,0.01875
pos_prop_ADP,0.11827956989247312,0.0782608695652174,0.1328976034858388,0.10625
pos_prop_CCONJ,0.03225806451612903,0.02391304347826087,0.02832244008714597,0.01875
entropy,8.263208292952243,14.307945666739458,10.242647738269856,7.326099391486906
perplexity,3878.5175813630235,1636295.9310546191,28075.363816826957,1519.4434439406632
per_word_perplexity,10.426122530545761,3557.165067510042,61.16636997130056,4.7482607623145725
connectives,6,4,10,11
duplicate_ngram_chr_fraction_5,,0.05199306759098787,,
duplicate_ngram_chr_fraction_6,,0.02859618717504333,,
top_ngram_chr_fraction_3,,0.03119584055459272,,
top_ngram_chr_fraction_4,,0.03292894280762565,,
pos_prop_NUM,,0.010869565217391304,0.004357298474945534,0.00625
pos_prop_SYM,,0.002173913043478261,,0.003125
