,explain,human,create,continue
entropy,12.708819415301509,16.56192832115096,12.499021362496334,12.307069256700416
perplexity,330651.2307472908,15586696.519073023,268074.81004426366,221254.57855731435
per_word_perplexity,610.0576213049646,29243.33305642218,505.8015283854031,421.43729249012256
pos_prop_DET,0.08856088560885608,0.11444652908067542,0.08490566037735849,0.08761904761904762
pos_prop_NOUN,0.23431734317343172,0.18574108818011256,0.23962264150943396,0.25523809523809526
pos_prop_VERB,0.14575645756457564,0.1294559099437148,0.12075471698113208,0.1180952380952381
pos_prop_ADP,0.1033210332103321,0.08442776735459662,0.10566037735849057,0.12761904761904763
pos_prop_NUM,0.005535055350553505,0.009380863039399626,0.0037735849056603774,0.0038095238095238095
pos_prop_PUNCT,0.0996309963099631,0.15196998123827393,0.08679245283018867,0.0761904761904762
pos_prop_ADJ,0.06088560885608856,0.05065666041275797,0.08867924528301886,0.09904761904761905
pos_prop_PROPN,0.08856088560885608,0.09380863039399624,0.06037735849056604,0.047619047619047616
pos_prop_PRON,0.05904059040590406,0.054409005628517824,0.062264150943396226,0.04
pos_prop_CCONJ,0.023985239852398525,0.024390243902439025,0.03018867924528302,0.04
pos_prop_ADV,0.023985239852398525,0.0150093808630394,0.024528301886792454,0.024761904761904763
pos_prop_PART,0.01845018450184502,0.039399624765478425,0.03018867924528302,0.02857142857142857
pos_prop_SCONJ,0.025830258302583026,0.013133208255159476,0.022641509433962263,0.017142857142857144
pos_prop_AUX,0.02029520295202952,0.03189493433395872,0.03962264150943396,0.03428571428571429
pos_prop_SYM,0.0018450184501845018,0.001876172607879925,,
first_order_coherence,0.78261798620224,0.7395251128408644,0.791152321630054,0.8309338632084075
second_order_coherence,0.7721066349431088,0.7475344766588772,0.72128006289987,0.8179805755615235
dependency_distance_mean,2.8817106045911025,3.048239587964081,2.9100363872274,2.718257791790722
dependency_distance_std,0.5340539798215913,0.940556868376207,1.0329412201678312,0.49436870445260045
prop_adjacent_dependency_relation_mean,0.4794772815536645,0.4132667267978704,0.44870662232012964,0.4832376425994495
prop_adjacent_dependency_relation_std,0.04958601061275076,0.12180607869941606,0.07076499099936662,0.06572230441901088
flesch_reading_ease,50.948278236914604,59.802430794820026,42.003578947368425,45.246822469982874
flesch_kincaid_grade,11.878736717827628,10.71038137103481,13.611368421052635,12.33467219363446
smog,13.707050652182112,12.936686537176744,15.835779097396397,15.124630588136114
gunning_fog,15.169460842188116,14.382749198051563,17.91578947368421,16.806899180484088
automated_readability_index,14.753189689098782,12.991122727812758,17.30717894736842,15.893550600343055
coleman_liau_index,13.700661157024793,11.348261851015803,15.770694736842103,15.89593291404612
lix,57.75836284927195,49.95235832244267,60.78947368421053,59.417667238421956
rix,8.0,6.2105263157894735,8.947368421052632,8.181818181818182
token_length_mean,5.235537190082645,4.832957110609481,5.570526315789474,5.622641509433962
token_length_median,5.0,4.0,5.0,5.0
token_length_std,2.7675617906644514,2.6443170574256225,2.9701629827409004,3.0003757527429853
sentence_length_mean,23.047619047619047,23.31578947368421,25.0,21.681818181818183
sentence_length_median,22.0,21.0,27.0,21.0
sentence_length_std,6.1138109888396315,11.484784586935458,11.800981225929345,5.980166945346499
syllables_per_token_mean,1.5661157024793388,1.4582392776523703,1.648421052631579,1.649895178197065
syllables_per_token_median,1.0,1.0,1.0,1.0
syllables_per_token_std,0.8586991621492047,0.8201434475594177,0.9473356719485762,0.9456204853004915
n_tokens,484,443,475,477
n_unique_tokens,241,222,277,258
proportion_unique_tokens,0.49793388429752067,0.5011286681715575,0.5831578947368421,0.5408805031446541
n_characters,2596,2246,2727,2748
n_sentences,21,19,19,22
passed_quality_check,True,True,True,True
n_stop_words,204.0,206.0,209.0,214.0
alpha_ratio,0.8929889298892989,0.8405253283302064,0.9113207547169812,0.9219047619047619
mean_word_length,4.789667896678967,4.213883677298312,5.145283018867924,5.234285714285714
doc_length,542.0,533.0,530.0,525.0
duplicate_ngram_chr_fraction_5,0.10263929618768329,0.0446927374301676,,0.10307357963365414
duplicate_ngram_chr_fraction_6,0.06516780710329098,0.024581005586592177,,0.056814653834212976
duplicate_ngram_chr_fraction_7,0.03128054740957967,,,0.03725551071095933
duplicate_ngram_chr_fraction_8,0.03128054740957967,,,0.03725551071095933
duplicate_ngram_chr_fraction_9,0.03128054740957967,,,0.03725551071095933
duplicate_ngram_chr_fraction_10,0.03128054740957967,,,
top_ngram_chr_fraction_2,0.009775171065493646,0.01675977653631285,0.023430178069353328,0.027941633033219497
top_ngram_chr_fraction_3,0.019550342130987292,0.008938547486033519,0.02999062792877226,0.03725551071095933
oov_ratio,0.02029520295202952,0.0150093808630394,0.0037735849056603774,0.013333333333333334
connectives,17,4,9,6
connectives_cap,3,0,3,2
top_ngram_chr_fraction_4,,0.02830540037243948,,0.019559143123253648
